time = 7.7	Re = 0.1
0.181223	-0.084284	0
0.179818	-0.127692	1
0.184926	-0.163589	2
0.234312	-0.163152	3
0.265234	-0.135433	4
0.294886	-0.096912	5
0.306209	-0.068620	6
0.317610	-0.039682	7
0.323539	-0.007712	8
0.328680	0.026004	9
0.326933	0.062361	10
0.322564	0.100606	11
0.312699	0.137061	12
0.299765	0.173932	13
0.281223	0.209660	14
0.260070	0.244196	15
0.235872	0.277587	16
0.211046	0.310412	17
0.183353	0.346265	18
0.156690	0.386541	19
0.142321	0.413259	20
0.128121	0.439983	21
0.113535	0.475512	22
0.099263	0.515055	23
0.090117	0.544692	24
0.081018	0.574450	25
0.070679	0.614028	26
0.059338	0.662716	27
0.054346	0.695299	28
0.009997	0.690068	29
-0.023123	0.697681	30
-0.039595	0.693502	31
-0.042774	0.691469	32
-0.043150	0.691669	33
-0.039114	0.665268	34
-0.074903	0.647174	35
-0.130219	0.624602	36
-0.086323	0.647079	37
-0.064198	0.667984	38
-0.042748	0.691461	39
-0.072300	0.652219	40
-0.101141	0.631257	41
-0.129532	0.616472	42
-0.157602	0.601808	43
-0.180322	0.588019	44
-0.193799	0.578581	45
-0.229221	0.559097	46
-0.188516	0.579911	47
-0.144148	0.602256	48
-0.096905	0.629861	49
-0.070702	0.650987	50
-0.042957	0.691566	51
-0.069258	0.651532	52
-0.093409	0.630467	53
-0.136566	0.604065	54
-0.178486	0.581877	55
-0.216960	0.561296	56
-0.243166	0.546633	57
-0.269366	0.531970	58
-0.307909	0.506430	59
-0.318178	0.496347	60
-0.352116	0.472939	61
-0.384227	0.448974	62
-0.373354	0.453356	63
-0.415097	0.419179	64
-0.452161	0.384641	65
-0.477442	0.355825	66
-0.511583	0.313311	67
-0.515499	0.304134	68
-0.534574	0.275856	69
-0.553435	0.246362	70
-0.568954	0.214886	71
-0.584087	0.181788	72
-0.601723	0.129435	73
-0.611781	0.092855	74
-0.620924	0.054027	75
-0.626811	0.006200	76
-0.629961	-0.031659	77
-0.631837	-0.071457	78
-0.629345	-0.100133	79
-0.626385	-0.139178	80
-0.621784	-0.180353	81
-0.613491	-0.217177	82
-0.605696	-0.246393	83
-0.597837	-0.275762	84
-0.579792	-0.325910	85
-0.557422	-0.376484	86
-0.536212	-0.415627	87
-0.511413	-0.456698	88
-0.482121	-0.498784	89
-0.448354	-0.542544	90
-0.419767	-0.574392	91
-0.387550	-0.608254	92
-0.348659	-0.645050	93
-0.303513	-0.683990	94
-0.265731	-0.712496	95
-0.221571	-0.743217	96
-0.191656	-0.760947	97
-0.160148	-0.778231	98
-0.122074	-0.794612	99
-0.081392	-0.808264	100
-0.047313	-0.814701	101
-0.013807	-0.819656	102
0.023047	-0.820719	103
0.058541	-0.820279	104
0.092081	-0.815572	105
0.123948	-0.810434	106
0.155729	-0.802089	107
0.185926	-0.794272	108
0.212571	-0.784341	109
0.239132	-0.775883	110
0.265020	-0.765324	111
0.291204	-0.756140	112
0.314016	-0.745401	113
0.338112	-0.736055	114
0.361002	-0.724832	115
0.385433	-0.714623	116
0.424424	-0.694538	117
0.464858	-0.673180	118
0.502561	-0.650230	119
0.541131	-0.625641	120
0.574956	-0.600843	121
0.609663	-0.574252	122
0.642269	-0.545931	123
0.675631	-0.515536	124
0.703593	-0.486555	125
0.731778	-0.455469	126
0.757813	-0.423076	127
0.783569	-0.388819	128
0.805367	-0.355421	129
0.827481	-0.319831	130
0.847349	-0.282788	131
0.867651	-0.242855	132
0.882213	-0.208150	133
0.896679	-0.171216	134
0.908752	-0.134136	135
0.920659	-0.095000	136
0.929068	-0.058489	137
0.937530	-0.019195	138
0.943617	0.022562	139
0.948568	0.069122	140
0.954725	0.121204	141
0.959939	0.167156	142
0.975749	0.209243	143
