Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 0.8570	Mesh (Number of cells): 1252
0.3035502141 	 0.1307856933 	 0.2234768559 	 0.3305262925 	 96
-0.1638890656 	 -0.3516268984 	 0.3015183153 	 0.3879447145 	 97
0.1818293860 	 0.8485810934 	 0.8569882008 	 0.8678431873 	 98
0.4474886310 	 -0.7846916541 	 0.8949305721 	 0.9033200247 	 99
-0.0895632839 	 -0.4217377920 	 0.3545168310 	 0.4311430702 	 100
-0.1276098540 	 0.8599619060 	 0.8578833376 	 0.8693783725 	 101
0.4649071820 	 -0.7403248313 	 0.8634726824 	 0.8741965132 	 102
-0.9549915718 	 -0.1917987433 	 0.9718214146 	 0.9740614253 	 103
-0.0252431674 	 -0.2516011730 	 0.1224973571 	 0.2528643268 	 104
0.2031128529 	 0.1971529005 	 0.1549699728 	 0.2830620024 	 105
0.6090102974 	 -0.6438331233 	 0.8765298002 	 0.8862362174 	 106
0.2608022529 	 -0.1114051043 	 0.1567568755 	 0.2835999161 	 107
-0.2615766918 	 0.1120916860 	 0.1577409599 	 0.2845819948 	 108
-0.1950115150 	 -0.2048991630 	 0.1550089094 	 0.2828659718 	 109
-0.2626289240 	 -0.1122362151 	 0.1591822417 	 0.2856062319 	 110
0.6316549483 	 -0.6034846093 	 0.8626672714 	 0.8736026828 	 111
0.2329309290 	 0.8426183414 	 0.8629077526 	 0.8742210744 	 112
0.3166632598 	 -0.0000163975 	 0.2053953860 	 0.3166632602 	 113
0.7589586514 	 0.5718391170 	 0.9463957822 	 0.9502727031 	 114
-0.1117030321 	 -0.3432749536 	 0.2655506777 	 0.3609920514 	 115
0.3613765194 	 -0.0004692231 	 0.2664841150 	 0.3613768241 	 116
-0.5212411072 	 -0.8230672214 	 0.9721323842 	 0.9742340288 	 117
-0.1985036509 	 -0.3192970777 	 0.2849366552 	 0.3759711734 	 118
-0.6479375458 	 -0.5892800640 	 0.8654271114 	 0.8758276412 	 119
-0.1719046710 	 -0.2467832149 	 0.1798095943 	 0.3007543367 	 120
-0.9191048636 	 -0.2271861636 	 0.9425782140 	 0.9467667628 	 121
0.0900705755 	 0.8656863113 	 0.8589468834 	 0.8703594075 	 122
