0.675354	-0.077649	3054	
-0.540223	0.314982	2819	
-0.249069	0.329175	5948	
-0.661360	0.470403	3065	
-0.329246	-0.771625	7752	
-0.049532	-0.726946	4837	
0.954220	-0.157525	5244	
0.908108	-0.298517	7001	
0.300826	0.722132	7409	
0.697298	0.232987	4839	
0.135933	0.738177	1688	
0.258305	0.631335	495	
0.098458	-0.565986	5953	
-0.741391	-0.399880	7424	
-0.371454	-0.787403	8069	
0.774277	-0.546167	271	
0.765949	-0.482084	7255	
0.600665	-0.029288	7344	
0.848593	-0.350632	6115	
0.563912	0.208643	5626	
0.383709	-0.830155	7444	
0.539872	-0.074375	2775	
-0.872221	0.196931	6658	
0.202295	-0.862169	7852	
0.589960	-0.726241	8948	
-0.858172	-0.280300	6668	
-0.245683	-0.832931	6229	
-0.479460	-0.723742	7076	
0.451274	0.475146	1887	
-0.358651	0.484502	5364	
-0.670647	-0.605514	5415	
-0.175239	-0.936941	7513	
-0.475268	-0.815490	7437	
0.719200	-0.194491	1612	
-0.495216	0.362975	1013	
0.312211	0.718391	7409	
-0.397568	-0.834174	1535	
0.709971	-0.579015	7975	
-0.607174	0.185058	2793	
-0.584446	-0.597341	4164	
0.381120	0.734555	6002	
-0.463885	0.448496	2485	
-0.585811	0.519799	3519	
0.924235	-0.231695	8315	
0.128763	0.773536	1761	
-0.222256	0.609934	8481	
0.901841	-0.050863	4118	
0.581267	0.561096	2529	
-0.406363	0.627863	6527	
0.900722	0.256293	4520	
-0.530841	-0.708907	8113	
0.099886	-0.665221	1188	
0.137723	-0.642315	6559	
-0.003698	0.828059	1522	
0.210951	-0.656115	5226	
-0.735886	-0.582430	9069	
-0.497322	0.004750	568	
0.286423	-0.615730	3430	
0.754121	-0.474442	6031	
0.648805	-0.283445	992	
0.581998	-0.664862	5023	
-0.783367	0.282053	4299	
0.301021	0.587457	8943	
-0.436281	0.299022	3025	
0.146324	0.623541	7521	
0.044767	-0.882662	4297	
-0.087017	0.651819	1187	
-0.884188	0.005398	986	
0.038943	0.551795	6057	
0.187581	-0.876172	5854	
-0.794264	-0.289007	6246	
-0.395704	0.478547	8496	
-0.376229	-0.596035	4470	
-0.572080	-0.585663	2954	
-0.032896	0.542566	5558	
-0.556765	-0.610519	2354	
-0.324816	-0.639150	5920	
-0.023663	-0.601101	955	
0.911926	0.123208	2816	
0.960549	0.083157	8976	
-0.298455	-0.869160	8455	
0.830398	0.426135	1070	
0.229064	-0.867945	7885	
-0.081160	-0.866091	3468	
0.226849	0.799103	8154	
-0.408612	-0.766324	4423	
0.682004	-0.128133	4450	
-0.814343	0.007081	365	
-0.536556	-0.018246	2724	
-0.160350	-0.722094	7682	
0.450825	0.115191	1979	
0.973700	-0.091477	7575	
0.291542	-0.634110	4582	
0.923972	-0.290987	5288	
0.834694	0.495417	8048	
0.302756	0.700121	6979	
0.707069	-0.604961	8952	
0.534641	-0.129221	4277	
0.492764	0.340841	5130	
0.542901	-0.113226	3690	
0.718051	0.031377	2555	
-0.715738	-0.361151	6833	
0.392730	-0.570082	2844	
-0.856005	0.175743	6288	
0.538595	0.174126	5144	
-0.460938	0.372003	5278	
-0.307047	0.386324	5695	
0.682730	-0.631821	7905	
0.132576	0.804488	2191	
0.857289	-0.266811	6698	
0.103986	0.542691	4029	
0.153396	-0.697851	6738	
0.287869	-0.652662	4582	
-0.057505	0.794240	2021	
0.746656	-0.595229	692	
0.641895	0.340878	1715	
0.011110	-0.883245	7999	
-0.102088	0.596085	7600	
0.522146	0.309463	4255	
0.491882	0.369800	2295	
-0.771042	0.212317	1946	
-0.688846	-0.418469	6760	
-0.634958	-0.618040	5738	
