time = 0.001	Re = 1	rotation = 0
0.071550	0.714839	2138	
0.503710	-0.111056	9599	
0.898254	0.283045	10074	
0.293902	-0.668471	6896	
0.333836	-0.184042	6429	
0.288745	-0.257490	2927	
0.807025	-0.061195	4985	
0.159383	-0.791185	2038	
0.380295	-0.589370	4231	
0.725752	-0.003844	6913	
0.550581	-0.398237	1864	
0.587207	-0.481059	5997	
0.097299	0.834495	3388	
0.344629	-0.773725	4320	
0.196388	0.352086	7409	
0.850850	-0.056928	7063	
0.220145	0.242251	5751	
0.104997	0.349307	8666	
0.488757	-0.808189	1652	
-0.481159	0.794707	6385	
0.708527	-0.366277	3493	
0.449265	-0.148196	5886	
0.038328	-0.259875	8483	
0.534742	0.034877	3472	
0.670849	0.233251	5878	
0.794658	-0.147080	2521	
0.377513	-0.633971	561	
0.198793	-0.324544	4927	
0.046460	-0.490642	439	
0.736958	0.062276	1480	
0.291802	0.762064	9551	
0.855583	-0.131077	7156	
0.078359	0.744551	3166	
-0.382924	0.854527	861	
0.341281	-0.701816	2728	
0.202464	0.167532	9222	
0.852737	0.033476	6598	
0.704324	-0.226043	3357	
0.692092	-0.463480	2572	
0.378094	-0.300759	3773	
0.651572	-0.668505	8405	
-0.909892	0.314829	4756	
0.113006	0.666876	4060	
0.738749	0.196834	3243	
0.301812	-0.704225	7144	
-0.984603	-0.121959	7973	
0.595257	-0.176145	5395	
0.238723	-0.000342	8894	
0.577454	-0.040908	2651	
0.756247	-0.022586	6133	
0.810541	-0.210606	6162	
0.830610	-0.368198	8866	
0.712945	0.350544	3335	
-0.617331	0.708119	528	
0.446198	0.637540	3895	
0.755593	-0.489644	6305	
0.548295	0.166616	6606	
0.095192	-0.383179	7525	
0.247562	0.504263	636	
0.821789	-0.247477	8742	
0.433928	-0.713445	6646	
-0.245104	-0.927905	7790	
0.458440	0.540614	6020	
0.043620	-0.801143	1199	
0.324739	0.102818	8964	
0.456535	0.142850	6352	
0.515081	0.703554	8162	
0.805677	-0.386159	7259	
-0.443416	-0.858297	3923	
0.294705	-0.038580	4126	
0.269607	-0.487962	7871	
0.369257	-0.896509	3474	
0.228065	-0.065204	7194	
0.246481	0.740925	4213	
0.622536	-0.069184	8051	
0.727335	0.105061	8469	
0.617470	-0.415907	6624	
0.508931	0.324011	9080	
0.187008	-0.633229	5938	
-0.465284	-0.821673	6961	
0.816346	0.081072	4844	
0.231841	-0.816431	8696	
0.534677	-0.217224	10017	
0.479886	-0.574788	2432	
0.199612	-0.707460	5833	
0.733783	-0.630590	9762	
0.754359	-0.005085	2132	
0.152004	0.686947	1437	
0.250727	-0.723881	6768	
0.262410	-0.775714	7460	
0.309906	-0.136867	5091	
0.809662	-0.261636	7680	
0.521070	-0.282955	5859	
0.152733	-0.640276	7967	
0.242810	0.704309	7733	
0.216994	0.214667	8851	
-0.944000	0.076283	8797	
0.645861	0.192976	4433	
0.326512	-0.278859	4189	
0.213951	0.700024	5558	
0.200474	-0.267697	2063	
0.526364	-0.317240	7393	
0.541239	-0.297017	9677	
0.451829	0.448138	4920	
0.833409	-0.038233	7616	
0.951134	0.195253	7180	
0.598784	0.427086	6141	
0.441601	-0.619734	3617	
0.416951	0.375329	8091	
0.389215	0.348578	7238	
-0.568252	-0.776299	3299	
0.656923	-0.567786	10107	
0.259849	-0.161924	9808	
0.321940	0.023077	3188	
0.114872	0.176017	9833	
0.252756	-0.293224	1104	
0.537135	0.321792	10083	
0.556067	0.362507	404	
0.277323	0.706654	4856	
0.295344	-0.350245	9056	
-0.435914	-0.866586	4363	
0.540477	0.692230	6686	
0.028170	0.911969	939	
0.069488	-0.529358	5218	
0.130846	-0.687692	7640	
0.534562	0.284560	9996	
0.198172	0.130193	6482	
0.345296	0.641319	7577	
0.544665	-0.535178	6997	
0.638552	0.609204	5472	
0.656174	-0.607248	9484	
0.462610	0.008357	7079	
0.164403	-0.092914	3186	
0.122733	0.290174	1891	
0.090618	-0.822172	2556	
0.216721	-0.852846	8094	
0.491196	0.431337	6077	
0.673295	-0.321805	8468	
0.550984	0.592190	6425	
-0.020422	0.990062	9341	
0.835341	0.453761	1591	
0.402939	0.914552	2926	
0.090459	0.193755	5187	
0.167342	0.915084	9315	
0.193006	-0.559026	8635	
0.216055	-0.231931	2474	
0.453718	0.325672	9150	
0.196386	-0.142155	5646	
0.722616	-0.050499	6659	
0.893869	-0.223966	9794	
0.091569	0.213309	3352	
0.279072	0.368322	6675	
0.705714	0.084524	1524	
0.339398	-0.514027	5564	
0.540975	0.513829	3708	
-0.777387	0.619792	6512	
0.279397	-0.177681	8452	
0.320920	0.711670	1710	
0.383051	0.487643	5919	
0.461815	-0.268577	5569	
0.368024	0.710048	5221	
0.306539	-0.462609	1371	
0.464729	-0.369716	4294	
0.774888	-0.135096	1989	
0.103636	-0.988313	9340	
0.280770	-0.675046	5064	
0.117918	-0.709051	8749	
0.209249	0.511741	6734	
-0.242021	-0.890855	9290	
0.029796	0.925872	5509	
0.904602	-0.063823	513	
0.130133	-0.771189	8712	
0.742422	-0.327110	3965	
0.368859	-0.385798	4166	
0.254986	-0.766204	7820	
0.729993	-0.328154	4623	
0.316867	0.630003	4024	
0.611123	0.134961	1394	
0.165846	0.011758	1698	
0.308473	-0.185273	554	
0.677366	-0.247052	9533	
0.749156	0.096850	7449	
0.736398	0.516837	6137	
-0.172459	0.930315	2169	
0.156415	0.189100	4282	
0.305112	0.762540	9551	
0.193873	-0.112460	2323	
0.134657	-0.645614	3709	
0.187583	-0.417873	5086	
0.584904	0.233479	2389	
0.570788	0.477742	5380	
0.604701	-0.370222	3567	
0.408453	-0.054183	3014	
0.836769	0.316286	6920	
0.397896	-0.171782	2230	
0.490777	0.019813	6176	
0.210063	-0.463429	7987	
-0.584765	-0.707443	8121	
0.920298	0.166443	9921	
0.486646	-0.645593	7406	
0.421286	-0.326700	6361	
0.211404	0.429982	613	
0.944772	0.247403	5594	
0.739893	0.145143	845	
-0.057830	0.898123	8359	
0.338903	-0.200763	5257	
0.307460	0.070805	7208	
0.641958	0.482049	1432	
0.686728	0.046093	7499	
0.603609	0.459913	8380	
0.115948	0.518886	2415	
0.324262	0.903904	6372	
0.120113	-0.256357	3184	
0.472655	0.624530	2227	
0.666436	-0.020674	3718	
0.234155	0.212963	2977	
0.144036	0.758702	985	
0.480148	-0.148540	5376	
0.533738	0.418053	594	
0.314173	0.579828	8959	
0.318728	0.501901	4299	
0.548505	-0.328330	9588	
0.685468	-0.148864	487	
-0.561274	0.752527	953	
0.363069	-0.088013	1041	
0.888732	0.197840	7817	
0.798452	0.214460	4455	
-0.898413	-0.346240	9176	
0.548655	0.024224	4013	
0.484711	-0.072863	1004	
0.629630	-0.336394	5422	
0.282506	0.607788	7279	
0.970559	-0.026722	4881	
0.155965	-0.981499	1822	
0.302918	0.366172	6089	
0.126762	0.121307	969	
0.078501	-0.752257	2051	
0.821055	0.289103	5836	
0.164783	-0.479129	2906	
0.815781	-0.062859	7622	
0.048351	-0.401266	754	
0.397912	0.739346	3936	
0.864321	0.230206	7104	
0.503589	-0.101246	5496	
0.527689	0.328328	7728	
-0.766514	-0.534486	6297	
0.522873	0.292607	9996	
0.218112	0.892878	8897	
0.150177	0.021900	2014	
0.421423	0.435690	2563	
0.633308	-0.288039	5874	
0.496446	0.599115	3871	
0.306321	-0.610678	5870	
0.520758	0.069590	1766	
-0.878269	0.394420	7509	
0.273634	0.080393	2113	
0.246787	0.800248	4499	
0.409608	-0.185185	3960	
0.414401	-0.040453	3797	
-0.309492	0.888286	1501	
0.130753	-0.250833	4451	
0.226436	0.152220	2192	
0.083417	0.862129	663	
0.714056	-0.375627	3493	
0.404966	0.251596	6250	
0.762160	0.503144	5967	
0.547749	0.612880	7252	
0.409044	0.786556	8924	
-0.286303	-0.878684	1626	
0.867559	0.255918	8088	
0.564335	0.057033	3437	
0.312194	0.299321	3052	
0.074430	0.892207	8850	
0.654360	-0.584632	9484	
0.107668	-0.294670	4611	
0.353163	0.364489	8570	
0.507651	-0.536832	4791	
0.647671	-0.077555	2319	
0.181586	-0.150447	4960	
0.328786	-0.592283	8647	
0.451911	0.687519	5710	
0.324127	-0.909191	4754	
-0.649840	0.650174	8023	
0.474354	-0.189638	5628	
0.612405	-0.233622	5774	
0.119853	0.694168	8167	
0.062900	-0.536719	9271	
0.214847	0.456624	4672	
0.045595	0.894895	9519	
0.517862	-0.331371	9310	
0.190633	0.550984	10032	
0.540869	0.168319	6438	
0.082965	-0.354723	523	
0.287059	0.915974	2533	
0.188832	-0.405325	6112	
0.399363	0.219580	5113	
0.786673	0.596572	4096	
0.333380	-0.439222	538	
0.626156	0.003331	2780	
0.637179	0.311310	6052	
0.477271	-0.205200	7907	
0.543468	-0.182171	6251	
0.088512	0.303087	4238	
0.858834	0.306704	8198	
0.491389	-0.104950	6691	
0.330878	-0.399761	619	
0.166011	0.037088	2834	
0.062521	0.680274	2511	
0.086853	-0.534748	2655	
0.630962	-0.396272	6624	
0.162623	0.146024	3227	
0.369843	-0.497622	8078	
0.715473	0.469872	4703	
0.057114	0.306433	3841	
0.294450	-0.288981	7953	
0.599526	-0.209387	5278	
0.843470	-0.533963	4895	
0.539346	0.057680	7604	
0.409224	-0.285291	6535	
0.150564	0.610944	2318	
0.271558	0.508765	651	
0.132664	0.146605	3290	
0.247006	0.114153	4841	
0.630730	0.281510	5162	
0.528755	-0.649193	9066	
0.298737	-0.082759	3606	
0.789643	-0.124220	2521	
0.673810	0.533002	5295	
0.793864	0.360367	6856	
0.702827	-0.463348	2572	
0.171065	-0.652371	8900	
0.353027	0.430352	5227	
0.525504	-0.487992	3027	
0.046195	-0.286378	818	
0.674165	0.504681	4035	
0.097222	0.023485	7605	
0.189554	-0.624813	6785	
0.527350	-0.266757	5842	
0.257093	-0.478983	7805	
0.808668	-0.340383	5585	
0.485081	-0.403402	9941	
0.500296	0.753655	8559	
0.535815	-0.418480	2294	
0.646433	0.072994	2518	
0.056398	-0.200699	595	
0.495638	-0.537729	4791	
-0.726489	-0.631313	8485	
0.689667	-0.589519	7566	
0.444959	-0.207673	8919	
0.535811	-0.422618	1686	
0.118042	0.121721	7153	
0.315631	0.810796	5681	
0.072441	-0.038891	6638	
0.255052	0.097477	3321	
0.425322	0.469870	3785	
0.139531	-0.607407	3704	
-0.695342	0.700884	1293	
0.339185	0.319356	590	
0.273547	0.256098	5377	
0.595908	0.005135	2098	
0.123439	0.410260	10044	
0.197768	-0.675278	9151	
0.120516	-0.929792	2660	
-0.956400	-0.282205	4027	
0.200415	0.790513	8766	
0.442257	0.290291	9939	
0.371754	-0.361433	3723	
0.086106	-0.222703	2109	
0.380915	-0.418435	5463	
0.565869	-0.383909	3274	
0.417943	-0.287581	6535	
0.543327	-0.077921	5503	
0.446095	0.423868	3338	
0.006689	0.899522	8953	
0.153542	-0.906329	8134	
0.183870	0.581151	3372	
0.984243	-0.174031	4200	
0.887168	0.352630	9175	
-0.061054	-0.925964	9543	
0.208954	-0.493060	6405	
0.124276	-0.205496	3803	
0.710685	-0.549812	5520	
-0.704242	0.587494	7565	
0.214349	0.415612	931	
0.216061	0.089631	9432	
0.120266	-0.619895	400	
0.078902	-0.109101	4564	
0.304058	0.376711	724	
0.411619	0.169643	5072	
0.819561	0.437135	8341	
0.551605	0.171420	6606	
0.460121	0.611150	1728	
0.783834	-0.326775	5056	
0.462033	0.144754	3716	
-0.792594	-0.494958	7677	
0.740569	0.189162	3243	
0.328968	0.362693	1148	
-0.910490	0.260881	1950	
0.226928	0.406872	6355	
0.626807	0.180730	7745	
0.278806	-0.899732	9428	
0.608461	0.645660	6463	
0.139469	-0.009788	4574	
0.458588	-0.472059	7056	
-0.153921	-0.928022	9283	
0.510845	0.462590	924	
-0.416280	0.839155	414	
0.249011	-0.687401	9088	
0.094642	0.002761	697	
0.821466	-0.069305	7622	
0.117542	0.305609	7303	
0.270678	-0.020376	5364	
0.267892	0.808430	446	
0.521091	0.361835	9490	
0.744773	0.240979	4727	
0.204407	0.413670	931	
0.356402	-0.723222	5180	
0.089073	-0.069996	3777	
0.934846	-0.107821	9072	
0.690986	-0.392080	6271	
0.484848	-0.278358	3969	
0.433319	-0.767998	8886	
0.376996	-0.030718	3268	
0.237689	0.076788	5416	
-0.606999	-0.727075	9851	
0.452378	0.106727	4312	
0.408383	0.758708	6811	
0.295792	-0.714349	7144	
0.451214	-0.756490	7847	
0.618869	0.554234	1861	
0.435586	-0.214994	8309	
0.484607	-0.079387	1216	
0.034623	0.689928	8243	
0.352968	0.488760	9759	
0.211870	-0.556660	6706	
0.422387	-0.562528	3756	
0.658769	-0.076732	3271	
0.867565	-0.008085	5908	
0.274950	-0.285792	8497	
0.236724	0.466991	5135	
0.344614	-0.037293	1284	
0.550142	-0.468686	3450	
0.624508	-0.371117	4219	
