time = 0.001	Re = 1	rotation = 0
0.091039	-0.081135	2876	
0.530354	0.245847	6061	
0.706420	-0.621172	10028	
0.267398	0.160833	3206	
0.352463	0.548511	10013	
0.293839	0.573601	5675	
0.358685	-0.515163	9585	
0.142708	0.374531	2282	
0.332088	0.092083	1252	
0.515728	-0.342602	9929	
0.439330	-0.044279	6760	
0.373121	-0.189463	1645	
0.103125	-0.065235	876	
0.202665	0.096876	9388	
0.876138	0.074490	6193	
0.256332	-0.508926	7034	
0.748550	0.439394	5354	
0.097559	-0.749669	7358	
-0.108289	-0.933300	9980	
0.405946	0.833933	502	
0.346570	-0.349475	3944	
0.477645	0.352802	4403	
0.036896	-0.470904	6994	
0.602812	0.176127	2410	
0.613710	-0.310693	5313	
0.351149	-0.478926	5524	
0.312926	0.052141	4122	
0.199545	0.695188	4229	
0.072239	-0.866611	2498	
0.515631	-0.391654	8996	
0.386631	-0.748704	7850	
0.227103	-0.427540	1280	
0.092236	-0.139749	3881	
0.313913	0.880335	5794	
0.269062	0.059985	3199	
0.734837	0.478346	5397	
0.256454	-0.546263	713	
0.446426	-0.304573	3340	
0.282340	-0.307925	9383	
0.380205	0.388035	8839	
-0.198093	-0.899872	8856	
-0.773196	0.573284	9003	
0.114034	-0.604106	4008	
0.515491	-0.472509	3884	
0.257246	0.120069	3637	
-0.854967	-0.504867	8505	
0.532373	-0.003884	4011	
0.410811	0.728349	3382	
0.583105	0.070287	3194	
0.467231	-0.418890	9229	
0.285948	-0.459656	6907	
0.102153	0.240310	4908	
0.498538	-0.560180	6191	
0.109748	0.924187	9979	
0.680573	-0.453995	2740	
0.140122	0.102868	6307	
0.659377	0.085257	2741	
0.486978	0.758978	6944	
0.854888	0.036981	6598	
0.242122	-0.400470	2804	
0.244305	-0.035586	4050	
-0.484606	-0.830669	9697	
0.763433	-0.193181	3413	
0.052950	0.861364	508	
0.490886	0.604464	3871	
0.612971	0.332925	4582	
0.178983	-0.658410	9292	
0.168506	-0.067178	1315	
-0.585372	-0.769257	3299	
0.370674	0.669574	9511	
0.267338	0.390973	7124	
0.298948	-0.921922	2532	
0.351105	0.752878	9419	
0.500752	-0.694670	5677	
0.569061	-0.052566	1110	
0.535432	-0.383862	7760	
0.401059	-0.205630	7295	
0.717810	0.048450	4318	
0.188537	0.412147	7587	
-0.914290	-0.246801	8228	
0.350790	-0.576410	9549	
0.150653	0.274972	2396	
0.509013	0.127682	8732	
0.349111	-0.068516	1248	
0.195047	0.311340	7466	
0.617910	-0.743872	5098	
0.474852	-0.417733	9229	
0.224341	-0.805822	8698	
0.225410	0.195533	3348	
0.199526	0.173732	2265	
0.339813	0.614684	3608	
0.256911	-0.413138	3591	
0.482426	0.117324	5960	
0.154475	0.502792	6762	
0.649593	-0.563671	10019	
0.730499	0.471273	4703	
-0.593453	0.735617	779	
0.633749	-0.206889	7543	
0.331102	0.492840	5506	
0.589925	-0.632754	7372	
0.212975	0.734598	8491	
0.471952	0.078895	8210	
0.482490	0.060359	9492	
0.764870	0.011952	1954	
0.301761	-0.540513	2756	
0.964266	0.114003	6850	
0.666615	-0.344862	6291	
0.324704	-0.040854	7000	
0.735852	0.204311	3243	
0.714735	0.294837	1820	
-0.770916	-0.576465	4283	
0.216252	-0.157345	3520	
0.286388	0.687296	7325	
0.428750	0.628355	4596	
0.314320	-0.828239	3660	
0.253406	0.609306	4337	
0.712285	-0.024134	5895	
0.712056	-0.127321	5362	
0.673887	-0.523467	4194	
0.294434	0.483102	8158	
-0.501452	-0.830666	8411	
0.166148	-0.591237	6600	
0.754689	-0.526512	6789	
0.467554	0.775541	5492	
0.132585	0.529618	3788	
0.702123	0.023819	7139	
0.712969	0.513769	5667	
0.782648	-0.278322	8612	
0.355368	-0.149804	4297	
0.167152	-0.539108	5293	
0.155056	0.083671	3281	
0.547977	0.355905	404	
0.569176	0.681793	8627	
0.323583	-0.820784	5178	
0.082920	0.606919	1689	
0.084508	0.505588	9227	
0.749767	-0.056302	3481	
0.419793	-0.270918	6801	
0.548676	-0.592600	6217	
-0.362706	0.921398	5273	
0.931975	-0.185438	8166	
-0.119038	0.991861	3069	
0.078991	-0.693775	2442	
0.834496	0.435846	1311	
0.193016	0.475130	1234	
0.233250	0.726306	4017	
0.715218	0.185034	631	
0.308883	0.783740	7345	
0.505015	-0.327873	7254	
-0.323880	-0.848787	5445	
0.080614	-0.694788	2442	
0.754474	0.362663	4613	
0.559852	-0.314275	2162	
0.325641	0.244356	2342	
0.694742	-0.349273	5402	
-0.971178	0.216940	8655	
0.298456	0.644880	4857	
0.645633	-0.546994	961	
0.790695	0.079517	2546	
0.455782	0.256089	9740	
0.593024	-0.594637	6443	
0.302179	0.353986	8912	
0.432429	0.166004	6863	
0.394146	-0.449117	8532	
0.524466	-0.845663	8462	
0.258253	0.177935	3078	
0.119878	0.557826	5070	
0.854757	-0.171007	5961	
-0.934063	-0.046127	7995	
0.920009	0.136763	418	
0.123760	0.093572	2676	
0.127464	0.462936	2526	
0.328374	-0.390163	619	
0.362426	0.327440	470	
0.204677	0.180153	2265	
0.346421	-0.376854	7523	
0.806537	-0.219587	6424	
0.639946	-0.070707	3271	
0.780924	0.437023	7390	
0.325849	0.590555	6793	
0.461172	-0.246543	1525	
0.500536	-0.439291	9144	
0.135366	-0.207736	1628	
0.296211	0.900532	6539	
0.893034	-0.073952	513	
0.371382	-0.752719	7316	
0.358158	0.777369	3401	
0.135781	0.559140	7659	
0.183782	0.636327	2846	
0.675558	-0.066727	4331	
0.678152	-0.357691	6773	
0.438204	-0.144704	5886	
0.471088	0.466353	6791	
0.154735	-0.290587	2668	
0.422702	0.442031	2563	
0.573532	0.289164	770	
0.207601	0.534535	9575	
-0.117552	0.883645	9017	
0.397596	-0.839469	8488	
0.289040	-0.112169	2523	
0.413655	0.289009	6959	
0.871639	0.025012	6946	
0.927746	0.306665	6549	
0.517737	-0.440562	7340	
0.853392	-0.346752	9907	
0.354812	0.528971	1067	
0.456931	0.639924	3895	
0.526122	-0.578554	6468	
0.570546	-0.246860	1318	
0.640585	-0.418387	6723	
0.114065	-0.742657	7934	
0.564744	0.778709	3300	
0.537227	0.719559	8425	
0.660526	-0.475651	1787	
0.566341	-0.175624	6265	
0.677710	0.528099	5295	
0.136631	-0.695101	4486	
0.502043	0.286508	4045	
0.728209	-0.147257	1605	
0.828608	-0.067016	7622	
0.814009	0.121397	3807	
0.470878	0.018977	8038	
0.503117	-0.235772	1677	
0.159781	0.915515	9284	
0.410960	0.542539	3094	
0.097991	0.177277	5909	
0.352666	-0.619943	9915	
-0.961159	-0.058252	7130	
0.602910	0.141648	2492	
0.531576	0.299219	10057	
0.444784	-0.178971	6408	
0.829273	-0.160595	5560	
0.964734	-0.109890	5810	
0.572992	-0.813863	3624	
0.734680	0.371331	3817	
0.674584	-0.598564	9680	
0.079244	0.703326	1998	
0.212156	-0.571241	6809	
0.161417	0.637270	2367	
0.338378	-0.524328	5564	
0.044230	-0.813816	919	
0.333903	-0.752163	3462	
0.157155	-0.271388	3131	
0.533760	0.248782	6061	
0.716316	-0.006356	5895	
-0.694775	0.623867	8997	
0.705908	0.046507	7693	
0.933507	-0.007921	979	
0.891334	0.134010	5735	
0.765358	0.101376	3397	
0.469896	-0.158183	6276	
0.665521	-0.455042	7131	
0.288674	0.196181	7025	
0.612087	0.203752	1291	
-0.720191	0.638428	3837	
0.466051	0.672599	6744	
0.169794	-0.731154	766	
0.431042	0.412839	3584	
0.482669	0.456677	6791	
0.284633	0.895804	2533	
0.425767	0.780679	8722	
0.628570	0.589981	8440	
0.057884	0.344854	8472	
0.331245	-0.355399	9395	
0.651785	0.370991	5394	
0.067038	0.367779	2836	
0.488956	-0.648020	9390	
0.131634	-0.357489	8583	
-0.932847	0.055795	9556	
0.136152	-0.049566	7412	
0.618736	0.092679	4592	
0.671432	0.459148	2420	
0.667172	-0.632105	8326	
0.198574	-0.094430	3359	
0.594875	0.679000	7676	
0.721819	0.331804	2411	
0.368322	-0.085099	1041	
0.556772	-0.122665	9687	
0.336040	0.789753	5976	
0.306307	0.177399	6367	
0.489812	-0.667782	997	
0.176508	-0.947788	1694	
0.663306	0.636527	1583	
0.485484	0.279610	7859	
0.505150	-0.075036	3692	
0.119934	-0.639834	3709	
0.681939	0.605821	1920	
0.870184	-0.010071	5908	
0.297231	-0.852608	2280	
0.464893	0.086774	8252	
0.777072	-0.406571	7098	
0.659508	0.103950	3642	
0.852144	0.324618	5949	
0.529518	0.802882	8182	
0.185124	0.645523	2353	
0.625974	0.409003	7145	
0.567308	0.808912	3622	
0.327084	0.333571	10064	
0.594009	-0.066087	1110	
0.647540	-0.293108	7397	
0.483156	0.264751	1212	
0.524060	0.124073	8732	
0.082196	-0.588171	4770	
0.085598	0.240657	4203	
0.524345	0.276334	8870	
0.327137	0.377136	744	
0.808415	0.384106	798	
0.089027	0.033455	7869	
0.140646	0.849570	4328	
0.405144	-0.220992	4559	
0.886437	0.123163	5735	
0.349281	0.210438	1898	
0.265808	-0.689984	5064	
0.059783	-0.160617	1334	
0.296880	0.538476	4285	
0.518387	-0.029983	3674	
0.998504	-0.032473	7159	
0.613688	0.158900	2492	
0.410808	0.345026	9277	
0.325351	-0.800641	4156	
0.840788	0.082244	5717	
0.755983	-0.490959	6833	
0.532612	0.655823	8083	
0.654649	-0.241939	2510	
0.257242	-0.132738	8846	
0.349970	0.654375	8587	
0.371326	-0.476123	9633	
0.251998	-0.700279	5172	
0.207220	-0.587088	5700	
0.267318	-0.302380	736	
0.173492	0.434216	6117	
0.767128	0.230108	3975	
0.394770	-0.074595	3967	
0.042797	-0.629668	8056	
0.343176	-0.697012	2728	
0.067839	-0.729189	1561	
0.191140	0.414233	7587	
0.489793	0.113924	5969	
0.255206	0.423099	6128	
0.202180	-0.252253	4278	
0.430694	0.092278	7779	
0.092974	0.125015	5230	
0.430797	-0.030684	6005	
0.606704	-0.141745	5390	
0.050022	-0.671494	10104	
0.370174	-0.063700	7729	
-0.882356	-0.385271	5711	
0.095223	0.324534	5747	
0.457840	0.330886	2198	
0.428726	-0.034260	4663	
0.456344	-0.772039	8623	
0.140601	-0.523966	1691	
0.049911	-0.423093	8460	
0.500403	0.670465	6629	
0.776492	0.032588	2302	
0.139364	0.583077	6874	
-0.877444	0.454841	6529	
0.685485	0.409152	6966	
0.654580	0.519533	6432	
0.600640	0.017570	2098	
0.189071	-0.830647	7880	
0.196933	0.344184	6670	
-0.494057	-0.803965	529	
-0.697873	-0.713056	8387	
0.170203	-0.750379	993	
0.692785	0.251795	786	
0.367416	0.345520	4257	
0.789910	-0.453938	8956	
0.368487	0.274696	1468	
0.444111	-0.066589	6796	
0.417982	0.327351	8557	
0.561627	0.156626	7516	
0.758427	0.066204	4953	
0.006689	0.899522	8953	
-0.708526	-0.608218	2056	
0.701853	-0.526415	4851	
0.933533	0.358094	6589	
0.938535	-0.172531	8602	
-0.871324	-0.338869	9765	
0.207414	0.506151	7936	
0.649926	0.623711	6091	
0.143217	0.106786	5641	
0.830253	0.393162	1540	
0.867618	0.075331	6193	
0.584927	0.639236	7846	
0.120063	0.642337	8276	
0.064485	-0.800622	2852	
0.742678	0.354882	3686	
0.598839	0.417862	5308	
0.378441	-0.840751	8368	
0.661364	0.073050	4848	
0.705788	-0.396453	6139	
0.258757	-0.380023	4335	
0.617624	0.318693	5220	
-0.656795	0.662964	8406	
0.513167	-0.471772	3884	
0.722417	0.362026	3817	
-0.455276	0.826839	8606	
0.849462	0.163917	6779	
0.644159	-0.143969	1945	
-0.282608	-0.898538	2534	
0.154167	-0.463834	1657	
0.903597	-0.042274	6569	
0.399162	0.075572	4207	
-0.694584	-0.644693	7323	
0.741251	-0.161940	1605	
0.288355	0.887807	4399	
0.235071	0.225192	4120	
0.064438	-0.685772	4340	
0.323286	-0.526050	4094	
0.201997	-0.838703	7856	
0.373735	0.704145	5221	
0.152668	-0.661414	8493	
0.726408	-0.031352	5887	
0.490121	-0.525550	2997	
0.875091	0.008885	6082	
0.254454	0.035180	535	
0.069235	-0.807587	2852	
0.394322	-0.848832	862	
0.348191	-0.327852	2209	
0.467696	0.200780	7784	
0.155007	0.161913	3509	
0.449059	0.530842	6020	
0.505644	0.681733	7494	
-0.941867	-0.110905	417	
0.589760	0.358754	4580	
0.188319	-0.715385	1702	
0.250217	0.123739	3637	
0.162388	0.133987	3192	
0.421635	-0.676148	7670	
0.447941	0.344864	9647	
0.529078	0.298111	9996	
0.036097	0.490529	7099	
0.797700	0.121222	4040	
0.212021	0.432607	613	
0.354933	0.046381	6328	
0.551226	-0.153045	6228	
0.222304	-0.472081	6969	
0.276762	0.575030	2559	
0.856708	0.080527	5717	
0.413376	0.587944	4450	
0.399968	-0.107369	3015	
0.426377	-0.190408	6188	
0.312912	0.361799	1266	
0.141669	-0.747908	423	
0.528204	0.591018	4796	
0.526039	-0.194088	8427	
0.291449	-0.407585	6841	
0.216091	0.754531	8453	
0.503484	0.244331	5103	
0.507331	0.762679	8755	
0.628015	0.245971	4440	
