time = 0.001	Re = 1	rotation = 0
0.072553	-0.614886	683	
0.535535	-0.240361	9225	
0.936927	0.097661	1338	
0.744643	-0.402037	6152	
0.347223	-0.515091	5564	
0.315399	-0.627044	8502	
0.642434	0.466856	1432	
0.288604	0.817084	446	
0.661262	-0.454658	7131	
0.659754	0.261757	7703	
0.694120	-0.234798	3260	
0.781664	-0.105172	3925	
0.086154	-0.406293	4665	
0.695048	0.535088	6172	
0.198838	-0.321757	4927	
0.453826	0.684531	5710	
0.216396	-0.369282	8975	
0.099389	-0.773915	8835	
0.176872	-0.921548	2170	
-0.646765	0.670230	8406	
0.783987	0.181820	3573	
0.479338	-0.341131	6594	
0.061686	-0.033234	5734	
0.541168	-0.087629	5503	
0.552486	0.352349	404	
0.687174	0.408018	6966	
0.725940	-0.384283	5119	
0.391745	-0.755623	7650	
0.060227	-0.069422	479	
0.631817	0.335321	6052	
0.211789	0.254110	7798	
0.369750	0.736615	7641	
0.081269	-0.528603	2655	
-0.249250	0.898625	9981	
0.823254	-0.215109	6126	
0.190192	-0.511894	7852	
0.403530	0.703009	2800	
0.737153	0.116132	914	
0.772593	0.324888	4584	
0.432242	-0.514241	6609	
0.728555	-0.585047	10024	
-0.279839	0.917932	9427	
0.121160	-0.360662	5685	
0.558029	0.460070	4646	
0.816036	-0.256382	4886	
0.059001	0.989085	1964	
0.646456	-0.108074	5940	
0.222665	-0.569902	5526	
0.593608	-0.070047	945	
0.667399	0.323396	2943	
0.634202	0.530037	8594	
0.109095	0.116717	4631	
0.444906	0.573357	5030	
-0.497410	0.795255	1643	
0.304933	0.455790	1165	
0.124905	0.443420	9470	
0.529104	0.055687	7604	
0.098688	0.815739	1250	
0.262929	-0.007458	2736	
0.506158	0.668731	6629	
0.835550	0.219076	6295	
-0.899573	-0.344321	9176	
0.373523	0.371361	5265	
0.048635	-0.320664	8729	
0.321438	-0.295121	2183	
0.457020	-0.096778	7664	
0.182821	0.347796	6031	
0.146008	0.633633	9327	
-0.967280	0.011142	4882	
0.286547	-0.472771	7915	
0.466661	-0.665983	717	
-0.658404	-0.713066	8977	
0.216539	-0.649440	6877	
0.217236	0.188041	8676	
0.635909	-0.000100	2780	
0.612774	0.348046	5226	
0.767277	-0.074711	3631	
0.471528	0.171198	3580	
0.852442	-0.222010	4740	
-0.756022	-0.569877	4283	
0.538897	0.578999	5651	
0.235359	0.817151	3356	
0.598413	-0.240255	5193	
0.754991	-0.269616	1878	
0.880293	-0.018077	4962	
