time = 0.001	Re = 1	rotation = 0
0.077139	0.399261	3009	
0.633915	-0.216876	6198	
-0.570093	0.746827	867	
0.845154	0.096388	5443	
0.535043	-0.567178	7377	
0.539720	-0.609553	5812	
0.379470	0.567832	3790	
0.886656	0.141627	5735	
0.808605	0.104763	3807	
0.509451	0.348452	8495	
0.713165	0.187932	631	
0.649874	0.418673	4914	
0.084338	0.491650	5785	
0.720376	0.501923	4719	
0.198047	-0.338557	6026	
0.278799	0.662541	6892	
0.213393	-0.476749	6969	
0.120648	-0.068205	1434	
0.331157	0.881823	6372	
-0.397406	-0.837706	1471	
0.503852	0.570194	2632	
0.624244	-0.332752	5422	
0.037818	-0.338501	8100	
0.583874	-0.171377	5395	
0.471533	0.217801	8408	
0.401384	0.584400	4450	
0.801876	0.200446	4932	
0.416762	-0.746399	8236	
0.044715	-0.639808	1136	
0.475217	0.364333	4997	
0.215718	0.179117	1517	
0.255866	0.709772	3971	
0.084371	0.394144	2167	
-0.461674	-0.816491	5325	
0.799161	0.290097	5080	
0.190165	-0.515343	7852	
0.266743	0.636408	6104	
0.557897	0.414069	3542	
0.463732	0.657953	3479	
0.678009	-0.373508	5989	
0.222819	0.895342	8682	
0.335381	-0.899765	4754	
0.127234	0.180810	1101	
0.415295	0.371502	8091	
0.830224	0.208834	6295	
0.877415	-0.463817	6530	
0.658542	0.069568	4848	
0.238409	-0.684040	9088	
0.619526	-0.046475	8051	
0.469004	0.431843	4951	
0.347855	0.663828	8587	
0.164579	0.847331	4648	
0.351443	0.364310	8570	
-0.230491	-0.902346	9290	
0.310545	0.118039	7517	
0.249393	0.831082	6122	
0.538278	-0.114466	6650	
0.089288	-0.772963	2809	
0.255126	-0.248641	2920	
0.301215	0.716599	8409	
0.672444	0.532531	5295	
0.867856	0.417272	792	
0.373032	-0.003002	2918	
0.411929	-0.807292	9448	
0.354576	-0.580451	10129	
0.497153	-0.337903	7396	
0.180631	0.409294	7744	
0.230074	0.812115	3356	
0.937091	0.239960	9356	
0.358401	-0.663627	7611	
0.765255	-0.353734	5041	
0.334504	0.909846	3048	
0.238434	-0.719165	6170	
0.221993	0.102007	2346	
0.617797	0.087382	4592	
0.472230	0.337477	3410	
0.637213	0.396869	7145	
0.470987	-0.120207	7382	
0.842756	-0.255798	9206	
0.945398	-0.057920	9287	
0.334642	0.547473	9325	
0.800306	0.401194	7001	
0.684174	-0.065543	5452	
0.734796	0.317382	3664	
0.880326	-0.016252	4962	
-0.072116	0.964123	865	
0.468429	0.421845	4951	
0.171300	0.092288	5285	
0.856465	0.151319	6401	
0.814678	0.332565	7291	
0.456475	-0.633704	4811	
0.326076	0.702154	8754	
0.707678	-0.039038	6205	
0.816308	-0.358587	7227	
0.236976	0.026653	1496	
0.208287	-0.497052	6405	
0.359521	-0.870943	534	
0.509459	0.142865	6287	
0.613899	-0.510384	1588	
0.220714	0.027601	2270	
0.338628	-0.770186	4320	
0.716445	0.014325	6913	
0.707074	0.030895	7693	
0.409626	-0.123612	3547	
0.320428	0.617132	4024	
-0.792796	0.560281	850	
0.405438	0.163399	5072	
0.751340	0.320821	3664	
0.408965	-0.258235	5657	
0.391271	-0.326627	5477	
0.962390	0.033408	7895	
0.420075	0.738799	5328	
0.379314	-0.709948	6096	
0.376062	-0.614893	511	
0.111876	-0.253678	3184	
0.515885	-0.655941	8802	
0.477278	-0.058281	1014	
0.458814	0.015409	7079	
0.252044	0.039712	535	
0.650394	-0.502140	6937	
0.926516	0.290779	5582	
0.168862	0.445667	4233	
-0.921630	-0.013251	2357	
0.068753	-0.815958	7256	
0.841653	-0.315229	5139	
0.491540	-0.089277	6691	
0.182955	-0.539418	8443	
0.304106	-0.023659	3221	
0.678237	0.404280	6966	
0.167290	0.500062	7825	
0.352915	0.803061	5976	
0.553547	-0.347720	10117	
0.143756	-0.664390	8493	
0.127172	-0.187755	9896	
0.911304	-0.018259	6713	
0.761229	0.498471	6073	
0.426448	-0.064135	4100	
0.586872	0.425457	4640	
0.298505	0.245860	6582	
-0.554832	-0.819733	7923	
-0.792038	0.524746	8563	
-0.826035	-0.563310	8534	
0.093656	-0.139132	3881	
-0.906783	-0.254456	8228	
0.771706	-0.415407	7098	
0.341702	-0.757380	4320	
0.444918	-0.234437	8449	
0.208052	-0.753045	2621	
0.523831	0.355282	9490	
0.057804	0.898588	8294	
0.096456	-0.128027	4048	
0.280999	-0.397748	7191	
0.505612	0.283276	7764	
0.803145	-0.144682	4967	
0.374040	0.125482	2298	
0.305250	-0.945819	4706	
0.437051	-0.673908	7670	
0.260588	0.083466	2113	
0.364723	-0.191276	1645	
0.697138	-0.207410	2107	
0.262481	0.136317	1751	
0.763756	-0.312513	4424	
0.742521	-0.079758	1852	
0.443509	0.530175	3325	
0.459235	0.882017	4364	
0.850793	0.084024	5717	
0.845830	-0.314374	5139	
0.220931	-0.206411	1836	
0.935080	0.015213	1069	
-0.891963	-0.262086	7062	
0.116788	0.808176	2018	
0.901292	-0.030463	6569	
0.453539	0.609675	1728	
0.734447	-0.289045	9266	
0.829785	0.287238	5836	
0.480100	0.580286	3119	
0.296335	-0.069719	3744	
0.549409	0.038969	3437	
0.142310	-0.558499	2700	
0.497749	-0.616713	6986	
0.594467	0.359285	4580	
0.445567	0.391455	2151	
0.122069	0.633495	8276	
-0.621088	-0.721300	1521	
0.149152	-0.386715	3772	
0.215370	0.192942	8676	
0.190154	-0.732841	1702	
0.789353	-0.425396	7436	
0.538271	-0.683746	7822	
0.513640	0.004290	1883	
0.385704	0.149291	3614	
0.666182	0.297441	7839	
0.534338	-0.461235	3450	
0.144538	0.661936	1026	
0.598579	-0.437707	5926	
0.568602	-0.281285	2434	
0.669202	-0.549908	9596	
0.453689	-0.793863	7909	
-0.373761	0.849649	8367	
0.671746	0.490648	3444	
0.716397	-0.242811	3357	
0.217681	-0.290241	4082	
-0.857044	0.468644	5533	
0.438669	0.369069	9344	
-0.894174	-0.222862	9607	
0.556693	-0.546419	7489	
0.336467	-0.614156	9714	
0.324049	0.305094	2156	
0.538318	0.236204	7101	
0.378177	0.202327	2974	
0.138392	0.040743	506	
-0.905741	-0.326607	9029	
0.109091	-0.724534	8679	
0.313224	0.143619	7319	
0.576583	0.193691	6317	
0.226385	-0.518526	8777	
0.148942	0.211395	2164	
0.641879	-0.257101	8710	
0.433991	0.012727	7261	
0.305093	-0.145710	5091	
0.316568	-0.242005	4344	
0.710257	0.088092	8469	
0.583578	0.304637	3745	
-0.285669	-0.888414	4400	
0.500752	-0.547100	4791	
0.088296	0.787796	1091	
0.308721	0.508159	4299	
0.821997	-0.501027	9124	
0.591941	-0.134826	4244	
0.606565	-0.280146	5282	
0.643354	0.322949	6052	
0.280361	-0.123112	3345	
-0.646748	0.723588	466	
0.409843	0.906161	2926	
0.305581	-0.395173	9338	
0.117071	-0.340280	5640	
0.785404	-0.460448	8956	
0.210908	0.584468	3006	
0.574277	-0.668440	647	
0.360788	0.588327	9279	
0.046687	-0.551264	8000	
0.220143	0.256648	7798	
0.147044	0.687205	602	
0.629332	-0.221650	6198	
0.473501	-0.075192	1004	
0.671779	-0.648259	8848	
0.486021	-0.111183	8353	
-0.933401	-0.010101	1070	
