time = 0.001	Re = 1	rotation = 0
0.685962	-0.598544	9936	
0.669725	0.150708	4347	
-0.920413	0.199989	5817	
0.262997	0.578098	2559	
0.725557	0.355151	3686	
0.634132	0.529407	8594	
0.343497	-0.013140	1941	
0.151689	0.163140	3509	
0.356625	0.567521	9158	
0.460323	-0.010840	6941	
0.470798	0.369220	4376	
0.373503	0.355506	4257	
0.150817	-0.852723	7618	
0.195074	0.234668	5946	
0.806154	-0.346844	7125	
0.266935	-0.092842	2813	
0.855409	-0.163502	7115	
0.727067	0.540245	6137	
-0.034654	0.946550	10085	
0.284567	-0.877764	888	
0.344533	0.204120	1898	
0.697851	0.212497	816	
0.040507	-0.127184	2035	
0.662183	-0.017287	3718	
0.473714	-0.204990	7907	
0.343495	0.042672	6328	
0.315159	0.545286	5625	
0.285130	0.774049	9791	
0.048949	-0.244502	9361	
0.442858	-0.065356	6796	
0.218698	-0.700897	2628	
0.239999	-0.100143	8613	
0.487502	-0.761136	6808	
0.045372	-0.938518	10086	
0.255572	0.488469	894	
0.872857	0.113040	5927	
0.264159	-0.140068	8381	
0.432308	0.160488	7004	
0.284922	0.186795	4279	
0.633160	0.434109	1176	
-0.414267	0.832317	450	
0.322705	-0.904263	4754	
0.493361	-0.746403	6414	
0.405754	-0.168890	4566	
0.245195	0.515313	5346	
0.337733	-0.931555	2600	
0.566429	0.180056	5875	
0.801878	0.326415	6532	
0.618925	0.057421	3215	
0.420222	-0.005170	4815	
0.294134	0.028319	1343	
0.097351	-0.431661	3705	
0.352937	-0.281866	3138	
0.262113	-0.894804	9034	
0.321879	-0.561939	5683	
0.130944	-0.262364	3142	
0.625297	-0.160409	5921	
0.097704	0.275666	1703	
0.543025	-0.637143	7012	
0.255287	-0.016156	3854	
0.232159	0.312318	4002	
0.877477	0.396971	5712	
0.422041	-0.516924	3086	
0.046544	-0.523468	8905	
0.816249	-0.077090	7622	
0.709469	-0.150197	749	
0.177423	-0.575732	7778	
0.160635	-0.193992	3811	
0.961804	0.103400	6850	
0.810468	0.211065	4932	
0.364267	0.691693	9631	
0.533005	0.810767	8182	
0.715979	0.489646	4719	
0.245379	-0.738067	6902	
0.570407	0.072581	3576	
0.448317	-0.098012	7664	
0.402451	0.316816	6238	
0.578076	-0.329680	4143	
0.185105	0.551972	10032	
0.855418	0.406470	864	
0.324658	-0.112701	6871	
0.160593	0.104397	2393	
0.601205	0.245991	7772	
0.352126	0.463221	7749	
0.189567	0.468603	1234	
0.080715	0.963450	1734	
0.423424	-0.017293	4663	
0.342853	-0.796206	4156	
0.214816	0.482882	2862	
0.192812	0.319270	7466	
0.755220	0.331791	4584	
0.268863	0.017340	6259	
0.574338	0.311496	7142	
0.157005	0.424060	4995	
0.288356	-0.740131	8394	
0.869073	-0.084506	6446	
0.717207	-0.617214	10028	
0.518799	-0.174997	6234	
0.644726	0.479135	3590	
0.293931	-0.763407	9082	
0.344505	0.769861	4021	
0.548067	0.335350	2488	
0.550277	0.310220	9496	
0.516691	-0.464259	3884	
0.301923	-0.061804	4941	
-0.636516	0.732634	466	
0.422276	-0.369473	5698	
0.321573	0.482648	4355	
0.599828	-0.424302	5926	
0.636723	-0.413618	6624	
0.962947	0.014944	7895	
0.219445	0.079407	9432	
0.687677	0.496622	3696	
0.820450	0.060004	4471	
0.281465	0.836051	437	
0.524750	0.651159	6903	
0.556806	-0.316489	10040	
0.512130	-0.343598	7330	
0.285567	-0.710659	7058	
0.545383	0.598865	6514	
0.969618	0.054126	7129	
0.166320	-0.573930	7333	
0.087871	-0.888375	7828	
0.088997	-0.062151	1440	
0.141332	0.265408	2174	
0.582402	-0.282917	3994	
0.847436	0.245144	7104	
0.354006	-0.642493	7611	
0.354850	0.397471	5276	
0.167559	-0.520833	6498	
0.150227	-0.156094	8132	
0.723713	0.017353	5829	
0.280651	0.813439	446	
0.770018	0.470954	7164	
0.092324	-0.207310	3118	
0.088772	-0.308400	3231	
0.507118	-0.428425	8482	
0.414566	0.233680	7375	
0.300524	-0.479605	1099	
-0.949368	-0.277894	4027	
-0.928122	0.208504	5817	
-0.959944	0.279622	4026	
0.083364	0.804111	1187	
-0.527246	-0.777155	1425	
0.193966	0.644308	2157	
0.464195	0.716074	7286	
0.616404	-0.356161	2413	
0.469736	0.728697	6753	
0.461069	0.026814	6433	
-0.917804	-0.084625	8517	
0.094869	0.829321	1906	
0.683417	-0.474875	3656	
0.478888	-0.080194	1216	
0.417313	0.613419	1404	
0.393326	-0.449562	8532	
-0.445142	-0.887851	5611	
0.701505	0.458533	3687	
0.276472	-0.673877	5064	
0.510714	-0.539671	4791	
0.623695	0.334904	5220	
0.267754	-0.635796	7184	
0.441995	0.640577	3895	
0.546991	0.418408	3542	
0.375790	0.057440	1902	
0.949619	0.293564	5582	
0.252049	0.574204	2826	
0.132718	0.170851	855	
0.565712	-0.647288	1347	
0.471278	0.802570	9348	
-0.100909	-0.905105	1665	
0.108693	-0.448482	731	
0.140677	0.129317	983	
0.328844	0.153761	484	
0.555973	0.518643	4669	
0.196894	0.358480	7409	
0.344358	0.173138	1930	
0.371357	-0.663386	6556	
0.574046	-0.123803	8005	
0.439704	0.764704	7307	
0.718023	0.400958	2436	
0.452665	0.190537	2304	
0.421497	-0.093651	4547	
0.123794	-0.551604	2696	
-0.410637	-0.857463	8595	
0.794843	0.410374	6989	
0.216185	-0.690757	1218	
0.492337	0.718393	8141	
0.142956	0.330538	519	
0.202058	0.736816	6527	
0.563957	-0.221437	1874	
0.402879	-0.413718	4360	
0.448540	0.311930	8609	
0.756446	0.110765	914	
0.150236	-0.429354	933	
0.717431	0.270079	2490	
0.700724	0.001599	7139	
0.243649	0.733810	4213	
0.368579	0.833301	7709	
-0.923191	0.149710	10059	
0.278996	0.380981	7366	
0.601008	0.418323	6141	
0.682723	-0.532581	4194	
-0.618046	0.755379	5097	
0.422127	-0.129857	4545	
0.170324	-0.878645	9504	
0.713780	0.369019	3817	
0.830769	-0.002574	6924	
0.327043	-0.383139	619	
0.506062	-0.045984	3578	
0.388716	-0.386703	9245	
0.825814	-0.366339	7227	
-0.910924	-0.311908	9029	
0.111044	0.566695	2520	
0.321885	-0.539298	3406	
0.529455	0.016445	3430	
0.854234	-0.137956	7024	
0.232582	-0.820062	8696	
0.675308	0.200104	8080	
0.486877	-0.395960	8404	
0.429292	-0.646457	877	
0.516958	-0.595871	6468	
0.523976	0.328579	7728	
0.483601	0.117031	6369	
0.209531	-0.906536	764	
0.772590	0.186766	2381	
0.087817	-0.576991	5636	
0.309166	-0.199741	554	
0.813846	-0.514127	8564	
0.649785	-0.006544	4056	
0.695388	0.112135	8221	
0.449257	0.275662	9126	
0.401199	-0.684069	5727	
-0.461475	0.853103	1925	
0.933388	0.342211	6589	
0.668829	-0.470006	1787	
0.270064	0.834642	437	
0.092508	-0.151039	3143	
0.217762	-0.310059	726	
0.161304	0.627391	2367	
0.329320	-0.022802	6658	
0.051831	-0.153880	549	
0.216222	-0.623484	7297	
0.152977	-0.396074	3772	
0.672702	0.139949	4347	
0.560259	-0.325924	9671	
0.901278	0.249944	7061	
0.587307	-0.294842	1619	
-0.398250	-0.836729	501	
0.276290	0.825732	905	
0.544241	-0.474262	3450	
0.475820	0.244949	1212	
0.335534	-0.514403	5564	
0.309315	0.625883	9961	
0.671907	-0.056531	4331	
0.251994	-0.925657	9058	
0.848154	0.042725	6598	
0.172511	-0.741167	766	
0.704053	0.278317	740	
0.755163	0.089806	7449	
-0.139494	-0.927285	1376	
0.119262	0.641241	8276	
0.869886	0.034763	6946	
0.116934	-0.864409	7782	
0.331070	0.194318	670	
0.696501	-0.297242	812	
0.059980	-0.738493	716	
0.278129	-0.491524	1260	
0.123389	-0.687237	7640	
0.502194	0.783193	6799	
0.114999	-0.499934	5857	
0.633387	-0.044007	2387	
0.723278	-0.380432	3697	
0.044579	-0.904588	9594	
0.201207	0.016550	4918	
0.103621	0.444464	7020	
0.642237	-0.448873	8090	
0.375604	0.441528	7690	
0.542818	0.072136	1776	
0.357968	0.784062	5976	
0.338267	0.616344	3608	
0.256819	-0.572789	1824	
0.513189	0.818888	530	
0.802131	-0.453332	8956	
0.661183	0.247428	7491	
0.525042	0.218806	5117	
0.396265	-0.793139	7166	
0.072408	-0.125212	1133	
0.640344	-0.576939	9405	
0.123216	-0.876029	9018	
0.544215	0.351738	1900	
0.527864	-0.686414	7822	
0.631451	-0.163113	6107	
0.086766	0.199717	2542	
-0.895235	-0.354311	9176	
0.208395	0.745405	7707	
0.718328	-0.259760	3759	
-0.789583	0.591925	4101	
0.489216	0.595480	3871	
0.573788	0.003612	6699	
0.468480	-0.274030	3847	
0.651146	0.262606	7703	
0.610300	0.208945	1291	
0.213485	0.853521	8689	
0.076855	-0.638661	9373	
0.681666	0.147429	4347	
0.527956	0.576208	4796	
0.501671	0.729709	8307	
0.901916	-0.152368	9874	
0.102649	0.096533	1781	
0.405335	0.298483	6959	
0.747367	0.487754	6073	
0.445211	0.576798	5030	
0.239131	-0.383935	1799	
0.053088	0.651152	1477	
0.608675	0.548696	9313	
0.548465	0.206462	6899	
0.404123	0.911737	2926	
0.656567	-0.042920	2642	
0.638000	0.389309	7399	
0.492585	-0.730658	6414	
0.524705	-0.631115	5964	
0.447788	0.771051	6420	
0.860665	0.047857	6598	
0.493024	-0.252683	4513	
0.249881	0.278437	4550	
0.787481	0.273941	5080	
0.357511	0.037787	5724	
0.227263	-0.428936	1725	
0.211321	-0.349740	6310	
0.271716	0.157438	3206	
0.171678	0.480831	7487	
0.579901	-0.514652	7657	
0.411068	0.422363	8003	
0.054390	-0.082305	8943	
0.262013	-0.397903	3389	
0.072279	0.515374	4725	
0.187665	0.568397	604	
0.579619	0.294035	7142	
0.347617	0.705747	6836	
0.211315	-0.072785	6083	
0.508347	0.424621	594	
0.077004	-0.744877	2051	
0.464894	0.391053	4989	
0.548673	-0.065832	8135	
0.062535	0.095665	4685	
0.380949	0.454790	1995	
0.940966	-0.204185	8528	
0.093919	-0.398481	6147	
0.671225	0.282491	7839	
0.461436	0.392875	4349	
0.166506	0.840945	4648	
0.140112	-0.713156	8224	
0.052443	0.226778	5664	
0.856408	0.058032	6547	
0.510199	-0.497352	3027	
0.145159	0.393152	3002	
-0.448534	-0.878264	4363	
0.688772	-0.402706	6271	
0.789224	-0.296561	7882	
0.604483	0.007537	2098	
0.902910	-0.026121	6569	
0.191823	0.519741	9964	
0.326918	0.882408	9119	
0.427627	-0.899699	2076	
0.184624	-0.776285	3928	
0.647915	-0.325357	7385	
0.579452	0.496118	8568	
0.083588	0.332733	3190	
0.525528	0.527610	3708	
