time = 0.001	Re = 1	rotation = 0
0.907418	0.102982	6087	
0.672752	0.142242	4347	
0.608720	0.716570	9852	
0.262146	0.287698	4550	
0.653398	0.462167	3590	
0.418920	0.667304	3104	
0.343035	-0.090027	7117	
0.682765	-0.577004	9902	
0.337448	0.508362	8833	
0.460140	0.001263	7079	
0.473245	0.374041	4376	
0.372575	0.331722	4185	
0.080181	-0.765976	2809	
0.185695	-0.551837	8443	
0.241061	0.761631	10009	
0.255844	-0.423628	5768	
0.349258	0.751904	9419	
0.101921	-0.789985	7661	
0.399996	-0.854891	4396	
-0.611815	-0.701242	8684	
0.346194	0.138990	394	
0.702712	0.199855	599	
0.037175	0.388476	6777	
0.662001	-0.021398	3718	
0.472438	-0.194632	5628	
0.343976	-0.033660	1284	
0.304662	0.423087	1590	
0.205525	0.167769	2265	
0.044609	0.752371	9704	
0.442548	-0.054677	6760	
0.862151	-0.146319	7115	
0.227373	-0.575884	8047	
0.216713	-0.853932	8094	
-0.781768	0.524033	7090	
0.264703	0.170343	2450	
0.188701	0.612836	4063	
0.254405	-0.471687	7805	
0.432588	0.169896	6863	
0.290187	-0.052821	1459	
0.615077	0.453527	8028	
0.712277	0.605351	5019	
0.314524	0.907248	6539	
0.132498	-0.115515	1797	
0.405773	-0.169320	4566	
0.256304	0.147709	1751	
0.813528	-0.562295	1038	
0.567443	0.181323	5875	
0.250903	0.713043	7733	
0.619593	0.056095	3215	
0.420276	0.001031	6940	
0.289832	-0.194307	504	
0.119951	-0.008313	1429	
0.353747	-0.331254	2209	
-0.923558	0.181358	8165	
0.369618	-0.631934	561	
0.130599	0.785794	2241	
0.623119	-0.163071	5921	
0.089683	0.644448	2054	
0.853500	-0.059164	7063	
0.241684	-0.422459	3318	
0.240175	-0.168835	6976	
-0.889461	0.370487	9571	
0.432868	-0.525275	6345	
0.047742	0.470095	821	
0.811521	0.116618	3807	
0.705510	-0.163612	487	
0.881825	0.070734	6193	
0.894435	0.025020	7773	
-0.532217	0.806702	4827	
0.634558	0.529477	8594	
0.270746	0.556756	3522	
-0.906851	0.346846	6737	
0.211341	0.607157	710	
0.873556	-0.023010	4962	
0.570954	0.073454	3576	
0.448008	-0.086520	5994	
0.402227	0.313723	6238	
0.572278	-0.332211	9671	
0.197075	-0.231627	2962	
-0.551746	-0.768115	1097	
0.321697	-0.229040	1124	
0.668905	-0.590020	9680	
0.605027	0.242876	7772	
0.346868	0.412683	5227	
0.196792	-0.293714	3312	
-0.903994	-0.348572	5722	
0.423625	-0.010035	6940	
0.150620	0.626454	7922	
0.231868	-0.077299	7094	
0.189449	-0.456612	6301	
0.617946	0.528940	9577	
0.258993	-0.318267	402	
0.579284	0.309885	3745	
0.153662	-0.676221	7673	
0.854243	-0.153429	7115	
0.275332	0.755009	1214	
-0.932422	0.168505	8165	
0.517562	-0.168552	6234	
0.551001	0.564843	5651	
0.835684	0.258437	6882	
0.202032	0.216739	9972	
0.553393	0.335204	2488	
0.554475	0.311184	9496	
0.516258	-0.464122	3884	
0.296431	-0.251020	2927	
-0.501363	-0.830575	8411	
0.422498	-0.369200	5698	
0.316824	0.380699	744	
0.600191	-0.423744	5926	
0.646459	-0.401944	6723	
-0.682551	0.679122	8847	
0.202481	-0.566112	5700	
0.313963	0.706508	8903	
0.775248	0.267204	4520	
