time = 0.001	Re = 1	rotation = 0
0.071472	0.729639	8522	
0.499629	0.081814	8231	
-0.870973	-0.358439	1227	
0.287298	-0.657852	5944	
0.335783	0.065591	1680	
0.292626	-0.132997	3309	
0.673889	-0.425913	3041	
0.148059	0.771271	1301	
0.333158	-0.444997	538	
0.647034	-0.277887	6183	
0.458792	-0.316888	6552	
0.420118	-0.511655	3904	
0.880003	0.237136	5691	
0.878563	0.074297	6193	
0.210452	-0.080484	4507	
0.851038	-0.055373	7063	
0.230311	-0.023465	1021	
0.760443	0.493167	6073	
-0.135308	0.929003	8155	
0.922411	0.141847	428	
0.496355	-0.570265	4212	
0.446361	0.119310	6972	
0.037676	0.289203	6534	
0.551237	0.146921	8542	
0.719745	-0.056714	6659	
0.628618	-0.479960	3095	
0.319278	-0.546970	4922	
0.206255	-0.712179	5833	
0.046625	0.546350	1988	
0.675571	-0.266282	6862	
0.202653	0.553722	1190	
0.832711	0.233818	7028	
0.341535	0.828375	6745	
0.462463	-0.816165	8605	
0.335633	-0.700578	2438	
0.197424	-0.289932	3312	
0.852179	0.046591	6598	
0.546103	-0.412923	2294	
0.582066	-0.582000	4817	
0.377174	-0.014528	1910	
-0.933365	-0.069806	1515	
-0.418534	-0.865217	8595	
0.115185	-0.748345	7934	
0.734003	-0.209350	2716	
0.328485	-0.713790	2438	
-0.907373	0.394563	4150	
0.550853	-0.139858	9687	
0.231742	-0.199556	4532	
0.572251	0.015432	6699	
0.641889	-0.356166	6042	
0.726442	-0.407622	6290	
0.094930	-0.525487	1708	
0.799886	-0.055531	6015	
0.721475	-0.602800	9762	
0.619985	0.525560	9577	
0.137549	0.127499	983	
0.598566	0.193790	1291	
0.104554	0.133242	8103	
0.247511	0.475411	5135	
0.854569	-0.090151	6446	
0.626384	-0.581273	9405	
0.838752	-0.473847	10026	
0.662812	0.402805	5006	
0.049308	0.279937	4379	
0.318563	0.323608	4361	
0.488942	0.338105	5061	
0.177761	0.501546	9111	
0.147187	0.565581	7659	
0.479230	-0.839001	2094	
0.292885	0.089363	4999	
0.268949	-0.434110	5268	
0.900178	-0.363848	6738	
0.216333	-0.335819	582	
0.205416	0.501284	7936	
0.594450	-0.094307	1277	
0.690717	-0.225076	9533	
0.452639	-0.466798	7944	
0.617234	0.305573	4562	
0.598092	-0.635343	6893	
0.789392	0.523419	6298	
0.766411	-0.283290	1878	
0.155359	0.771437	2059	
0.507004	-0.072704	3440	
0.366660	-0.509199	8078	
0.701805	-0.523915	4851	
0.919448	0.305212	7152	
0.649310	-0.341036	6291	
0.166375	-0.172761	5163	
0.468036	-0.707018	7535	
0.864427	-0.169046	7115	
0.311055	0.051294	4122	
0.808006	-0.266703	7680	
0.484725	-0.123390	9249	
0.831066	0.323864	5949	
0.218575	0.542109	2570	
0.223678	-0.090953	8262	
0.803652	-0.500894	9040	
0.690018	-0.004049	4329	
0.330790	-0.045971	7484	
0.204307	0.388510	9186	
0.196906	-0.675319	9151	
0.479118	-0.171373	6224	
0.491381	-0.172716	6224	
0.607821	0.414679	6141	
0.774916	-0.300871	4602	
0.516203	0.821491	530	
0.756654	0.116063	3161	
0.342991	-0.564476	9549	
0.515673	0.476266	924	
0.456792	0.510497	5562	
0.596726	-0.755093	780	
0.860597	0.158414	6779	
0.258829	-0.187138	6984	
0.316059	0.238306	6212	
0.522313	0.732502	8425	
0.251670	-0.327900	2957	
0.648293	0.248459	5046	
0.687763	0.207476	7722	
0.248109	0.652851	6119	
0.299039	-0.199754	554	
0.256377	-0.934661	2190	
0.170456	0.395242	7404	
0.006384	0.915192	999	
0.066356	-0.680951	2880	
0.153958	0.795783	1958	
0.628323	0.251066	5046	
0.187095	-0.390326	5688	
0.448442	0.647814	3479	
0.392532	-0.533554	853	
0.168686	0.451011	4971	
0.138673	0.439478	3407	
0.472594	0.241669	8128	
0.461719	-0.751454	6064	
0.702853	-0.564084	5428	
0.085631	-0.498375	869	
0.081855	-0.624172	1635	
0.651489	0.337294	7108	
0.498894	-0.454625	2993	
0.712001	0.417621	3652	
0.348453	0.922742	3048	
-0.869989	0.387720	7509	
0.987364	0.157823	4202	
0.084462	0.452060	9746	
-0.114545	-0.924459	1473	
0.380375	-0.758550	7850	
0.206358	-0.532194	9353	
0.546945	0.407912	2278	
0.182625	-0.659716	9292	
0.627440	-0.301768	5313	
0.904470	-0.176740	5319	
0.084751	0.529181	6522	
0.279006	0.467467	7830	
0.678018	-0.183182	497	
0.326795	-0.319242	2267	
0.744374	0.246698	7620	
-0.235065	0.962525	3877	
0.281975	-0.100913	3383	
0.301264	0.703062	8903	
0.509867	0.543573	3499	
0.447964	-0.022944	6005	
0.358303	0.710532	5221	
0.305024	-0.297507	9553	
0.434337	-0.149505	5339	
0.601437	-0.465225	7209	
-0.537030	-0.833599	9267	
0.289479	-0.686213	6474	
0.120353	0.531204	2415	
0.218331	0.238873	5751	
-0.330591	0.865817	2707	
0.928784	0.007649	979	
0.112098	-0.326596	5413	
0.124093	0.562293	5070	
0.544597	-0.565911	7377	
0.364857	-0.121337	7439	
0.802643	-0.353627	7125	
0.519862	-0.560886	6191	
0.380091	0.667591	8572	
0.645120	0.056886	3433	
0.336212	-0.803509	4156	
0.311627	0.001352	4000	
0.537821	-0.377243	7760	
0.692682	-0.274576	7755	
0.138896	-0.138184	3934	
-0.662119	-0.686462	8351	
0.153711	-0.760189	1699	
0.203170	0.570159	672	
0.178655	-0.673352	9379	
0.277761	0.819307	446	
0.295378	-0.781155	9082	
0.657799	0.140807	4347	
0.756645	0.180989	2243	
0.477360	-0.377616	5572	
0.408302	0.239005	7375	
0.153987	0.307481	1668	
0.396087	0.128481	2452	
0.504857	0.209558	3588	
0.227627	-0.707163	2628	
-0.636409	-0.663667	7328	
-0.440227	-0.819566	5325	
0.392597	-0.674158	4934	
0.411218	-0.054957	3797	
0.222903	0.157804	2192	
0.746264	0.627816	1746	
0.710834	-0.234173	3357	
-0.071838	0.892788	8815	
0.340764	0.057986	848	
0.301525	0.245828	6582	
0.799631	0.164205	3799	
0.658729	-0.156334	2117	
0.774273	0.123835	2995	
0.191166	-0.834488	7880	
-0.805819	0.526552	2765	
0.115388	0.781908	1889	
0.656911	0.481398	3590	
0.629111	-0.151399	5893	
0.242106	0.045329	5930	
0.146449	-0.288959	2668	
0.474921	0.081202	8210	
0.693597	0.249209	786	
0.377061	0.648887	8206	
0.370005	0.618469	639	
0.484839	-0.221526	7907	
0.583905	-0.297969	1619	
0.675589	-0.653251	8848	
0.359808	0.200235	1970	
0.088086	-0.787561	6827	
0.820611	-0.108643	5552	
0.158340	-0.945495	1470	
0.561820	0.114858	4272	
0.486453	0.144418	5762	
0.494287	-0.383228	5572	
0.299482	0.650168	4857	
0.677683	0.694329	1032	
-0.501732	-0.855511	6036	
0.309889	0.525058	5462	
0.800805	0.420093	7001	
0.083256	-0.487642	3802	
0.488605	0.699145	8149	
0.752330	-0.470181	5932	
0.698933	-0.408112	6139	
0.046068	0.693481	9563	
0.224608	0.685003	7624	
0.153689	0.361634	2827	
0.500692	0.090876	5343	
0.641019	0.267733	5046	
0.171772	0.904534	8267	
0.618700	0.276002	4454	
0.554993	-0.745367	868	
0.835636	-0.335711	6038	
0.553974	0.473054	4646	
0.518241	-0.331991	9310	
0.699851	0.408559	2436	
0.288903	-0.525902	891	
0.544766	0.193603	6241	
-0.488562	-0.828195	8621	
0.272635	0.118059	5269	
0.176596	0.158574	4494	
0.407413	0.111126	5053	
0.415154	0.248857	7375	
0.000777	-0.948792	678	
0.443608	0.772144	6420	
0.229622	-0.102253	7121	
0.059542	0.253274	1447	
0.508591	-0.582287	5679	
0.448052	0.456724	4251	
0.061615	0.693396	9449	
0.648805	0.521229	6432	
0.135340	-0.241967	5771	
-0.358493	0.854394	2707	
0.122748	-0.246124	3748	
0.584345	0.108261	5912	
0.315879	0.485060	4355	
0.061466	0.897227	8294	
0.605174	0.633035	6495	
0.102802	0.477051	10061	
0.397287	0.548213	3094	
0.387484	-0.472737	6674	
0.603074	-0.153618	5921	
0.204033	-0.779178	6588	
0.305482	-0.464903	1371	
0.437750	0.693267	5198	
0.956286	-0.146127	9014	
-0.454413	0.795409	7910	
0.465962	0.047625	8619	
0.538314	-0.229887	10017	
0.119892	-0.617454	400	
0.139686	-0.862598	8356	
0.223893	0.217624	7713	
-0.700272	0.591663	7565	
0.471181	-0.175281	4830	
0.207274	0.124220	8580	
0.590954	0.208493	1231	
0.086642	-0.197736	1882	
-0.829247	0.488965	9123	
0.275498	-0.779687	9372	
0.430937	0.446289	2563	
0.903243	0.392233	4152	
0.331174	-0.219992	1124	
0.616400	-0.048582	8051	
0.731858	0.028328	2970	
0.466753	0.027307	6176	
0.519465	-0.051416	4105	
0.082379	0.605634	1689	
0.681965	-0.601666	9936	
0.489539	0.106597	4735	
0.331786	-0.174138	6429	
0.274677	-0.814367	9986	
0.067141	0.337765	4061	
0.098503	-0.147656	4140	
0.462629	-0.465173	7944	
0.157211	-0.755529	1699	
0.350843	-0.277575	2988	
0.594299	0.606460	6508	
0.057253	-0.312352	4839	
0.298737	-0.142364	3763	
0.542176	-0.180470	6251	
0.095861	-0.990649	9340	
0.560561	0.153640	7516	
0.404346	0.001564	4129	
0.162195	-0.253706	4981	
0.276467	0.570073	3522	
0.860707	-0.273109	9748	
0.250123	-0.001630	2983	
0.714656	0.041726	7693	
0.585282	-0.606278	6443	
0.298454	0.063723	4798	
0.623052	-0.468145	8423	
0.451467	0.708659	6753	
0.380375	0.750102	3936	
0.658892	-0.519145	6937	
0.846758	-0.262685	9206	
0.421141	0.573425	4168	
0.413532	-0.411547	7794	
0.043422	0.652606	745	
0.702954	0.466599	3687	
0.091516	-0.059633	1440	
0.544592	-0.676437	7822	
0.492152	-0.114056	8353	
0.257008	-0.473902	7805	
0.639103	0.592953	8440	
0.436339	-0.220638	8309	
0.861994	-0.296711	5139	
0.447169	-0.319335	6484	
0.649879	-0.049201	3719	
0.372879	-0.822937	8908	
0.385836	-0.454858	6674	
0.435229	-0.856916	1791	
0.090078	-0.571989	7380	
0.439074	0.061708	7470	
0.445572	-0.325723	6484	
0.308467	0.830305	8283	
0.161112	-0.070677	5619	
0.076107	-0.865069	1714	
0.257429	0.032532	535	
0.578638	0.465657	4646	
0.518915	0.719808	8162	
-0.511789	0.840911	7645	
0.360280	0.526027	1067	
0.271063	0.324922	7479	
0.596194	0.012925	2098	
0.245361	-0.832535	8536	
0.587334	-0.640658	6893	
0.183503	0.919740	8344	
-0.842818	0.528547	4896	
0.178978	0.059592	4435	
0.516413	0.419283	594	
0.369088	-0.089229	1041	
0.098622	-0.067544	5604	
0.371044	-0.161250	2002	
0.467544	-0.324076	6493	
0.411449	-0.006008	4815	
0.538261	0.045162	7604	
0.586221	0.427360	4640	
0.006689	0.899523	8953	
-0.770907	0.527667	7090	
0.202761	0.092301	9388	
0.395392	-0.915138	2924	
-0.629991	0.717691	568	
-0.557935	0.746567	867	
0.238223	-0.726764	3906	
0.182785	0.835027	7799	
0.135810	0.215499	781	
-0.564352	-0.719728	6635	
0.225112	0.163155	2940	
0.207695	-0.278535	3396	
0.119413	0.665673	8220	
0.070059	-0.319646	3844	
0.313180	0.535501	4285	
0.436152	0.407564	3584	
0.300736	-0.866153	1412	
0.603419	0.189587	1784	
0.662039	0.459642	2420	
0.776279	-0.343476	5618	
0.496026	0.331552	5061	
0.180441	0.902558	8267	
0.731232	-0.215690	2716	
0.352940	0.549334	10013	
0.680600	-0.657839	8848	
0.233340	0.246758	8413	
0.672447	0.037605	4804	
0.168571	0.925788	9315	
0.161573	0.239125	2087	
0.709714	0.556161	1813	
0.403987	-0.288858	6535	
0.659349	0.682844	8352	
0.692032	0.293627	1638	
0.527269	-0.776382	1007	
0.330485	-0.736660	7248	
0.072672	-0.206376	1571	
0.718964	-0.389296	6290	
0.851383	-0.306802	5139	
0.270795	-0.007459	2964	
0.173384	0.078550	4469	
0.650126	0.281175	7839	
0.761880	-0.185502	3413	
0.219510	0.075781	9064	
0.436570	-0.703182	6646	
0.078808	-0.161233	1911	
-0.933923	-0.109834	417	
0.479285	-0.573092	2432	
0.463094	-0.064012	6796	
0.139582	0.649732	9802	
0.374092	0.262203	1140	
0.236365	-0.118918	8348	
0.926004	0.211323	10021	
0.476282	0.322975	3445	
0.180527	0.450678	8035	
0.357877	-0.724531	5180	
0.149823	0.729403	2130	
0.707074	0.448521	3687	
0.430505	0.063566	7761	
0.485617	0.138895	5762	
0.034878	-0.646577	8890	
0.446111	0.587598	2404	
0.263250	-0.741723	6768	
0.358748	-0.413746	5463	
0.607336	-0.176920	5921	
0.761777	0.409240	5249	
0.277378	-0.213719	2099	
0.238461	0.377201	4506	
0.339887	0.226574	1142	
0.425024	-0.421451	8811	
0.476571	-0.417235	9229	
0.317195	-0.243323	4344	
0.144187	-0.351347	3033	
0.312902	0.353565	1266	
0.594895	-0.241262	5193	
0.648634	-0.507718	6937	
0.196092	-0.712062	5833	
0.484026	0.035912	435	
-0.819775	0.419460	8085	
0.531495	0.271367	5755	
0.835490	0.415791	864	
0.157243	0.666464	2553	
0.132356	0.614658	8392	
0.769990	0.112766	2995	
0.752431	-0.253610	8146	
0.723683	-0.113055	5362	
0.751355	-0.421925	7134	
0.604663	0.511422	644	
0.894168	-0.267194	1326	
0.940950	0.111235	418	
0.034230	0.845863	8935	
0.354344	-0.736225	6968	
0.315115	0.594121	8143	
0.147050	0.531346	7888	
-0.448029	-0.850526	3923	
0.102223	-0.278442	1482	
0.517013	-0.706574	5507	
0.160014	0.005770	1698	
0.341619	0.413676	5227	
0.225529	-0.541238	8752	
0.109625	0.492106	5805	
0.146288	0.081614	2611	
0.711756	-0.660105	5342	
0.789077	0.155341	3799	
0.504443	0.507987	1082	
0.252995	0.695287	6732	
0.778230	0.451490	7390	
0.240780	-0.073027	7094	
0.256377	-0.241035	3043	
0.644842	-0.217182	10081	
0.400822	0.212463	5113	
0.210752	-0.406774	1604	
-0.720160	-0.634288	8163	
0.649037	0.029529	2681	
0.927413	0.107331	418	
0.190260	0.612922	4063	
0.558888	-0.164744	6832	
0.326942	-0.711749	2438	
0.057188	-0.318264	4839	
0.221787	-0.522697	8777	
0.645234	0.136920	3507	
0.892745	-0.263078	1326	
-0.789652	-0.558412	1423	
0.075665	-0.482315	2844	
0.675134	-0.180240	497	
0.711132	-0.159039	749	
-0.897011	-0.362032	5722	
0.292492	0.258196	5855	
0.361373	0.062555	912	
0.579871	0.055121	3919	
0.258029	-0.830713	10030	
0.846914	0.417773	792	
0.488216	-0.218056	9192	
-0.549743	0.815385	4827	
0.365698	-0.212325	4957	
0.454073	-0.150612	5886	
