time = 0.001	Re = 1	rotation = 0
0.079249	-0.279105	5621	
0.498759	-0.004243	1662	
0.595575	0.727004	9767	
0.260969	-0.383891	4335	
0.335068	0.070810	1680	
0.294294	0.061732	4798	
0.687970	-0.406008	6271	
0.161157	-0.023046	2847	
0.332196	-0.433745	538	
0.697973	-0.172847	487	
0.486075	-0.379604	5572	
0.453570	-0.532708	6541	
0.088406	-0.295335	5845	
0.189943	-0.386444	7474	
0.292131	0.774797	9837	
0.541663	-0.633244	5812	
0.224714	0.688883	7624	
0.558292	-0.708097	2607	
0.923136	-0.211263	5818	
-0.583647	0.725134	867	
0.520055	-0.559679	6191	
0.446240	0.001038	6941	
0.036428	-0.529978	8553	
0.541125	0.105713	9411	
0.716952	0.081685	1524	
0.644664	-0.462172	3095	
0.309972	-0.476556	1099	
0.201595	0.230681	2371	
0.799061	-0.446810	8956	
0.724161	-0.136035	749	
0.869328	0.094808	5927	
0.379595	-0.733595	7610	
0.084842	-0.366746	4696	
-0.771539	0.538523	8916	
0.257671	-0.475075	7805	
0.197987	0.702534	4229	
0.590994	-0.595508	6443	
0.615664	-0.366582	3567	
0.378924	-0.674837	6556	
0.377053	-0.104384	7439	
0.795488	-0.490613	9040	
-0.477033	-0.834808	9697	
0.267410	-0.832451	10030	
0.765800	-0.053758	3481	
0.247491	-0.417248	3318	
0.686668	-0.717514	1294	
0.566545	-0.167204	6832	
0.221329	0.456064	8097	
0.572930	-0.010084	1033	
0.709275	-0.240179	3357	
0.532416	-0.615033	5964	
0.118106	-0.039391	4268	
0.801866	0.019145	5453	
-0.898984	0.278570	1325	
0.709301	0.413472	3652	
0.131349	-0.257751	4451	
0.573509	0.196850	6317	
0.088319	0.745175	5332	
0.366741	0.714392	5221	
0.382955	-0.719125	6096	
0.229065	-0.547868	9726	
0.822221	-0.500844	9124	
0.600367	0.473174	8650	
0.044671	0.762180	685	
0.318817	0.360225	1266	
0.467148	0.267349	9528	
0.623622	-0.617167	6337	
0.149693	-0.479835	2768	
0.780926	-0.570467	849	
0.285995	0.281160	711	
0.276708	-0.157859	5824	
0.872737	0.425396	7128	
0.211727	0.426428	613	
0.826268	0.280601	5836	
0.606449	-0.091871	2471	
0.729648	-0.088035	1852	
0.501389	-0.483594	2421	
0.561545	0.342692	2488	
0.204848	-0.073876	4507	
0.135200	-0.928034	8156	
0.738722	-0.343929	3757	
0.158520	-0.134009	2947	
0.514633	-0.146633	6144	
0.373893	-0.528077	1127	
0.202060	-0.179294	1195	
0.647435	0.718441	1640	
0.714132	-0.221423	2128	
0.878970	-0.158435	5669	
0.220984	-0.324014	526	
0.193974	-0.312861	3984	
0.308231	0.155349	7044	
0.427084	-0.692729	7692	
0.495021	-0.208009	9192	
0.173888	0.074059	5243	
0.724772	0.469946	4703	
0.216774	0.682393	5558	
-0.701760	-0.634300	8163	
0.681464	0.091680	5556	
0.330975	-0.022337	6658	
0.769397	0.412231	6711	
0.198425	0.289977	8075	
0.492714	-0.254237	4513	
0.506687	-0.244943	7475	
0.533157	0.465170	4184	
0.648730	-0.504846	6937	
-0.200368	0.947598	1885	
0.712064	0.264490	2490	
0.334016	-0.536364	6329	
0.461114	0.467453	4920	
0.420257	0.478603	3785	
0.557561	-0.783744	1143	
0.205596	-0.637286	5434	
0.255711	0.229224	4153	
0.314456	0.293751	3052	
0.897309	0.134126	5735	
0.259729	0.100128	3321	
0.595380	0.308796	3745	
0.631533	0.305401	4562	
0.706026	0.482759	3696	
0.302914	-0.053465	4941	
0.859647	-0.451456	5534	
0.464431	-0.739108	6764	
0.564938	0.722783	6636	
0.067710	0.791665	8692	
0.147190	0.145568	2141	
0.582198	0.290911	9181	
0.188213	0.697207	2193	
0.582266	0.569517	7531	
0.409423	-0.552384	3017	
0.373353	-0.778445	7220	
0.143070	-0.308512	5487	
0.464622	0.145129	3716	
0.143357	0.673748	804	
0.894357	0.133974	5735	
0.088285	0.351352	3864	
0.089701	0.258850	4854	
0.576839	0.413543	4640	
0.563625	-0.437453	2500	
0.802050	0.217839	4455	
-0.810585	-0.569947	8534	
0.185606	0.924179	8344	
-0.927943	-0.372225	4151	
0.234169	-0.851651	7720	
-0.228655	0.903437	4903	
0.212599	-0.017047	1119	
0.213158	0.275989	1756	
0.493691	0.401841	6757	
0.182233	0.457000	8035	
0.682658	-0.210323	7918	
0.303596	-0.854672	2280	
0.252145	-0.848652	7976	
0.303884	0.629481	7647	
0.707239	-0.070343	5947	
0.326956	-0.299719	2183	
0.693329	0.353536	3335	
0.033524	-0.994535	9342	
0.278631	0.167904	5065	
0.733506	0.432328	4657	
0.465257	0.554057	2886	
0.450564	-0.139176	6611	
0.774707	0.352468	5165	
0.307920	-0.196279	554	
0.440463	-0.258879	8204	
0.665796	-0.392346	5989	
0.683162	0.724005	9132	
0.252613	-0.364395	3546	
0.131236	0.200794	771	
0.432785	0.728110	6365	
-0.106746	-0.914839	9199	
0.085703	0.910472	9775	
0.115248	-0.221934	4529	
0.143481	0.098836	6307	
0.528519	-0.575980	6468	
0.364382	-0.189730	1645	
0.199486	-0.314082	5521	
0.543163	-0.547612	7407	
0.538357	0.610004	6514	
0.633884	0.096384	4592	
0.154421	0.771334	2059	
0.309871	0.106394	7517	
0.597204	-0.352107	2413	
0.742417	-0.132132	2091	
0.123545	-0.570816	2508	
-0.866515	0.394819	7509	
0.312613	0.809129	5681	
0.871987	0.064714	6193	
0.176646	0.504093	9111	
0.150088	0.164811	3509	
0.197298	0.166599	9222	
0.627785	0.197854	9627	
0.707024	0.309935	2904	
0.520476	-0.407682	5004	
0.407248	0.127408	6086	
0.146057	-0.697641	5549	
0.397260	0.016732	4901	
0.494360	0.132715	6369	
0.226804	0.029522	2270	
-0.906354	0.167029	9873	
0.853474	0.381440	680	
0.297649	-0.604061	5870	
0.412169	-0.171291	4566	
0.332001	0.755595	3247	
-0.413253	0.884777	2759	
0.750670	-0.083485	3824	
0.413066	0.814137	490	
0.340897	0.046081	6328	
0.298709	0.359093	6747	
