time = 500	Re = 1	rotation = 79.5774
0.058772	-0.901487	901	
0.612876	0.098560	6833	
0.571251	0.726548	973	
-0.267018	0.226444	9540	
0.088045	0.557501	9355	
-0.670490	-0.401609	1027	
-0.044273	0.295286	8503	
-0.221371	-0.644557	735	
0.126569	0.481617	3625	
0.652769	-0.031284	5615	
0.085914	0.399527	4537	
-0.754741	-0.084509	7320	
-0.286102	0.310918	4539	
-0.734902	-0.151162	5692	
-0.803147	-0.319927	7056	
0.088208	0.712814	7021	
0.489553	-0.318161	1020	
-0.046963	-0.880796	4004	
0.888018	0.344519	8973	
0.104733	-0.917890	6476	
-0.266909	0.646808	6537	
-0.483395	0.526523	5748	
-0.538105	0.355282	4487	
0.305791	0.144574	5866	
-0.416476	0.391447	6272	
-0.212296	0.500316	1528	
-0.498773	-0.341075	6368	
0.389889	0.142279	9120	
-0.262232	-0.512550	6043	
-0.404474	0.303149	1509	
0.101221	-0.220334	844	
0.561159	-0.366595	5332	
0.283184	-0.322883	6670	
0.460428	0.493132	1148	
-0.144606	0.704996	7266	
-0.333738	-0.616281	5788	
0.264911	0.885666	7687	
-0.496046	0.020164	4300	
0.056112	0.842666	2662	
0.110694	0.675254	6176	
-0.066654	-0.391712	4955	
-0.094745	0.030280	7914	
-0.135478	-0.443829	2576	
-0.249524	0.900083	569	
0.953429	-0.012178	255	
-0.378304	-0.418295	2010	
0.605664	0.010490	6155	
-0.202331	-0.257698	3530	
0.822588	0.510240	7527	
-0.149273	0.493450	6059	
-0.019350	0.217596	8380	
-0.195243	0.451269	1622	
-0.314703	-0.246318	7887	
-0.026641	-0.190108	1705	
-0.472464	-0.683944	6929	
-0.214908	0.210540	7040	
-0.660193	0.669374	322	
-0.590294	0.507625	7077	
-0.315962	-0.546503	4068	
0.156797	-0.319599	9096	
0.454350	0.176579	8370	
-0.848455	-0.008420	7054	
0.238755	0.489076	1741	
0.810729	0.266885	7874	
0.286290	-0.914001	2395	
-0.328864	-0.009620	2766	
0.587261	0.068627	4138	
0.492524	0.477515	6636	
0.010898	0.708602	1950	
0.394245	0.165171	8828	
0.476294	-0.718809	5898	
0.197273	0.773406	5808	
0.024967	0.967344	2332	
-0.772728	-0.268567	3583	
0.193448	-0.530866	2799	
0.018003	0.967530	2332	
0.765219	0.210920	4013	
-0.165530	0.253424	4629	
-0.470819	-0.115137	1757	
0.638467	-0.089040	2879	
0.614996	0.289179	4042	
-0.070574	0.014972	1111	
-0.853062	-0.203091	4992	
0.007423	-0.950696	4246	
-0.346340	0.161893	9375	
0.005249	-0.489974	4630	
0.214049	0.632918	8377	
-0.104431	-0.304407	5331	
0.758253	-0.217585	4937	
-0.760059	-0.415432	7725	
-0.846977	0.471013	2696	
-0.584362	0.381575	6745	
-0.668390	-0.269510	913	
0.759752	-0.418446	6667	
-0.485016	-0.461712	1029	
-0.768503	0.301890	5379	
0.046249	0.725846	6241	
0.065052	-0.503123	3984	
0.871837	-0.197349	6507	
-0.620106	-0.310345	975	
0.604371	-0.422596	833	
-0.894705	-0.326852	3985	
0.405278	-0.355535	2448	
-0.181281	0.765239	3901	
-0.351963	0.280730	5308	
-0.364339	-0.490540	2025	
0.413153	0.252321	9124	
0.046875	-0.481665	6627	
-0.099435	-0.499502	6243	
-0.025514	-0.056882	675	
0.513712	-0.148282	3554	
-0.966171	-0.073101	5371	
-0.450578	0.123894	8706	
0.043771	-0.661490	864	
-0.115155	-0.183609	3885	
0.240621	0.233241	2958	
-0.770490	0.567844	8807	
0.422328	-0.762567	7394	
0.578311	-0.339459	5897	
-0.352138	0.734749	1709	
-0.434410	-0.578005	467	
-0.454942	0.014875	744	
-0.155352	0.180935	8311	
-0.250344	0.268088	2683	
-0.417011	0.746920	6517	
-0.790693	-0.186704	894	
0.556999	0.788856	935	
-0.226588	-0.578027	1937	
-0.335326	-0.615428	5788	
-0.346503	-0.577504	7349	
-0.308410	-0.433649	3737	
-0.044991	0.116583	5324	
0.113930	0.818235	1072	
0.056161	0.670141	7298	
0.212547	-0.721995	2495	
-0.309398	-0.519156	6600	
0.623515	-0.186366	604	
-0.641925	0.237292	6666	
-0.172996	-0.771998	6657	
-0.495207	0.039604	4300	
-0.723843	0.561498	9016	
0.799938	-0.355720	7238	
-0.218482	0.058209	8132	
-0.653442	-0.219818	6139	
0.118413	0.476795	4372	
0.192291	0.379490	8342	
0.090241	-0.963907	2472	
0.600600	0.730215	1677	
0.177062	-0.952171	1207	
0.876782	0.254837	6151	
0.499826	0.782603	9744	
-0.128157	-0.779984	7030	
-0.643157	-0.523740	8935	
-0.431761	0.341974	4385	
-0.358376	0.801917	8264	
-0.256948	-0.236217	2493	
-0.167034	0.909846	4297	
0.145653	0.534586	7547	
-0.799640	0.259703	7168	
-0.265322	-0.175614	6820	
-0.192244	0.758555	3901	
-0.264875	0.162809	4410	
0.856115	0.452298	7293	
-0.614591	-0.432488	1113	
-0.407533	0.746486	5525	
-0.508516	0.424205	3236	
0.081308	-0.573743	635	
-0.402990	0.743972	5525	
-0.817006	-0.054539	3786	
-0.419806	0.597827	5622	
-0.399911	-0.264627	6060	
-0.875397	0.415879	1032	
0.363662	-0.415933	5189	
0.396992	0.410941	7348	
-0.367546	0.225463	2062	
-0.624275	0.690136	9588	
0.603986	-0.705094	9470	
-0.295140	0.491854	2557	
-0.046615	0.325508	1964	
0.637774	-0.088362	2879	
0.683642	-0.408779	3189	
0.087862	-0.851660	6497	
0.023969	-0.491569	6562	
-0.255445	0.779062	7070	
-0.036328	0.204091	9427	
0.587083	-0.673307	5245	
-0.791102	0.234807	5227	
-0.454919	0.543134	8346	
0.654930	-0.065025	4930	
0.021520	-0.884830	6267	
-0.642515	-0.695305	596	
-0.641475	-0.328742	723	
-0.319153	0.354689	3070	
0.687526	0.518058	655	
-0.586064	0.237058	5164	
0.223969	0.697052	8745	
-0.575975	0.668054	6321	
-0.265882	-0.029736	9654	
-0.364374	0.135984	1275	
0.099734	0.387210	486	
-0.450502	0.582081	8737	
-0.108877	-0.840637	5640	
0.704462	0.194828	4785	
-0.500817	-0.147932	2357	
-0.261732	-0.512046	6043	
0.473704	0.776524	4646	
0.536628	0.752260	550	
-0.366649	0.097239	1121	
0.650899	-0.394973	3915	
-0.230533	0.022484	8251	
-0.936422	0.249505	5781	
0.466320	0.166223	1695	
-0.886530	0.277237	9468	
0.126898	0.501011	6256	
-0.743145	0.370392	7959	
-0.243798	0.347607	5088	
-0.600508	0.081195	3288	
-0.390982	0.140892	8962	
0.677379	0.060247	1652	
0.662685	-0.685760	9439	
0.471190	0.660433	1759	
-0.331402	-0.315190	4464	
-0.182856	-0.181829	2742	
-0.299371	-0.026397	2232	
-0.264272	0.568987	1877	
-0.099321	0.521317	3988	
-0.296237	0.060005	4352	
0.027398	0.713996	1950	
0.566339	0.405837	7923	
0.296530	0.265333	3008	
-0.042151	-0.348690	439	
-0.472706	0.812098	8265	
-0.040978	-0.566116	3199	
0.308679	0.585523	1770	
0.328688	0.045231	1591	
0.643741	0.694330	6298	
0.586211	-0.184290	1906	
-0.661593	0.161975	5984	
0.712348	-0.156927	5848	
-0.624309	0.567473	3101	
-0.959340	0.137052	5766	
-0.887295	0.389754	1056	
-0.151718	0.779594	5490	
-0.403704	0.654645	3507	
-0.274419	-0.438427	2903	
0.564292	0.538751	7279	
-0.122421	0.224423	1811	
-0.047378	-0.070538	7580	
0.527190	-0.245127	5764	
0.429306	0.369817	1405	
0.320325	0.527208	1402	
0.621339	-0.258708	1338	
0.367100	-0.896541	3876	
-0.224917	0.018430	9080	
-0.338757	-0.860859	7766	
0.171616	0.026305	2957	
-0.669547	0.646497	2170	
-0.194473	0.872071	6306	
-0.196751	0.373335	5050	
0.610448	-0.133543	2899	
0.511163	0.237118	7268	
-0.607445	-0.095525	2073	
0.480693	0.239918	2941	
0.592675	-0.054922	1320	
0.559481	-0.772036	9746	
-0.630796	-0.458317	6067	
-0.108739	-0.837132	5640	
0.024987	-0.573695	8400	
0.566762	0.267965	7573	
-0.943906	0.135168	8982	
-0.170045	0.198803	7662	
-0.305557	0.463231	3218	
-0.440148	-0.784313	8637	
-0.679652	0.138438	8655	
0.009191	0.369671	535	
0.052694	0.148203	8334	
-0.068270	0.789382	2412	
0.087894	-0.884863	8143	
0.293794	-0.881024	6143	
0.514766	-0.740543	5767	
-0.140634	-0.156353	4623	
-0.017487	0.749414	3977	
-0.294809	-0.850279	8123	
-0.175139	0.092524	1601	
-0.451875	0.777575	8144	
0.272217	-0.677473	8292	
0.193313	-0.724135	1660	
-0.534655	-0.103496	2848	
0.536928	-0.453528	6500	
0.416577	0.369313	8704	
-0.270158	0.795552	5463	
-0.749719	0.614019	7719	
0.686994	0.606526	7071	
0.217256	-0.601649	4111	
-0.222633	-0.246834	3181	
0.647163	0.580835	3635	
0.223428	-0.626179	4823	
-0.216102	0.220982	5184	
0.525509	-0.749184	5273	
-0.660872	0.292163	1503	
0.090497	0.641879	4477	
-0.212456	-0.095338	3100	
0.777316	-0.115594	9351	
0.172438	0.931920	571	
-0.853704	0.221096	4724	
-0.494646	0.488714	9069	
-0.820096	-0.514176	2668	
-0.067723	0.745607	847	
0.102197	-0.346451	7143	
0.466080	0.007063	1260	
0.410581	-0.558615	5717	
0.585469	-0.330715	6817	
0.137208	0.563554	1953	
0.277463	-0.606978	4192	
-0.669283	0.047121	3118	
-0.043270	0.735027	3839	
0.531077	0.565298	7314	
0.256606	-0.736473	2033	
-0.260453	-0.667693	1484	
0.673581	-0.346812	3455	
-0.599567	-0.107253	2073	
0.641096	0.350096	369	
0.127105	0.688594	907	
-0.438983	0.063866	6280	
-0.740746	-0.312683	1552	
0.656285	-0.073480	4278	
0.037443	-0.967163	4180	
0.011630	0.252080	6350	
0.737517	0.104310	3526	
0.567954	-0.417289	8316	
-0.349901	-0.616254	246	
-0.750574	0.387543	7959	
0.197125	-0.438494	1576	
0.166896	-0.400908	5696	
-0.470579	0.019900	2498	
0.460408	0.407839	314	
-0.798728	-0.200010	5076	
0.643187	-0.244383	2767	
0.134020	0.692531	1719	
-0.490688	-0.434694	4817	
-0.658525	-0.106964	4377	
-0.428431	0.146154	8572	
-0.741694	0.067053	4466	
-0.460765	0.610793	7808	
-0.031657	-0.400423	1298	
-0.028140	0.802471	2452	
0.323132	-0.338137	384	
-0.878576	-0.045963	5141	
-0.587714	0.379034	6745	
0.024982	-0.102941	4084	
-0.660226	-0.278698	913	
-0.734799	0.099325	3617	
0.504481	0.073173	3013	
-0.682591	0.297664	3178	
0.381322	-0.405379	5200	
-0.441668	-0.784464	8637	
0.046140	-0.676547	824	
-0.467108	-0.830744	9404	
-0.484406	0.762462	5569	
0.291865	-0.633007	9234	
-0.649864	-0.231703	6139	
0.806943	-0.402888	5743	
-0.156917	0.175751	8060	
0.297075	0.755545	8318	
-0.672246	-0.187096	7161	
-0.287085	-0.921788	706	
-0.166414	0.325304	3681	
0.411014	0.539383	1118	
0.307453	-0.918652	2395	
-0.297142	-0.364025	8692	
-0.826329	-0.134947	4357	
0.305590	-0.453000	8651	
-0.495588	-0.471471	1513	
0.011844	-0.846447	7307	
0.812627	-0.499192	8848	
-0.646698	0.721702	5763	
0.060904	0.863946	5034	
0.405186	0.097947	3562	
0.050208	-0.685104	2375	
0.196847	0.813997	8011	
0.045731	-0.681353	824	
0.529741	0.273276	7660	
0.535291	-0.535797	759	
-0.204717	0.502379	1528	
-0.450843	0.037932	1047	
-0.440829	-0.784590	8637	
0.469286	0.787855	8412	
0.760134	0.421000	6540	
0.829983	-0.500339	7096	
0.436118	0.848080	3215	
0.662519	0.633997	7144	
-0.216515	-0.549436	272	
0.603926	0.409947	9389	
0.130847	0.583029	3836	
-0.473921	-0.685614	6929	
-0.311749	0.071597	5089	
-0.711139	-0.464052	6332	
0.599335	0.086888	6833	
0.399314	-0.822315	5246	
-0.096718	0.776319	2593	
0.023409	0.387439	5153	
-0.629062	-0.658784	7305	
-0.487155	0.263073	5526	
-0.206896	-0.255708	3709	
0.543858	0.414864	6767	
-0.538707	-0.100647	3664	
0.355309	-0.864676	1715	
0.090200	0.251053	9419	
0.694339	-0.402815	3882	
-0.738222	-0.597409	388	
0.639705	-0.253084	2767	
0.304385	0.056312	4543	
0.900096	-0.315232	1451	
0.199371	0.767052	3356	
0.533933	-0.241510	7764	
-0.232772	0.698888	7534	
0.257475	-0.917131	2145	
-0.361325	0.183367	9710	
0.306834	0.871183	3682	
0.228435	0.487675	3928	
-0.447534	-0.700616	9260	
-0.250982	0.175913	4083	
-0.634787	0.078013	8960	
-0.812639	-0.009815	7487	
-0.218535	0.859574	6648	
0.948794	-0.197264	3468	
-0.407481	0.079688	3982	
0.567670	-0.122343	2620	
-0.177459	-0.293825	3833	
0.217160	0.447568	8588	
0.120655	0.243037	8384	
-0.911869	-0.224396	8720	
0.063639	-0.603622	6160	
-0.502956	0.509299	9195	
0.076826	0.871326	6069	
-0.425229	0.637207	4902	
-0.154797	0.187138	8311	
-0.118486	-0.941386	2341	
0.073303	0.288704	411	
-0.165249	-0.631485	7767	
0.541765	-0.588867	4219	
0.207885	0.670054	1387	
-0.040908	0.782801	2601	
0.482205	0.283818	6133	
-0.653716	-0.043226	3304	
-0.439894	-0.783229	8637	
-0.467992	0.574085	8242	
-0.097742	-0.798659	7048	
0.766410	0.147465	801	
0.054006	-0.358414	9475	
0.406480	0.478748	7654	
-0.002108	0.678260	9093	
-0.473089	-0.451472	2388	
0.744367	0.230292	4061	
0.212751	0.356804	1057	
-0.624671	0.401449	5274	
-0.623808	0.527469	8753	
0.003045	-0.485639	4208	
-0.194126	0.776503	3901	
-0.485263	0.441426	8607	
-0.269943	0.246685	9174	
-0.794259	0.383846	4901	
0.498461	0.213178	2961	
0.734071	-0.568963	9329	
-0.582811	0.166521	4554	
-0.912804	0.182002	9692	
-0.818707	0.351795	5971	
-0.035054	0.531988	9673	
-0.280687	0.261560	4966	
-0.505861	-0.014404	3073	
-0.211782	-0.156794	3770	
0.727100	0.418861	1030	
-0.560317	0.392136	5183	
-0.891090	0.269253	9468	
-0.587091	-0.740706	1778	
-0.636163	-0.544547	2931	
0.653204	0.481521	5935	
-0.278512	0.766025	8269	
0.205655	0.717632	292	
0.359865	0.876377	619	
0.213225	-0.742847	5762	
-0.103244	-0.184346	3885	
-0.139945	-0.049586	5978	
0.756394	-0.267430	4358	
-0.338829	-0.314882	6131	
0.051050	0.877431	8994	
0.829150	0.198531	3945	
0.313976	0.912992	9633	
-0.287478	0.210795	4808	
0.610899	-0.091259	2517	
-0.333879	0.785296	5798	
-0.034560	0.706812	2510	
-0.210960	0.106868	5024	
0.540491	-0.316682	4697	
-0.599323	0.249679	5164	
-0.039936	-0.484210	5384	
0.816548	-0.282762	7843	
-0.876432	-0.372626	3643	
-0.061585	-0.145075	3990	
-0.870245	0.330577	630	
-0.413996	0.315253	1717	
-0.076398	0.424672	7062	
-0.037265	-0.329774	5492	
-0.070742	0.047033	583	
0.010714	-0.668697	2373	
-0.479088	0.050753	2997	
-0.091074	-0.912635	7814	
0.963973	0.097663	5370	
-0.403523	0.355734	2868	
-0.593440	0.223478	3396	
0.153561	0.202132	7761	
0.961309	-0.122383	5891	
-0.825469	0.119111	4267	
0.587344	-0.535589	4186	
0.544021	-0.262794	5749	
0.733577	-0.477633	7664	
-0.123428	-0.923132	8156	
0.698115	-0.065448	5780	
0.123713	-0.960273	9326	
0.538131	-0.575639	4219	
0.392088	-0.597491	5660	
-0.029928	-0.933813	8829	
-0.389276	0.345792	2333	
-0.200013	0.066700	5187	
-0.658149	0.155316	5984	
-0.487497	0.261819	5526	
-0.149151	-0.254937	4442	
-0.635772	-0.571280	6742	
-0.140752	0.872602	6026	
-0.788973	-0.246944	6024	
0.046635	0.755601	386	
0.398815	0.287116	7483	
-0.842936	-0.080897	6335	
-0.627404	-0.549649	3808	
-0.004090	-0.920919	6224	
0.543992	-0.214768	1232	
0.878586	-0.196387	6507	
0.079504	-0.686731	1228	
0.622100	-0.676797	1099	
0.793192	-0.483230	4908	
-0.054378	0.934549	2400	
0.211283	-0.928687	3598	
-0.532367	-0.251332	515	
-0.114661	0.384251	5739	
-0.398389	0.084299	3982	
-0.441531	-0.781206	662	
0.200857	0.359969	8329	
-0.590303	0.507313	7077	
-0.316464	0.119224	6247	
0.132274	-0.650825	5578	
0.080386	0.075829	9030	
0.455592	-0.531113	859	
0.652105	-0.642863	9151	
0.321397	-0.667767	6251	
-0.268727	0.456603	2549	
-0.665382	-0.283674	913	
-0.046377	-0.071110	7580	
0.366684	0.874038	619	
-0.018009	0.792495	2478	
-0.172760	0.202975	7662	
0.148139	0.560034	8059	
-0.061825	0.282067	1824	
-0.663852	0.285484	1503	
0.563998	-0.066072	4505	
-0.000426	-0.354649	2744	
0.165858	-0.615704	2080	
-0.237290	-0.324859	4078	
0.311393	-0.900513	1959	
0.678941	0.141022	8797	
0.661695	0.365376	2283	
-0.951448	0.062625	8495	
0.489363	0.160261	2327	
0.729269	-0.049531	8541	
0.199519	0.748982	1939	
0.691829	0.648830	1750	
-0.271866	-0.663887	1484	
0.858608	0.298142	7816	
-0.855797	-0.383663	7116	
-0.681656	0.372074	9176	
-0.334487	-0.614444	5788	
0.192943	0.783370	5808	
0.868423	0.390652	2555	
-0.430561	-0.358175	755	
0.295707	0.161158	3986	
-0.404217	-0.524499	5865	
-0.176422	0.187371	9658	
0.335316	0.905765	1285	
0.510342	-0.557792	8999	
-0.570519	0.625399	3200	
0.512279	-0.591362	5533	
0.609806	0.493474	6549	
-0.274660	0.177840	3662	
-0.384931	-0.005788	2531	
0.634764	-0.729237	5633	
0.518850	0.575912	4343	
-0.578002	0.230994	2687	
0.695673	0.024123	5048	
0.436677	0.571433	334	
-0.467025	-0.421776	1658	
0.160214	0.466315	2680	
-0.666880	0.397716	7564	
0.757723	-0.017420	4848	
-0.402631	-0.243804	7180	
-0.120548	0.417994	4919	
-0.316540	0.915564	4861	
-0.241966	0.124820	5938	
-0.167373	-0.418819	471	
-0.782547	-0.539855	8610	
0.345748	0.398753	6159	
0.166863	-0.267964	6651	
0.384188	0.578415	363	
0.520499	-0.188365	1100	
-0.926511	-0.222778	8720	
-0.145642	-0.329977	1325	
-0.690310	0.513184	8959	
0.343924	0.377125	7786	
-0.644176	-0.293379	9675	
-0.809589	0.225483	5418	
-0.688635	0.134332	8655	
-0.613434	-0.694632	9139	
0.324935	-0.450643	8854	
0.373823	0.828712	8969	
0.353493	-0.318645	417	
0.070284	0.930747	9222	
0.924851	0.229745	2622	
-0.723848	0.380733	1530	
0.508102	-0.487955	5266	
0.290329	0.344399	7187	
0.483507	0.138001	3887	
-0.012863	-0.590870	3883	
-0.652147	-0.712648	2076	
-0.453693	0.766536	8144	
-0.463038	0.851126	5373	
-0.015889	-0.606043	7442	
0.038977	-0.302800	5755	
-0.580202	0.021065	3654	
-0.679142	-0.496587	9485	
-0.218219	-0.941031	9711	
-0.608615	-0.277479	6365	
-0.006359	0.150923	3548	
-0.655392	0.190287	5505	
-0.297254	-0.759020	1777	
-0.852573	-0.284344	648	
-0.136820	-0.074757	3415	
-0.360766	0.278434	5308	
-0.595694	-0.545924	5646	
-0.459499	-0.674571	5140	
-0.502826	-0.536363	482	
0.063774	0.111276	8317	
-0.448898	-0.544837	7653	
-0.678038	-0.425890	5942	
0.542971	0.000174	4056	
0.104180	0.570840	8307	
0.507580	0.028407	1054	
0.127560	0.939907	8453	
-0.170637	0.146233	3666	
-0.461046	0.116558	8706	
-0.239383	0.153531	4015	
0.530336	-0.037784	8338	
-0.906482	0.342825	5926	
-0.115787	-0.479682	6993	
0.186604	-0.530610	2799	
0.047536	0.685459	5689	
0.465967	-0.523149	8000	
0.188611	0.023100	2951	
-0.134163	0.550141	7478	
0.353333	-0.699416	3777	
0.679125	0.451238	276	
0.797721	-0.027230	2302	
0.748942	-0.246656	4957	
0.668782	-0.159298	3734	
-0.493708	0.670765	4140	
0.141217	0.095471	2777	
-0.134011	0.081915	7950	
-0.822623	-0.184027	9460	
0.206743	0.686668	244	
0.913427	0.271185	6279	
-0.544539	-0.488406	1543	
-0.927469	-0.149570	848	
-0.111865	0.859853	8054	
-0.484681	-0.131211	2255	
-0.210217	-0.189974	2359	
-0.750948	0.189505	3658	
0.475213	-0.363422	4598	
0.653528	-0.210990	2310	
-0.839870	-0.481547	3341	
-0.585429	-0.767754	8111	
0.396748	-0.678482	671	
-0.456094	0.136667	8675	
-0.847334	0.112118	5534	
0.557296	-0.520876	8413	
0.668636	-0.602753	4744	
0.710664	0.492068	7631	
-0.608559	0.390570	2415	
0.611889	-0.008026	5936	
-0.569053	0.381767	6745	
-0.273522	0.179916	3662	
0.507435	0.718801	1970	
-0.305664	0.193602	4398	
0.466644	-0.810731	493	
-0.140462	0.108082	6435	
-0.342806	-0.439335	5953	
-0.930321	0.010877	7384	
0.301388	0.328567	6960	
-0.627524	0.012296	4749	
0.682295	-0.606154	4744	
0.598646	0.495596	3762	
