time = 7	Re = 1
0.141732	0.137952	0
0.163235	0.115257	1
0.189491	0.080410	2
0.205780	0.039044	3
0.217201	-0.016055	4
0.215050	-0.049047	5
0.211011	-0.085254	6
0.202661	-0.117080	7
0.194379	-0.149059	8
0.186484	-0.205416	9
0.193488	-0.252401	10
0.240877	-0.268562	11
0.269393	-0.248136	12
0.300444	-0.218663	13
0.327977	-0.173013	14
0.349968	-0.118634	15
0.355658	-0.088235	16
0.361034	-0.054360	17
0.361114	-0.020730	18
0.358768	0.015400	19
0.350223	0.053445	20
0.337105	0.093198	21
0.317203	0.134020	22
0.290948	0.176673	23
0.255420	0.222839	24
0.235146	0.247322	25
0.214212	0.271959	26
0.190062	0.302689	27
0.167352	0.334732	28
0.143683	0.379730	29
0.122919	0.432916	30
0.110606	0.474439	31
0.099131	0.520009	32
0.092127	0.551379	33
0.085181	0.582989	34
0.075030	0.625360	35
0.062426	0.670825	36
0.049837	0.697388	37
0.049842	0.697382	38
0.049848	0.697405	39
-0.006113	0.702143	40
-0.035743	0.697252	41
-0.065618	0.692293	42
-0.067783	0.671142	43
-0.106689	0.645299	44
-0.114965	0.636230	45
-0.143853	0.615607	46
-0.172252	0.601535	47
-0.200462	0.587532	48
-0.165795	0.601999	49
-0.193303	0.586772	50
-0.220965	0.574517	51
-0.248577	0.562258	52
-0.297589	0.538640	53
-0.318384	0.526266	54
-0.358302	0.503742	55
-0.395360	0.480071	56
-0.402091	0.473469	57
-0.434077	0.448994	58
-0.464762	0.423079	59
-0.506525	0.380813	60
-0.541107	0.338263	61
-0.557758	0.311940	62
-0.574564	0.284292	63
-0.591385	0.255724	64
-0.604179	0.228379	65
-0.616946	0.200874	66
-0.617097	0.195108	67
-0.627502	0.164726	68
-0.637960	0.133306	69
-0.644927	0.103457	70
-0.651849	0.073181	71
-0.655165	0.043365	72
-0.658700	0.001291	73
-0.660459	-0.043433	74
-0.657379	-0.091969	75
-0.650943	-0.141361	76
-0.640425	-0.190660	77
-0.626110	-0.240845	78
-0.614002	-0.271496	79
-0.600223	-0.304834	80
-0.580115	-0.345390	81
-0.556061	-0.388221	82
-0.525877	-0.431189	83
-0.500309	-0.464015	84
-0.470804	-0.499255	85
-0.436965	-0.533129	86
-0.402855	-0.565510	87
-0.363818	-0.600211	88
-0.317855	-0.636076	89
-0.292069	-0.654742	90
-0.265416	-0.674367	91
-0.236292	-0.694219	92
-0.204316	-0.716198	93
-0.168178	-0.738348	94
-0.123846	-0.762433	95
-0.081831	-0.778925	96
-0.035777	-0.789977	97
0.018097	-0.793437	98
0.070737	-0.788474	99
0.118241	-0.776565	100
0.160518	-0.762269	101
0.202032	-0.745976	102
0.241983	-0.729876	103
0.269576	-0.717151	104
0.296663	-0.705465	105
0.326432	-0.691567	106
0.356007	-0.677971	107
0.386589	-0.662060	108
0.417269	-0.645809	109
0.449410	-0.627006	110
0.482049	-0.606981	111
0.503302	-0.591187	112
0.527215	-0.574620	113
0.551006	-0.555503	114
0.576132	-0.535291	115
0.600200	-0.512426	116
0.625152	-0.488081	117
0.649824	-0.460935	118
0.674428	-0.432187	119
0.690388	-0.409839	120
0.708868	-0.384885	121
0.725192	-0.358901	122
0.743308	-0.330162	123
0.756111	-0.304986	124
0.771062	-0.276304	125
0.784237	-0.246575	126
0.798102	-0.214064	127
0.806084	-0.188959	128
0.816931	-0.157860	129
0.824160	-0.129573	130
0.833178	-0.096015	131
0.837536	-0.069303	132
0.843501	-0.036548	133
0.846634	-0.006704	134
0.850727	0.029226	135
0.852106	0.085197	136
0.851251	0.115656	137
0.850313	0.146267	138
0.844106	0.204513	139
0.838967	0.235598	140
0.833652	0.267162	141
0.820186	0.321465	142
0.811299	0.350190	143
0.802385	0.378946	144
0.781339	0.433148	145
0.768349	0.461518	146
0.755018	0.490199	147
0.728477	0.538485	148
0.697670	0.587881	149
0.664755	0.633325	150
0.645830	0.656737	151
0.626897	0.680181	152
0.590256	0.719639	153
0.549228	0.759636	154
0.505746	0.796673	155
0.481407	0.815182	156
0.456896	0.833891	157
0.412897	0.862730	158
0.364556	0.891221	159
0.316036	0.915919	160
0.263435	0.939613	161
0.215946	0.957556	162
0.165538	0.974240	163
0.116721	0.987362	164
0.066046	0.998761	165
