time = 0.177	Re = 10	rotation = -0.246327
-0.784316	0.459221	7093	
-0.783667	0.460318	7093	
-0.781810	0.463307	7093	
-0.778824	0.468307	8239	
-0.774755	0.475146	8239	
-0.769516	0.483472	8239	
-0.763279	0.493170	8151	
-0.756253	0.503507	8173	
-0.748113	0.515305	8173	
-0.739091	0.528281	6014	
-0.729166	0.542021	6014	
-0.718384	0.556102	8127	
-0.706616	0.570891	8185	
-0.693944	0.586140	9784	
-0.680406	0.601725	9784	
-0.666083	0.617385	5619	
-0.650757	0.633369	6216	
-0.634869	0.649103	5911	
