Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0	-1.91729224e-16	2.423780101e-09	0.25	1
0.01	2.639266566e-12	3.130885313e-09	0.4999999999	6.637253279
0.02	-8.435855522e-10	2.356809203e-09	0.7500000067	2.412480496
0.03	-8.987131846e-10	3.225724419e-08	0.9999997391	19.2630175
0.04	2.542510764e-08	3.840825566e-08	1.249999604	2.343643286
0.05	1.416713278e-07	9.208650958e-09	1.499999517	2.919021048
0.06	3.363013448e-07	1.598652534e-07	1.749995341	3.124549569
0.07	4.788771073e-07	9.693702257e-07	1.999976172	8.466012725
0.08	4.117035293e-07	2.877738254e-06	2.249928068	1.558198754
0.09	1.725641213e-08	6.000481275e-06	2.499839852	1.737047946
0.1	-7.983916108e-07	1.005382882e-05	2.749707311	12.97681416
0.11	-2.150497313e-06	1.443098142e-05	2.999535078	1.933498647
0.12	-4.203061562e-06	1.833169826e-05	3.249336738	0.9724254453
0.13	-7.169363274e-06	2.088569651e-05	3.499133826	2.852444419
0.14	-1.129469593e-05	2.124460873e-05	3.748954289	2.048908084
0.15	-1.683202797e-05	1.86429343e-05	3.998830698	3.508543475
0.16	-2.401860354e-05	1.243446293e-05	4.248798442	0.9948482324
0.17	-3.305627272e-05	2.108126323e-06	4.498894007	1.229004515
0.18	-4.410004423e-05	-1.270841729e-05	4.749153392	1.206654414
0.19	-5.725138252e-05	-3.225126254e-05	4.999610712	1.146118002
0.2	-7.255990282e-05	-5.663330413e-05	5.250297027	1.16133284
0.21	-9.002643039e-05	-8.585280972e-05	5.501239417	5.620679295
0.22	-0.0001096064512	-0.0001198042693	5.752460289	4.096149312
0.23	-0.0001312171653	-0.0001582919485	6.003976923	0.8933093897
0.24	-0.0001547492274	-0.0002010468431	6.255801287	0.6804414205
0.25	-0.0001800763701	-0.0002477407312	6.507940072	3.120360456
0.26	-0.0002070640352	-0.0002979996189	6.76039493	0.7428985251
0.27	-0.0002355774717	-0.0003514168076	7.013162874	0.6171640407
0.28	-0.0002654883439	-0.0004075650042	7.266236796	1.685930751
0.29	-0.0002966798469	-0.0004660072427	7.51960607	0.8854869256
10.15	-0.004385323811	-0.002585753686	254.4625829	9.421982963e-06
10.15	-0.004385323811	-0.002585753686	254.4625829	9.421982963e-06
10.15	-0.004385323811	-0.002585753686	254.4625829	9.421982963e-06
10.15	-0.004385323811	-0.002585753686	254.4625829	9.421982963e-06
10.15	-0.004385323811	-0.002585753686	254.4625829	9.421982963e-06
