Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 0.3000	Mesh (Number of cells): 1991
0.8659382334 	 0.2408016167 	 0.5805760426 	 0.5740992505 	 163
-0.8659382407 	 -0.2408016197 	 -0.5805760393 	 -0.5740992455 	 164
0.2136702807 	 0.2914257624 	 0.0002754658 	 0.0002194988 	 165
-0.2136702807 	 -0.2914257624 	 -0.0002754646 	 -0.0002194976 	 166
0.6814601445 	 -0.6251673646 	 0.5252237207 	 0.5212535064 	 167
-0.6814601445 	 0.6251673646 	 -0.5252237207 	 -0.5212535064 	 168
-0.4921208921 	 -0.7755096423 	 -0.3624755834 	 -0.3592336923 	 169
0.4921208921 	 0.7755096423 	 0.3624755899 	 0.3592336986 	 170
0.6886549014 	 -0.5884305211 	 0.4812799686 	 0.4762587464 	 171
-0.6886549014 	 0.5884305211 	 -0.4812799686 	 -0.4762587464 	 172
0.0383249872 	 0.8473227029 	 0.0228630678 	 0.0220933157 	 173
-0.0383249872 	 -0.8473227029 	 -0.0228630665 	 -0.0220933145 	 174
-0.5562988043 	 -0.7045188845 	 -0.3797056058 	 -0.3753537900 	 175
0.5562988043 	 0.7045188845 	 0.3797056168 	 0.3753538012 	 176
-0.3395572313 	 -0.6662468487 	 -0.0576546171 	 -0.0544482105 	 177
0.3395572313 	 0.6662468487 	 0.0576546196 	 0.0544482127 	 178
0.3169356975 	 -0.0467445023 	 0.0000022435 	 -0.0000004355 	 179
-0.3169356975 	 0.0467445023 	 -0.0000022418 	 0.0000004371 	 180
-0.3733974044 	 -0.6547296014 	 -0.0677918070 	 -0.0640311309 	 181
0.3733974044 	 0.6547296014 	 0.0677918102 	 0.0640311339 	 182
-0.5424137190 	 -0.7407389986 	 -0.4123965663 	 -0.4090729595 	 183
0.5424137190 	 0.7407389986 	 0.4123965748 	 0.4090729681 	 184
0.2194680675 	 0.9550437319 	 0.2202772492 	 0.2202162341 	 185
-0.2194680675 	 -0.9550437319 	 -0.2202772492 	 -0.2202162341 	 186
0.0017618504 	 -0.9606816590 	 0.0005527364 	 0.0005251718 	 187
-0.0017618504 	 0.9606816590 	 -0.0005527359 	 -0.0005251713 	 188
-0.5001749368 	 -0.7366981600 	 -0.3195215308 	 -0.3151521766 	 189
0.5001749368 	 0.7366981600 	 0.3195215399 	 0.3151521855 	 190
0.2686615511 	 -0.1108548344 	 -0.0000175497 	 -0.0000132099 	 191
-0.2686615511 	 0.1108548344 	 0.0000175552 	 0.0000132151 	 192
0.8858500891 	 0.2757377645 	 0.6935186501 	 0.6888615833 	 193
-0.8858501005 	 -0.2757377659 	 -0.6935186640 	 -0.6888615963 	 194
-0.1409075898 	 0.2880832490 	 0.0001269449 	 0.0000995182 	 195
0.1409075898 	 -0.2880832490 	 -0.0001269378 	 -0.0000995113 	 196
0.3472210569 	 -0.0348048979 	 0.0000191168 	 0.0000108882 	 197
-0.3472210569 	 0.0348048979 	 -0.0000191162 	 -0.0000108878 	 198
0.0744374543 	 0.8489969874 	 0.0401008970 	 0.0388374793 	 199
-0.0744374543 	 -0.8489969874 	 -0.0401008956 	 -0.0388374780 	 200
