Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 0.3000	Mesh (Number of cells): 1991
0.8659382334 	 0.2408016167 	 -0.1572329289 	 -0.1552344693 	 163
-0.8659382407 	 -0.2408016197 	 0.1572329699 	 0.1552345106 	 164
0.2136702807 	 0.2914257624 	 0.0002439255 	 0.0001912327 	 165
-0.2136702807 	 -0.2914257624 	 -0.0002439331 	 -0.0001912397 	 166
0.6814601445 	 -0.6251673646 	 0.4864065483 	 0.4828814584 	 167
-0.6814601445 	 0.6251673646 	 -0.4864065483 	 -0.4828814585 	 168
-0.4921208921 	 -0.7755096423 	 0.5841000808 	 0.5796117157 	 169
0.4921208921 	 0.7755096423 	 -0.5841000880 	 -0.5796117226 	 170
0.6886549014 	 -0.5884305211 	 0.4137842306 	 0.4094969682 	 171
-0.6886549014 	 0.5884305211 	 -0.4137842306 	 -0.4094969682 	 172
0.0383249872 	 0.8473227029 	 -0.3868403899 	 -0.3777934935 	 173
-0.0383249872 	 -0.8473227029 	 0.3868403893 	 0.3777934930 	 174
-0.5562988043 	 -0.7045188845 	 0.4633914659 	 0.4578309060 	 175
0.5562988043 	 0.7045188845 	 -0.4633914823 	 -0.4578309223 	 176
-0.3395572313 	 -0.6662468487 	 0.1105155144 	 0.1047362654 	 177
0.3395572313 	 0.6662468487 	 -0.1105155204 	 -0.1047362708 	 178
0.3169356975 	 -0.0467445023 	 -0.0000477637 	 -0.0000432388 	 179
-0.3169356975 	 0.0467445023 	 0.0000477615 	 0.0000432366 	 180
-0.3733974044 	 -0.6547296014 	 0.1174612390 	 0.1115446377 	 181
0.3733974044 	 0.6547296014 	 -0.1174612483 	 -0.1115446462 	 182
-0.5424137190 	 -0.7407389986 	 0.5464491174 	 0.5418434566 	 183
0.5424137190 	 0.7407389986 	 -0.5464491283 	 -0.5418434673 	 184
0.2194680675 	 0.9550437319 	 -0.9608716738 	 -0.9606159412 	 185
-0.2194680675 	 -0.9550437319 	 0.9608716738 	 0.9606159412 	 186
0.0017618504 	 -0.9606816590 	 0.8954691564 	 0.8933900330 	 187
-0.0017618504 	 0.9606816590 	 -0.8954691559 	 -0.8933900326 	 188
-0.5001749368 	 -0.7366981600 	 0.4659277681 	 0.4598589728 	 189
0.5001749368 	 0.7366981600 	 -0.4659277804 	 -0.4598589846 	 190
0.2686615511 	 -0.1108548344 	 -0.0000211373 	 -0.0000177115 	 191
-0.2686615511 	 0.1108548344 	 0.0000211379 	 0.0000177119 	 192
0.8858500891 	 0.2757377645 	 -0.2157068097 	 -0.2141484237 	 193
-0.8858501005 	 -0.2757377659 	 0.2157068560 	 0.2141484708 	 194
-0.1409075898 	 0.2880832490 	 -0.0000423801 	 -0.0000347914 	 195
0.1409075898 	 -0.2880832490 	 0.0000423858 	 0.0000347969 	 196
0.3472210569 	 -0.0348048979 	 -0.0000661864 	 -0.0000638025 	 197
-0.3472210569 	 0.0348048979 	 0.0000661861 	 0.0000638020 	 198
0.0744374543 	 0.8489969874 	 -0.4012353005 	 -0.3924160454 	 199
-0.0744374543 	 -0.8489969874 	 0.4012352996 	 0.3924160445 	 200
0.3915079780 	 0.8247918437 	 -0.6057726870 	 -0.6008418480 	 201
-0.3915079780 	 -0.8247918437 	 0.6057726840 	 0.6008418453 	 202
0.1760063819 	 0.2899519869 	 0.0001609438 	 0.0001220305 	 203
-0.1760063819 	 -0.2899519869 	 -0.0001609521 	 -0.0001220383 	 204
0.4234733628 	 0.8380670023 	 -0.7082926295 	 -0.7051741115 	 205
-0.4234733628 	 -0.8380670023 	 0.7082926267 	 0.7051741089 	 206
-0.1877556052 	 0.8796207459 	 -0.5929086859 	 -0.5866603870 	 207
0.1877556052 	 -0.8796207459 	 0.5929086838 	 0.5866603850 	 208
0.0690896961 	 -0.2260535823 	 -0.0000027644 	 -0.0000020775 	 209
-0.0690896961 	 0.2260535823 	 0.0000027664 	 0.0000020794 	 210
0.2659444330 	 0.0352902457 	 0.0000001741 	 -0.0000015876 	 211
-0.2659444330 	 -0.0352902457 	 -0.0000001663 	 0.0000015950 	 212
0.2338750020 	 0.2583691424 	 0.0002187998 	 0.0001706174 	 213
-0.2338750020 	 -0.2583691424 	 -0.0002188066 	 -0.0001706237 	 214
0.2781294441 	 -0.0773561443 	 -0.0000274202 	 -0.0000231081 	 215
-0.2781294441 	 0.0773561443 	 0.0000274169 	 0.0000231049 	 216
0.2327110658 	 -0.1216207456 	 -0.0000094324 	 -0.0000078243 	 217
-0.2327110658 	 0.1216207456 	 0.0000094346 	 0.0000078263 	 218
0.2605977449 	 -0.0487883009 	 -0.0000153793 	 -0.0000132815 	 219
-0.2605977449 	 0.0487883009 	 0.0000153716 	 0.0000132740 	 220
-0.5591474085 	 -0.8042838955 	 0.8085113049 	 0.8082841170 	 221
0.5591474085 	 0.8042838955 	 -0.8085113055 	 -0.8082841176 	 222
-0.1968595752 	 0.1788463891 	 0.0000018166 	 0.0000016216 	 223
0.1968595752 	 -0.1788463891 	 -0.0000018087 	 -0.0000016141 	 224
0.0192945982 	 -0.7780895576 	 0.1702368795 	 0.1627872383 	 225
-0.0192945982 	 0.7780895576 	 -0.1702368833 	 -0.1627872419 	 226
