time = 0.097	Re = 1	rotation = -0.08476
-0.719434	0.555639	5165	
-0.717957	0.557491	5165	
-0.713825	0.562574	5830	
-0.707457	0.570427	5830	
-0.699301	0.580451	8351	
-0.689226	0.592193	9007	
-0.677710	0.605134	6251	
-0.664775	0.618889	6843	
-0.650438	0.633569	6217	
-0.634837	0.649172	6119	
