time = 0.137	Re = 1	rotation = -0.160245
-0.775922	0.474364	7110	
-0.774658	0.476354	7110	
-0.771104	0.481755	7110	
-0.765621	0.490129	3837	
-0.758516	0.500962	8215	
-0.749771	0.513607	8233	
-0.739760	0.527663	8617	
-0.728489	0.542689	8617	
-0.715906	0.558822	6238	
-0.702063	0.576100	8800	
-0.687132	0.593985	8666	
-0.671083	0.611711	5973	
-0.653955	0.629863	8927	
-0.635921	0.648096	8770	
