Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0.01	-1.818598365e-17	-2.273247956e-17	0.25	1
0.02	-4.00571934e-17	-5.047765837e-17	0.5	5.590294954
0.03	-2.906697331e-17	-2.849922418e-17	0.75	2.29358074
0.04	1.915917584e-10	2.606959104e-10	1	3.206254306
0.05	-1.268396237e-08	2.323971832e-09	1.249999994	10.07304314
0.06	4.29397978e-08	-1.336183639e-07	1.499999941	13.676055
0.07	-5.900106863e-08	5.959671631e-08	1.750000235	4.583485811
0.08	-1.722472218e-07	4.628946022e-07	2.000000558	2.296584711
0.09	-4.528589316e-07	1.133019228e-06	2.250000572	9.76114596
0.1	-9.847812822e-07	2.161382588e-06	2.499999859	5.482832462
0.11	-1.9148498e-06	3.891238451e-06	2.74999819	1.036933968
0.12	-3.254966605e-06	6.862888919e-06	2.999995505	4.873638581
0.13	-4.887018477e-06	1.175973613e-05	3.249992018	3.289548346
0.14	-6.506870874e-06	1.932814063e-05	3.499988248	2.694169246
0.15	-7.651337888e-06	3.027391291e-05	3.749985102	0.9105460696
0.16	-7.72370105e-06	4.519855491e-05	3.999983909	5.472289942
0.17	-6.04714462e-06	6.45313461e-05	4.249986451	2.203045155
0.18	-1.918711557e-06	8.850544054e-05	4.499994932	18.81652878
0.19	5.334608018e-06	0.0001171382128	4.750011926	1.930218598
0.2	1.630451132e-05	0.0001502449515	5.000040274	5.1696688
0.21	3.145965137e-05	0.0001874554387	5.250082958	2.096350863
0.22	5.111187296e-05	0.0002282514358	5.500142956	2.424071111
0.23	7.539505442e-05	0.0002720039057	5.750223087	4.935812133
0.24	0.0001042541253	0.000318018118	6.00032586	1.257781346
0.25	0.0001374473756	0.0003655693673	6.250453332	2.174219949
0.26	0.0001745544005	0.0004139449952	6.500606995	7.398933388
0.27	0.0002149942764	0.0004624760187	6.750787682	1.451774136
0.28	0.0002580482289	0.0005105654344	7.000995509	2.849261343
0.29	0.000302887758	0.0005577073172	7.251229851	0.8175529223
0.3	0.0003486043313	0.000603500999	7.501489341	1.176111192
0.31	0.0003942408372	0.0006476566923	7.751771908	0.8397928201
0.32	0.0004388219162	0.0006899955988	8.00207483	1.662834121
0.33	0.0004813828034	0.0007304445777	8.25239482	0.7682115275
0.34	0.0005209952049	0.0007690263029	8.502728119	0.7685630319
0.35	0.0005567897079	0.0008058458385	8.753070602	2.913728148
0.36	0.0005879723873	0.0008410763775	9.003417897	2.806212512
0.37	0.0006138388036	0.000874941235	9.253765499	5.183968934
0.38	0.0006337800775	0.0009076976482	9.504108888	5.984644093
0.39	0.0006472878254	0.0009396208124	9.754443637	7.237757984
0.4	0.0006539624203	0.0009709945706	10.00476551	14.40201374
0.41	0.0006535225551	0.00100210839	10.2550705	9.014715111
0.42	0.0006457994541	0.001033256397	10.50535494	9.046282868
0.43	0.0006305623176	0.001064615919	10.75561556	9.566660148
0.44	0.0006027057676	0.001094364661	11.00585513	5.206576438
0.45	0.0005823490526	0.001116458315	11.2560492	27.77246168
0.46	0.2143269018	-0.6112825986	11.25494036	30.44426109
0.47	9.143006311	2.119370339	5.080433339	30.25279635
0.48	449.9552703	433.0215125	-1914.053243	97.5383975
0.49	39556.08733	33734.6912	-382057.555	13.11937352
0.5	-1.48889386e+11	5.022416557e+10	-2.536105889e+11	45.94961691
0.51	8.934634578e+20	5.779774702e+21	-7.764891916e+31	42749.77373
0.52	2.051995044e+45	2.542406875e+45	8.593093236e+46	19.03074623
0.53	9.367303296e+67	-2.268526296e+67	-5.025254472e+112	444.8558171
0.54	3.725394652e+148	-1.014327538e+148	-5.105574405e+216	411.4247389
0.55	-nan(ind)	-nan(ind)	nan	293401967
0.56	nan	nan	-nan(ind)	1
0.57	-nan(ind)	-nan(ind)	nan	0
0.58	nan	nan	-nan(ind)	0
0.59	-nan(ind)	-nan(ind)	nan	0
0.6	nan	nan	-nan(ind)	0
0.61	-nan(ind)	-nan(ind)	-nan(ind)	0
0.62	nan	nan	-nan(ind)	0
0.63	-nan(ind)	-nan(ind)	nan	0
0.64	-nan(ind)	-nan(ind)	-nan(ind)	0
0.65	-nan(ind)	-nan(ind)	nan	0
0.66	nan	nan	-nan(ind)	0
0.67	-nan(ind)	-nan(ind)	nan	0
0.68	nan	nan	-nan(ind)	0
0.69	-nan(ind)	-nan(ind)	nan	0
0.7	nan	nan	-nan(ind)	0
0.71	-nan(ind)	-nan(ind)	nan	0
0.72	nan	nan	-nan(ind)	0
0.73	-nan(ind)	-nan(ind)	nan	0
0.74	nan	nan	-nan(ind)	0
0.75	-nan(ind)	-nan(ind)	nan	0
0.76	nan	nan	-nan(ind)	0
0.77	-nan(ind)	-nan(ind)	nan	0
0.78	nan	nan	-nan(ind)	0
0.79	-nan(ind)	-nan(ind)	nan	0
0.8	nan	nan	-nan(ind)	0
0.81	-nan(ind)	-nan(ind)	nan	0
0.82	nan	nan	-nan(ind)	0
0.83	-nan(ind)	-nan(ind)	nan	0
