Coord_x	Coord_y	Velosity_Ux	Velocity_Uy	Velocity_P	Num_el
0.1320432885 	 0.8843964117 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 179
-0.1320432885 	 -0.8843964117 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 180
0.2022886117 	 -0.7585160354 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 181
-0.2022886117 	 0.7585160354 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 182
0.2918188008 	 -0.6072202358 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 183
-0.2918188008 	 0.6072202358 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 184
0.0648775216 	 0.6566208790 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 185
-0.0648775216 	 -0.6566208790 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 186
0.0888673733 	 -0.6165201162 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 187
-0.0888673733 	 0.6165201162 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 188
0.3471139974 	 -0.6649740854 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 189
-0.3471139974 	 0.6649740854 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 190
-0.0454825790 	 -0.7105807527 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 191
0.0454825790 	 0.7105807527 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 192
0.0227038276 	 0.7026983338 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 193
-0.0227038276 	 -0.7026983338 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 194
0.2045616728 	 0.8496381569 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 195
-0.2045616728 	 -0.8496381569 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 196
-0.9307798898 	 -0.0954467102 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 197
0.9307798898 	 0.0954467102 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 198
0.0833369428 	 0.5322666667 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 199
-0.0833369428 	 -0.5322666667 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 200
0.0659281905 	 0.6464774662 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 201
-0.0659281905 	 -0.6464774662 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 202
0.0042488430 	 0.7192441624 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 203
-0.0042488430 	 -0.7192441624 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 204
-0.3670549054 	 -0.3634365037 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 205
0.3670549054 	 0.3634365037 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 206
-0.4349959290 	 -0.4130893277 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 207
0.4349959290 	 0.4130893277 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 208
0.0146389947 	 0.7141996655 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 209
-0.0146389947 	 -0.7141996655 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 210
0.0173093931 	 0.7026960850 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 211
-0.0173093931 	 -0.7026960850 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 212
0.0173209631 	 -0.7625057199 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 213
-0.0173209631 	 0.7625057199 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 214
0.5217359054 	 -0.1841906487 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 215
-0.5217359054 	 0.1841906487 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 216
-0.6525256127 	 -0.3224478806 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 217
0.6525256127 	 0.3224478806 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 218
-0.0522729554 	 0.7072964308 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 219
0.0522729554 	 -0.7072964308 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 220
0.0634673399 	 -0.6742947526 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 221
-0.0634673399 	 0.6742947526 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 222
-0.7391089092 	 -0.2772849336 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 223
0.7391089092 	 0.2772849336 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 224
-0.0742293629 	 -0.6353882939 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 225
0.0742293629 	 0.6353882939 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 226
0.0641576390 	 -0.6359527621 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 227
-0.0641576390 	 0.6359527621 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 228
0.1743365513 	 0.5940262082 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 229
-0.1743365513 	 -0.5940262082 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 230
-0.0530398526 	 0.6082555409 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 231
0.0530398526 	 -0.6082555409 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 232
-0.0718272077 	 0.6719921371 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 233
0.0718272077 	 -0.6719921371 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 234
-0.5951332295 	 -0.7271885695 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 235
0.5951332295 	 0.7271885695 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 236
-0.4888058211 	 -0.7351346732 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 237
0.4888058211 	 0.7351346732 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 238
0.3590368248 	 0.2707466483 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 239
-0.3590368248 	 -0.2707466483 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 240
-0.0720965649 	 0.6605040365 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 241
0.0720965649 	 -0.6605040365 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 242
-0.5837572872 	 0.0929450665 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 243
0.5837572872 	 -0.0929450665 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 244
0.2275373331 	 -0.1668856685 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 245
-0.2275373331 	 0.1668856685 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 246
-0.8649409418 	 0.0037385129 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 247
0.8649409418 	 -0.0037385129 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 248
0.0028950884 	 -0.7104350991 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 249
-0.0028950884 	 0.7104350991 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 250
-0.0536326753 	 0.6236143323 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 251
0.0536326753 	 -0.6236143323 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 252
-0.4437269245 	 -0.8300051921 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 253
0.4437269245 	 0.8300051921 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 254
