time = 10	Re = 1	rotation = 1.59139
-0.235563	-0.875694	935	
-0.253677	0.579125	8629	
-0.878344	-0.321820	10688	
-0.162240	0.312673	6724	
0.445215	0.220565	3424	
0.263378	0.408529	4807	
0.150232	0.123160	5360	
-0.314094	-0.663700	2299	
0.184703	0.488508	9530	
0.341840	0.062045	5458	
0.435410	0.102546	4799	
0.144584	0.408821	840	
-0.126431	0.034487	11506	
0.191019	0.735292	2617	
0.655120	-0.549794	6591	
0.822758	0.005696	8801	
-0.055827	0.191641	5944	
-0.862291	-0.255553	8475	
0.919960	0.230532	9684	
-0.816488	-0.425461	7743	
0.099965	0.640895	7982	
0.635979	-0.324139	7753	
-0.089339	0.697638	11117	
-0.529635	0.289291	1199	
-0.523426	0.047011	3406	
0.067860	0.337477	4053	
0.152037	0.689292	1079	
-0.053008	0.651993	10028	
0.540691	0.581351	2841	
-0.109097	-0.021521	6416	
-0.091681	-0.068673	4786	
0.236565	0.094563	11566	
-0.601898	0.066767	2341	
0.855827	0.026434	11090	
0.543339	-0.606030	10305	
0.685575	-0.647319	1580	
-0.125076	0.413765	7910	
0.747210	0.389680	2005	
0.826517	0.043174	11466	
0.197851	0.173159	7458	
-0.180850	0.416631	3810	
0.536633	0.179220	10167	
0.118124	-0.929558	1108	
0.795045	-0.540163	568	
0.745363	-0.456258	7373	
0.184832	0.112025	1391	
0.215932	-0.652282	3068	
0.952552	-0.238678	8836	
-0.543080	0.391436	9309	
-0.078644	0.292903	5662	
-0.548482	0.194339	5506	
0.125219	0.244781	4042	
-0.138640	0.451064	10775	
-0.225808	0.160331	5103	
0.933628	0.122787	4198	
0.736450	-0.221664	10063	
-0.457757	0.254972	8846	
0.188188	-0.687463	4220	
0.591877	0.454660	4104	
0.845247	-0.000704	9305	
0.820973	-0.238590	12119	
0.703475	0.660776	12355	
-0.296691	0.432906	5757	
0.123528	-0.683498	2296	
-0.202991	-0.768322	1184	
0.584826	0.263972	6817	
-0.353764	0.520999	6402	
0.688244	-0.492496	5551	
-0.655009	-0.566843	9730	
0.824079	-0.508521	9398	
