Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 1.5920	Mesh (Number of cells): 437
0.0846209183 	 0.6636259146 	 0.0246095651 	 0.0246095485 	 68
-0.0846209184 	 0.6636259145 	 -0.0196463623 	 -0.0196463556 	 69
-0.7326907294 	 -0.4024349747 	 -0.6109792225 	 -0.6109791921 	 70
-0.1464208126 	 -0.4000313296 	 0.0127693397 	 0.0127693476 	 71
-0.6543306381 	 -0.4349564176 	 -0.4835800832 	 -0.4835800373 	 72
-0.9068259144 	 -0.2849758519 	 -0.9319258659 	 -0.9319258662 	 73
0.7831865929 	 -0.4553817946 	 0.7446693179 	 0.7446692992 	 74
-0.5156971368 	 0.5684076026 	 -0.3487228150 	 -0.3487227265 	 75
0.5158087983 	 0.5683016924 	 0.3473002845 	 0.3473002247 	 76
-0.7469498162 	 -0.1002890996 	 -0.4943618859 	 -0.4943618195 	 77
-0.5101913974 	 -0.1225675600 	 -0.0605118749 	 -0.0605118029 	 78
-0.5438851983 	 0.0163066531 	 -0.0928482861 	 -0.0928482029 	 79
0.1425144515 	 0.6159187578 	 0.0622500696 	 0.0622500072 	 80
-0.1425204118 	 0.6159462292 	 -0.0454181425 	 -0.0454181141 	 81
-0.4758426738 	 -0.0414363805 	 -0.0029157919 	 -0.0029157294 	 82
-0.7696639955 	 0.0336369814 	 -0.5361572663 	 -0.5361572026 	 83
0.8599478940 	 -0.4073035293 	 0.8772448005 	 0.8772447966 	 84
0.3996240018 	 -0.1214622434 	 -0.0523776671 	 -0.0523776753 	 85
-0.2022611590 	 -0.3298097121 	 0.0539523917 	 0.0539523841 	 86
-0.8678368178 	 -0.1985552873 	 -0.8233492703 	 -0.8233492606 	 87
-0.8096725494 	 -0.0411812413 	 -0.6170462769 	 -0.6170462306 	 88
-0.1461422111 	 -0.8263835697 	 -0.1289634181 	 -0.1289634112 	 89
-0.2239247259 	 -0.1886925699 	 0.0426715238 	 0.0426715124 	 90
-0.1622214404 	 -0.2474992240 	 0.0355737216 	 0.0355737114 	 91
-0.8243037880 	 0.0933937487 	 -0.6588133503 	 -0.6588133095 	 92
-0.0769928334 	 -0.7794591974 	 -0.0568572524 	 -0.0568572443 	 93
0.3238965141 	 -0.1341908482 	 -0.0853343861 	 -0.0853343685 	 94
0.8266506562 	 -0.0614697984 	 0.6617331598 	 0.6617331120 	 95
0.7975362529 	 0.0090087974 	 0.5987244099 	 0.5987243523 	 96
-0.6883403566 	 0.3806903855 	 -0.4906642962 	 -0.4906642292 	 97
0.6880379970 	 0.3795772086 	 0.4925616012 	 0.4925615530 	 98
-0.5266126584 	 0.0959557328 	 -0.0809886362 	 -0.0809885515 	 99
-0.2270079908 	 -0.8079112248 	 -0.1757394606 	 -0.1757394475 	 100
-0.3053626827 	 -0.2222654203 	 0.0602912957 	 0.0602913029 	 101
-0.2662806440 	 -0.7317356739 	 -0.1872003468 	 -0.1872003252 	 102
-0.0606287526 	 -0.3733241537 	 -0.0068624916 	 -0.0068624817 	 103
-0.3442528971 	 -0.3030060083 	 0.0238177273 	 0.0238177562 	 104
-0.5934900162 	 0.5956418853 	 -0.4992391963 	 -0.4992391500 	 105
0.5935418201 	 0.5956564464 	 0.4967592653 	 0.4967592341 	 106
0.1866760068 	 0.5090174972 	 -0.0204295025 	 -0.0204295473 	 107
