Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 1.5920	Mesh (Number of cells): 437
0.0846209183 	 0.6636259146 	 -0.0367582029 	 -0.0367581924 	 68
-0.0846209184 	 0.6636259145 	 -0.0361700990 	 -0.0361700889 	 69
-0.7326907294 	 -0.4024349747 	 0.3344962011 	 0.3344961869 	 70
-0.1464208126 	 -0.4000313296 	 -0.0338527097 	 -0.0338527223 	 71
-0.6543306381 	 -0.4349564176 	 0.3268216762 	 0.3268216505 	 72
-0.9068259144 	 -0.2849758519 	 0.2876212776 	 0.2876212775 	 73
0.7831865929 	 -0.4553817946 	 0.4434967301 	 0.4434967223 	 74
-0.5156971368 	 0.5684076026 	 -0.3717114983 	 -0.3717114317 	 75
0.5158087983 	 0.5683016924 	 -0.3694447926 	 -0.3694447452 	 76
-0.7469498162 	 -0.1002890996 	 0.0595200708 	 0.0595200626 	 77
-0.5101913974 	 -0.1225675600 	 0.0134139834 	 0.0134139671 	 78
-0.5438851983 	 0.0163066531 	 -0.0111015434 	 -0.0111015445 	 79
0.1425144515 	 0.6159187578 	 -0.0905954128 	 -0.0905953797 	 80
-0.1425204118 	 0.6159462292 	 -0.0801137065 	 -0.0801136756 	 81
-0.4758426738 	 -0.0414363805 	 -0.0027029282 	 -0.0027029381 	 82
-0.7696639955 	 0.0336369814 	 -0.0348993725 	 -0.0348993693 	 83
0.8599478940 	 -0.4073035293 	 0.4237595793 	 0.4237595786 	 84
0.3996240018 	 -0.1214622434 	 -0.0146948444 	 -0.0146948399 	 85
-0.2022611590 	 -0.3298097121 	 -0.0530647040 	 -0.0530647087 	 86
-0.8678368178 	 -0.1985552873 	 0.1851238340 	 0.1851238329 	 87
-0.8096725494 	 -0.0411812413 	 0.0240749298 	 0.0240749273 	 88
-0.1461422111 	 -0.8263835697 	 0.6849732858 	 0.6849732481 	 89
-0.2239247259 	 -0.1886925699 	 -0.0387071102 	 -0.0387071027 	 90
-0.1622214404 	 -0.2474992240 	 -0.0408074929 	 -0.0408074816 	 91
-0.8243037880 	 0.0933937487 	 -0.0862919123 	 -0.0862919091 	 92
-0.0769928334 	 -0.7794591974 	 0.5659478161 	 0.5659477580 	 93
0.3238965141 	 -0.1341908482 	 -0.0187521018 	 -0.0187520968 	 94
0.8266506562 	 -0.0614697984 	 0.0433856173 	 0.0433856156 	 95
0.7975362529 	 0.0090087974 	 -0.0120515233 	 -0.0120515181 	 96
-0.6883403566 	 0.3806903855 	 -0.2689112930 	 -0.2689112602 	 97
0.6880379970 	 0.3795772086 	 -0.2665223898 	 -0.2665223593 	 98
-0.5266126584 	 0.0959557328 	 -0.0239990413 	 -0.0239990361 	 99
-0.2270079908 	 -0.8079112248 	 0.6722156439 	 0.6722156078 	 100
-0.3053626827 	 -0.2222654203 	 -0.0561698796 	 -0.0561698717 	 101
-0.2662806440 	 -0.7317356739 	 0.5222379565 	 0.5222379018 	 102
-0.0606287526 	 -0.3733241537 	 -0.0774344303 	 -0.0774344211 	 103
-0.3442528971 	 -0.3030060083 	 -0.0101520402 	 -0.0101520632 	 104
-0.5934900162 	 0.5956418853 	 -0.4848299508 	 -0.4848299019 	 105
0.5935418201 	 0.5956564464 	 -0.4828647332 	 -0.4828646978 	 106
0.1866760068 	 0.5090174972 	 -0.0277080907 	 -0.0277080691 	 107
-0.1866511318 	 0.5090755666 	 -0.0149314676 	 -0.0149314596 	 108
0.0704761442 	 -0.4296028067 	 -0.0371145207 	 -0.0371145321 	 109
-0.7792791341 	 -0.1818574202 	 0.1345003564 	 0.1345003465 	 110
0.2473617650 	 0.5368048523 	 -0.0803710457 	 -0.0803710115 	 111
