time = 70	Re = 1	rotation = 11.1407
0.414173	0.811340	1608	
0.628614	-0.094668	2924	
0.683358	0.642547	1064	
0.121615	-0.231212	5550	
-0.707442	-0.404861	637	
-0.671787	0.415236	5076	
-0.180036	-0.255361	3953	
0.117007	-0.747859	1181	
0.380845	0.684153	7829	
-0.529416	-0.141150	8049	
0.586974	0.488911	7309	
-0.261008	-0.705844	1090	
0.073810	-0.065043	5308	
-0.160931	-0.589878	7398	
-0.025184	0.750493	3363	
-0.142206	-0.755121	3164	
-0.157088	-0.094185	4595	
0.903343	-0.074714	5991	
-0.488872	-0.808004	3554	
0.691213	0.624730	1064	
-0.396780	-0.485786	3829	
0.641891	-0.267445	5065	
-0.121965	-0.366708	3200	
-0.168838	-0.515802	551	
-0.118235	-0.466168	7673	
0.184593	-0.539720	4141	
-0.652148	-0.007407	4922	
-0.305955	-0.025625	2099	
-0.696220	-0.546809	6626	
0.019186	0.140197	2864	
-0.152592	0.014017	8657	
-0.278632	-0.502986	7517	
0.068498	0.123762	3669	
-0.800230	0.326283	4475	
-0.548385	-0.022129	7286	
0.603050	-0.302294	3455	
-0.923549	-0.178118	8884	
-0.252740	0.352833	3532	
-0.569414	0.658022	4802	
0.124246	0.786375	3889	
-0.668702	0.219639	1718	
-0.087180	0.312959	9005	
0.742141	0.199305	2533	
-0.801659	0.487093	1714	
-0.353265	-0.895595	804	
-0.515671	-0.225508	6816	
0.308716	-0.510066	2080	
-0.484675	0.189070	2144	
0.634507	-0.750580	4639	
0.355066	0.491269	3133	
-0.339119	0.227782	1439	
-0.147466	-0.552573	4355	
-0.172930	-0.619315	8524	
-0.081848	-0.227879	4361	
0.280435	0.747510	8385	
0.040199	0.187016	4308	
-0.814645	-0.462413	6769	
0.411857	0.435920	7061	
0.405877	0.693288	8496	
-0.388041	-0.014843	3630	
0.028276	0.474442	2153	
0.484710	0.691045	7440	
0.745155	-0.386561	5343	
0.044039	-0.829189	344	
0.798748	-0.542621	5350	
-0.315187	0.276778	4823	
0.143659	0.283284	5075	
0.402499	0.333481	1629	
-0.702306	-0.423729	910	
-0.223636	-0.419706	2003	
0.550197	0.419073	2176	
0.580720	-0.666847	5230	
-0.088259	-0.965247	7595	
0.820823	0.021790	2392	
0.316499	-0.485207	6113	
-0.073998	-0.968438	7606	
-0.256163	0.599460	4341	
-0.081591	0.356071	1137	
-0.112971	-0.577199	4695	
0.121951	-0.607591	8162	
-0.719150	-0.125958	7874	
0.358074	-0.095229	5871	
-0.391701	-0.704891	8305	
-0.898068	-0.312440	1139	
0.074658	-0.262895	1268	
-0.513858	-0.013944	2797	
0.587557	-0.660273	5230	
-0.487214	-0.504208	1905	
0.645950	-0.412863	4615	
-0.576487	-0.586705	8610	
0.712366	-0.654673	8142	
0.377904	0.396444	5402	
-0.072407	-0.618065	454	
-0.263922	0.822944	5021	
0.122839	-0.680592	2734	
0.701242	-0.435249	2875	
-0.142113	0.700583	4292	
0.615048	0.243912	2104	
0.266341	0.695437	646	
-0.364251	-0.273899	7147	
-0.377211	-0.108831	6391	
-0.670331	0.673109	5098	
-0.214172	-0.212722	538	
-0.262858	-0.767283	6041	
0.201575	-0.155988	5522	
-0.692127	-0.553087	6626	
-0.492971	0.519724	4791	
0.598539	0.321990	6151	
0.323746	0.490256	7868	
-0.116977	-0.141112	3463	
-0.208201	0.374531	4245	
0.875798	-0.415028	4929	
0.338042	-0.299593	4150	
-0.662393	0.234355	8624	
-0.314396	0.428879	2120	
-0.242954	-0.319889	7721	
0.489032	-0.830205	875	
-0.049981	-0.041893	4116	
0.632454	0.564598	8748	
0.318872	-0.481590	6113	
-0.179901	-0.795546	7571	
-0.710335	-0.549129	7696	
0.180524	-0.403465	6640	
0.354723	-0.094353	5871	
0.356261	-0.274731	1858	
0.150266	0.823586	4533	
-0.785809	0.006238	2653	
-0.891720	-0.387508	3704	
-0.793486	-0.390255	5944	
0.056739	0.919545	7953	
-0.191775	0.848053	4417	
0.606277	-0.460355	8766	
0.495920	0.476712	8057	
0.127949	0.231344	4709	
-0.405088	-0.785308	5703	
0.397263	-0.672185	1159	
-0.278571	-0.699046	9269	
-0.874900	0.039636	7335	
0.018704	-0.516028	7851	
-0.602724	0.184306	5885	
0.196641	0.642505	8787	
-0.047501	-0.238359	3797	
0.718139	-0.383403	5033	
-0.506483	-0.454543	1356	
-0.326437	0.233422	1440	
0.646718	0.309754	1652	
-0.445852	-0.211490	5949	
-0.066768	0.642171	8149	
-0.532563	-0.823764	931	
-0.241837	-0.925903	1187	
0.259049	0.965012	8939	
0.769824	0.104646	6048	
-0.755263	0.564016	7421	
-0.428421	-0.764577	4151	
-0.806685	0.033523	3375	
0.018566	0.447199	1885	
-0.167664	-0.856390	9271	
0.390162	0.284362	7951	
-0.855304	0.215291	5990	
0.353020	0.407969	6967	
0.770890	0.326786	9084	
0.192999	-0.583034	1349	
-0.763138	-0.205145	6357	
-0.265340	0.183087	6825	
-0.545525	-0.819263	931	
-0.254789	-0.705750	6907	
-0.447564	0.729050	7481	
-0.351187	-0.092758	6894	
-0.599465	-0.421154	1321	
-0.082624	0.848853	3108	
-0.357883	0.702446	241	
0.323299	0.661872	8659	
0.527486	0.192781	6695	
0.972197	0.155530	2846	
-0.078212	-0.240271	5427	
-0.403186	0.508212	3861	
0.127334	-0.190643	4930	
-0.211473	0.911259	8570	
-0.447459	0.803059	3965	
-0.200593	-0.170642	4089	
0.403527	-0.205573	5538	
0.279401	-0.509818	5791	
-0.143259	0.779091	3809	
0.458745	0.703858	8528	
-0.457151	-0.193607	5943	
-0.752470	-0.301319	6601	
-0.271241	-0.130485	5748	
-0.194613	-0.694978	2269	
0.654580	-0.500181	7648	
-0.282624	0.654228	4965	
-0.026849	-0.613801	1831	
-0.876970	-0.078123	3445	
0.504564	-0.815639	875	
-0.502697	-0.089602	2083	
-0.170006	-0.030886	6937	
-0.195805	0.817944	2974	
-0.244582	-0.095126	6525	
0.759769	-0.294153	7238	
-0.740093	0.418172	7016	
-0.235897	0.454834	2177	
0.110000	0.070943	4027	
0.674431	0.205008	6472	
-0.664503	0.251746	8624	
-0.244523	0.696887	5897	
-0.584204	0.479556	3820	
-0.282591	-0.403266	2917	
0.350711	0.783310	6918	
-0.349538	0.849341	5325	
-0.830722	-0.430489	7674	
0.001311	-0.119521	8786	
-0.739086	-0.033508	7142	
0.188821	-0.141610	4956	
0.374212	-0.900357	4198	
0.298638	-0.542754	1911	
0.234182	0.892671	6514	
-0.773468	-0.198038	6295	
0.728881	-0.395510	6382	
-0.302956	0.300589	7120	
0.154390	-0.585517	7846	
-0.006672	0.289968	9060	
0.537632	-0.145464	2328	
-0.698782	0.655850	1243	
-0.495641	-0.615992	7935	
-0.538473	-0.086023	5403	
0.034877	-0.602933	4661	
-0.167348	-0.035864	513	
-0.266920	0.475533	4433	
0.654402	-0.087260	3564	
-0.144878	-0.084833	340	
0.525874	0.618474	7356	
-0.606141	-0.508573	775	
-0.617681	0.354188	4316	
-0.502093	-0.287321	8571	
-0.723852	-0.600685	1170	
0.768016	0.051240	7198	
0.125751	-0.863474	3802	
-0.188446	0.380413	4255	
0.225251	-0.934252	8531	
-0.150400	-0.528843	2152	
0.457718	0.223588	940	
0.539110	-0.491444	1497	
0.758497	0.368042	3703	
0.924886	-0.292317	6138	
0.970270	0.168311	1962	
-0.621120	-0.559309	1445	
-0.512972	-0.072308	3633	
-0.420855	-0.485245	2300	
-0.583929	-0.341074	9187	
-0.772320	-0.123736	3261	
-0.272021	0.233494	5435	
-0.010013	-0.329836	9002	
0.154318	0.119358	6700	
0.387343	0.301418	8795	
0.785269	-0.217182	6715	
0.470603	0.660308	700	
0.384914	0.282329	7951	
0.375581	-0.144881	3602	
0.856487	-0.338713	7859	
0.165958	0.154516	1388	
0.377331	-0.827918	5964	
0.465086	0.587250	8515	
0.200860	0.112369	4910	
0.272361	0.059062	6264	
-0.292300	0.650655	6062	
-0.477044	0.097564	2517	
0.493950	-0.364234	4296	
-0.183730	-0.480926	1688	
-0.383326	-0.882564	6477	
-0.783811	0.045646	2909	
0.490697	-0.741403	1011	
0.574440	0.514436	8997	
0.532134	0.517182	3015	
0.087952	0.944574	8278	
0.061141	-0.212089	2317	
0.325362	-0.351139	3184	
0.416531	-0.696613	4168	
0.422059	-0.456076	2402	
-0.250908	-0.378114	7010	
0.112709	0.098186	3402	
0.769562	-0.109231	5843	
-0.833678	0.273913	1221	
-0.647247	0.673322	7652	
-0.820099	-0.235302	8705	
-0.169816	-0.456451	3993	
-0.798874	0.082237	5019	
0.918151	0.007353	8185	
0.198375	-0.226114	5141	
-0.230499	-0.664419	2061	
-0.389952	-0.540516	9123	
0.752010	0.090471	5927	
-0.204121	-0.543442	2128	
0.532096	-0.205738	3767	
0.281575	-0.666684	4990	
0.125586	0.841733	6029	
0.634471	-0.730559	4639	
0.859602	-0.318035	6823	
-0.162051	-0.663359	2617	
-0.311400	-0.577640	288	
0.873153	-0.170462	4084	
0.538292	-0.042889	8545	
0.101776	-0.294893	3153	
0.199691	0.894819	8432	
-0.655885	-0.181992	8722	
0.625696	-0.123460	5000	
-0.362514	-0.044062	868	
-0.343800	-0.412942	7212	
-0.714551	0.640192	1138	
-0.747859	-0.440797	3145	
-0.376348	-0.201900	1143	
-0.899815	-0.381012	3704	
-0.448418	0.712655	5040	
-0.565860	-0.604460	8318	
-0.010905	-0.575781	3262	
-0.417935	0.068168	5787	
0.417078	-0.567239	6807	
-0.284822	0.608817	4269	
0.392389	0.251877	3042	
-0.506767	0.080262	1706	
-0.346690	-0.526399	5432	
-0.482070	-0.664771	550	
-0.487600	-0.507253	1905	
-0.394564	0.512466	3861	
-0.613979	-0.659546	1859	
-0.650058	0.364876	2293	
-0.047872	0.501485	4988	
-0.748304	0.269781	4494	
-0.712498	0.485112	5444	
-0.456517	0.746552	6159	
0.032299	-0.197934	6637	
-0.500639	-0.648569	713	
0.442961	0.282659	7196	
0.953745	0.262762	5203	
-0.168728	-0.490316	2570	
-0.729514	-0.112060	1285	
0.533621	-0.191849	3239	
-0.210256	-0.716323	3714	
0.616694	0.596909	5210	
-0.410891	0.117875	5676	
-0.419446	0.119814	5676	
-0.431039	0.094325	452	
-0.515662	-0.392216	629	
0.817960	-0.083438	1922	
0.388255	-0.486235	925	
-0.828866	0.212209	5890	
-0.558911	0.398896	8455	
-0.421152	-0.038354	7960	
0.105641	-0.262770	9033	
0.626638	-0.067866	2481	
0.283126	-0.712926	5330	
-0.512469	0.085438	1706	
-0.329491	-0.755299	6329	
0.103330	0.007220	807	
-0.249284	0.804725	3929	
-0.130252	-0.670765	685	
-0.318680	0.211815	1529	
-0.294785	-0.507841	7517	
-0.082842	0.738102	7788	
0.181094	-0.437787	778	
-0.138692	0.729950	7538	
-0.088343	-0.519221	2455	
-0.745227	-0.064817	6961	
0.712751	0.282244	5785	
0.393262	-0.876460	8409	
0.767406	-0.485509	5007	
-0.670735	-0.133906	4542	
-0.314532	0.678236	5012	
0.671566	-0.607475	2098	
0.155461	-0.276351	4993	
0.881141	0.243495	9070	
0.231182	-0.592244	2114	
0.386232	-0.214987	5489	
0.817393	-0.367473	9245	
0.646896	-0.735042	6628	
0.694113	0.165598	3255	
0.423606	0.729368	801	
-0.073355	-0.560672	838	
-0.553924	-0.193176	6898	
-0.675584	-0.559207	4862	
-0.768598	-0.542056	3010	
-0.226707	-0.961462	5104	
-0.850551	-0.030247	2026	
-0.459595	0.225507	3176	
0.247536	0.744581	2229	
-0.596267	0.333361	6569	
0.262619	0.738487	2827	
-0.243652	-0.639677	972	
0.689304	0.146228	638	
-0.647668	0.385071	2293	
-0.341976	-0.264183	5813	
0.153510	-0.426227	6516	
0.110375	0.858805	6348	
-0.759854	0.545346	1454	
0.771813	-0.103934	8641	
0.919646	0.369922	2411	
-0.919962	-0.270923	8726	
-0.541234	0.762992	2991	
-0.180742	0.844996	3732	
-0.436416	0.477902	661	
0.347281	0.463101	1154	
0.033032	0.913898	4676	
0.130194	-0.192866	4930	
-0.635539	0.415422	2208	
0.056052	0.449553	4831	
-0.872128	-0.141132	5207	
-0.763617	-0.258486	7752	
-0.435172	-0.167920	5224	
0.202900	0.903669	8432	
-0.417234	0.025598	6844	
-0.345729	-0.109310	6960	
-0.586039	-0.174625	7064	
-0.218816	-0.402383	2003	
0.887936	0.264919	9006	
0.079521	-0.801527	4669	
0.321837	-0.504793	2080	
-0.698368	0.286490	9030	
-0.369729	0.873755	7114	
0.462449	-0.354081	5545	
-0.333743	-0.052762	3185	
-0.787599	-0.541919	3010	
0.488331	-0.650832	2506	
-0.235463	-0.000132	6384	
0.315732	-0.701891	6681	
-0.888035	0.352078	1477	
0.029730	0.220683	1265	
-0.913439	-0.205801	7423	
-0.155326	-0.704933	1855	
-0.027956	-0.774372	3595	
0.089169	-0.047794	8375	
0.117080	0.348971	3713	
-0.678292	-0.047901	6761	
0.532920	0.593151	7521	
0.121780	-0.420889	7200	
-0.203898	-0.204466	572	
-0.485441	0.066293	1070	
0.498744	0.469844	1000	
0.139520	0.291713	5075	
-0.218053	0.912511	8380	
0.645751	-0.009096	1002	
-0.603197	0.382083	2783	
-0.246841	-0.762026	7397	
-0.735735	0.139911	2188	
0.121373	-0.290078	7370	
-0.508695	0.805416	8879	
-0.262056	-0.414782	8016	
-0.649931	0.207692	1718	
0.144953	0.610495	1636	
0.782846	-0.429883	7920	
0.175905	-0.757066	3885	
-0.153643	-0.699804	1855	
0.017552	0.867558	1719	
0.622484	-0.173303	608	
-0.732022	0.353586	5398	
-0.213605	0.617125	2897	
0.583154	0.641640	7268	
-0.033851	0.783464	7226	
-0.260612	-0.505257	8978	
-0.846095	-0.160270	8847	
0.526658	0.510790	2006	
0.641927	0.311138	1526	
-0.496111	0.631607	1978	
-0.225670	-0.719147	4557	
0.401957	0.623434	2071	
-0.427262	-0.692770	2597	
-0.446770	-0.046759	747	
-0.559119	-0.618172	6872	
-0.446070	0.486307	3039	
0.136498	-0.104223	5453	
-0.148867	-0.863250	5996	
0.582582	0.216785	684	
-0.546199	0.565606	5480	
-0.599914	-0.524672	682	
0.603541	0.675049	4822	
-0.210522	-0.351202	3125	
0.886239	0.263806	9006	
-0.307289	-0.834701	6668	
0.566760	-0.160194	4522	
-0.198346	-0.007365	3835	
-0.398477	0.049804	4860	
0.104723	-0.560802	4196	
0.371402	0.771870	6917	
-0.346657	-0.105231	6960	
0.458105	-0.787647	3954	
-0.947885	0.063948	8019	
-0.460979	0.604519	2693	
-0.539120	-0.637087	7289	
-0.362711	-0.789194	8481	
-0.391619	-0.880249	6477	
-0.587367	0.185065	5903	
-0.373116	0.320632	6119	
0.002921	0.171554	4274	
0.673836	-0.393273	5619	
-0.330302	-0.186838	4981	
0.903734	0.012890	886	
0.375302	-0.552155	3522	
-0.421554	-0.875208	7266	
-0.055268	-0.044260	4116	
-0.473996	0.133441	2416	
0.784951	0.238487	3919	
-0.521566	0.405218	5401	
0.182288	-0.199507	7463	
-0.159221	-0.301201	2185	
-0.180640	-0.563557	4359	
0.486359	-0.551955	6333	
-0.664222	-0.186633	2830	
-0.233438	-0.931653	1187	
-0.216610	-0.224357	441	
0.911570	-0.123737	6275	
-0.058158	-0.115412	9217	
0.261320	0.565704	1642	
-0.346469	0.417955	2992	
0.062090	-0.041775	284	
-0.599295	0.107210	3537	
-0.424939	0.279192	7103	
0.004439	0.927747	1235	
-0.909872	0.324292	5204	
0.081202	0.148850	8099	
0.190221	-0.583148	1349	
0.264126	-0.540486	2259	
-0.940392	0.238787	7670	
0.821250	0.096907	909	
0.216087	0.756241	2382	
-0.108769	-0.545428	7197	
-0.375873	0.578774	6767	
-0.903478	-0.229012	7423	
-0.333983	0.632216	6031	
0.769054	-0.604745	5405	
-0.145352	0.777000	3809	
0.404250	-0.611059	969	
-0.905274	0.246054	6651	
0.306105	-0.228932	5460	
-0.065029	-0.230258	5070	
-0.328786	-0.366336	7796	
-0.236100	-0.179807	3778	
0.576972	-0.321905	4346	
0.486102	-0.471092	6510	
-0.849114	-0.061831	3277	
0.704586	0.464178	5936	
-0.640347	0.406568	2208	
0.159856	-0.711373	7044	
0.782376	0.252743	3746	
0.241506	0.891777	6514	
-0.237504	0.003447	6384	
0.527414	0.568706	3038	
0.499530	0.471120	1000	
-0.048654	0.914311	9050	
0.799721	0.406606	6679	
0.828824	0.427532	571	
-0.838524	0.467664	7363	
-0.236191	-0.669983	2061	
-0.349728	0.010414	6946	
0.233194	-0.396839	4371	
0.667303	0.615233	7590	
0.591160	-0.367085	5546	
-0.627248	-0.065701	5594	
0.071845	-0.200158	2346	
0.263616	-0.579984	2902	
0.269524	-0.152393	3933	
0.488698	0.515658	7881	
0.423409	0.563791	7125	
-0.467206	-0.090569	7889	
-0.234609	-0.138537	6866	
0.717154	0.278994	6566	
0.359726	-0.248741	1308	
0.747962	0.565561	2203	
0.232251	0.759644	2932	
0.204607	-0.175634	5768	
-0.262471	-0.575571	1641	
-0.180183	-0.425077	4649	
-0.669329	-0.130255	4542	
-0.390973	0.044789	4860	
0.277646	-0.501548	5791	
0.482544	-0.393278	5613	
0.033638	0.675410	5436	
0.147318	-0.943067	8225	
0.563170	-0.150838	4522	
-0.613577	-0.390031	1484	
0.633657	0.695365	8803	
-0.520019	0.399224	5401	
-0.383094	-0.106961	5639	
-0.739021	0.467034	7837	
-0.260639	-0.926987	8926	
0.708502	-0.573566	6084	
0.801570	-0.376295	5101	
-0.909300	-0.257674	7757	
0.640421	-0.438488	5412	
-0.725170	-0.474573	3066	
0.736551	-0.502480	7685	
-0.319523	-0.895980	2215	
0.583871	0.504499	8852	
0.210041	-0.572353	4943	
0.811984	-0.222385	7931	
0.080633	-0.413485	4457	
-0.761972	-0.606364	2682	
-0.471281	0.589465	1417	
0.407062	0.745385	6811	
0.379355	0.465128	4829	
0.532287	-0.394946	5675	
-0.141108	0.021837	9009	
0.138407	0.213091	4119	
0.611220	-0.747569	564	
0.184107	-0.862208	5291	
-0.210627	-0.399744	1113	
-0.298172	-0.287616	5699	
0.886796	0.125522	9242	
-0.533537	-0.207530	2187	
-0.779381	-0.176654	5635	
0.567705	-0.529446	3560	
-0.218872	0.614911	2897	
-0.456972	0.007257	6936	
-0.240206	-0.492208	7764	
-0.676546	-0.703490	2656	
-0.188550	0.318904	246	
0.582703	-0.517807	4264	
0.219658	0.916576	7780	
