time = 19	Re = 1	rotation = 3.02379
0.651303	-0.635415	577	
0.492297	0.388161	3911	
-0.705633	-0.610726	1573	
0.248195	-0.021226	7496	
-0.435356	0.680928	5712	
-0.697922	0.375528	3872	
-0.310266	0.378506	2534	
-0.156564	0.742300	7102	
-0.373803	0.678375	3644	
-0.055739	0.565232	1660	
0.729180	-0.130315	1765	
0.313530	0.675613	6605	
0.103981	-0.076534	4373	
-0.540457	0.347791	2753	
0.354507	-0.655478	3063	
0.770415	-0.089578	3033	
0.303175	-0.263483	3016	
-0.238162	-0.879386	7359	
0.828139	0.451244	1098	
-0.472379	-0.797310	7014	
0.340564	0.486021	1951	
-0.563796	-0.384969	5939	
-0.505830	0.163433	2937	
-0.066811	0.442650	6992	
-0.269616	0.422925	2319	
-0.462577	0.324016	2073	
-0.411177	-0.493536	950	
-0.437152	0.245639	5880	
-0.621548	-0.614473	3649	
-0.345366	0.129298	879	
-0.361128	-0.025262	4646	
-0.235625	0.551316	2465	
0.388982	-0.102773	2723	
-0.763602	-0.401669	5890	
0.501352	0.308756	2960	
-0.543269	-0.367583	5503	
0.922788	-0.186685	587	
0.196666	-0.234591	5609	
-0.834013	0.249660	6159	
0.571268	0.544391	2232	
0.230067	-0.660020	1007	
-0.256473	-0.063443	4623	
0.402708	0.654513	8100	
0.667545	-0.658922	2528	
0.930166	-0.245236	6002	
0.400737	0.462152	7954	
-0.444001	0.374259	4564	
0.383240	0.265701	2814	
0.975659	-0.110200	6628	
0.207921	0.472807	1684	
0.209942	-0.245941	9002	
-0.109429	0.496907	5904	
0.349813	0.481132	4565	
0.381316	-0.220847	5424	
0.710577	0.359705	5664	
0.347498	-0.178792	2735	
0.853874	0.382245	1802	
-0.019324	-0.599150	8487	
0.712684	0.351654	5664	
0.038482	0.289959	3764	
0.526567	0.015884	4882	
-0.635311	-0.533330	3375	
-0.402799	0.734866	7297	
-0.095514	0.834877	7440	
0.562747	0.783481	4621	
0.305139	-0.234251	864	
0.511143	-0.112791	2903	
-0.164266	-0.492594	547	
-0.269343	0.767837	6704	
0.036573	0.369951	2394	
-0.045422	0.689667	6868	
0.345364	-0.813176	7299	
0.927719	-0.279277	5009	
-0.789696	-0.246320	4603	
-0.527983	0.230745	5301	
0.904627	-0.352259	1647	
0.465410	0.383708	2638	
0.401136	-0.016593	5725	
-0.157730	0.524567	5077	
-0.355305	0.483915	2598	
0.520649	0.514698	7812	
0.379449	0.147716	4858	
-0.795650	-0.109234	5067	
0.817547	-0.484934	4607	
0.312939	0.007081	8769	
0.539545	0.218415	4587	
0.376681	-0.798300	5750	
-0.006596	0.690242	7882	
-0.035111	0.786611	261	
-0.799523	-0.055968	8990	
0.737389	0.625777	9251	
0.121952	0.462808	6429	
-0.586367	0.270422	3094	
-0.826686	0.251103	7481	
-0.134551	-0.688699	7162	
-0.822690	0.084247	6327	
-0.533501	-0.441295	7910	
-0.356908	-0.554805	1674	
0.252695	-0.699811	9269	
-0.318808	0.540058	377	
0.347195	0.333077	2531	
-0.042973	-0.950407	620	
-0.158736	0.385902	3815	
-0.677930	0.452665	2974	
0.317753	-0.088127	7671	
-0.637008	-0.599460	6063	
-0.125490	-0.722328	3501	
-0.314503	-0.581046	932	
0.634622	-0.164071	3522	
0.429684	-0.127003	3921	
0.211546	-0.235076	6145	
0.581178	0.774637	2815	
0.278545	0.158525	8428	
0.413109	-0.566014	2553	
0.299125	0.246238	3596	
0.135925	0.341586	7473	
0.789053	0.551447	7729	
-0.079957	-0.041093	4390	
-0.568086	-0.595667	908	
-0.535518	0.211433	5120	
-0.530120	0.623020	7257	
-0.889475	0.056958	6248	
0.195896	0.150889	443	
0.345338	0.161465	1121	
0.340746	0.149247	1148	
-0.555217	-0.620219	1442	
-0.734750	0.311336	362	
0.080454	-0.968980	8897	
-0.867686	-0.167503	7807	
0.501501	-0.772833	6494	
-0.622260	0.606941	1864	
-0.406573	0.636386	3290	
0.055246	0.682517	1000	
0.282346	0.199173	1898	
-0.587410	-0.653933	2545	
0.766168	0.132529	5590	
0.279172	0.694942	5179	
-0.878420	0.055488	7104	
-0.518476	0.183459	3741	
0.202868	0.441161	7391	
-0.097323	0.673838	7126	
0.185881	0.134305	8451	
-0.611736	-0.528961	3375	
0.137280	0.619233	8712	
0.380272	-0.177564	4276	
0.734286	0.034004	2686	
-0.502821	0.413934	609	
0.410910	0.425032	9133	
0.268856	-0.942248	7266	
0.948422	0.123845	9078	
0.196341	0.978550	2253	
0.776480	0.154606	5590	
0.424924	-0.841059	8209	
-0.258399	-0.840258	3145	
0.350631	0.732442	9016	
0.324818	0.216183	4873	
0.066176	-0.879822	7353	
0.182046	0.473570	3269	
-0.757590	0.455227	6133	
0.656145	-0.050727	5305	
-0.835687	0.091739	6250	
-0.339693	0.477495	687	
-0.697638	0.395550	1946	
-0.092720	-0.076749	4932	
0.113141	-0.976767	1672	
0.135984	0.764564	7984	
-0.729779	-0.438896	7967	
0.216805	0.305560	5177	
0.075911	-0.727639	8323	
-0.839351	-0.152523	6576	
-0.601333	0.506989	971	
0.709974	-0.226756	6632	
0.182075	0.479771	3269	
0.661165	0.728119	7331	
0.365601	-0.237302	7200	
0.554415	0.281744	8031	
0.252841	-0.065691	4025	
0.124640	-0.928852	8281	
0.880699	-0.264779	4423	
-0.432410	0.273793	2350	
0.441809	-0.203380	2216	
-0.491624	0.296829	3581	
-0.067078	0.805212	2861	
-0.528460	-0.633754	5564	
-0.151293	0.585768	1314	
0.019989	0.835719	8862	
-0.077439	0.345607	3171	
-0.305855	-0.637518	2462	
-0.824043	0.042231	6240	
0.053651	-0.718518	9146	
-0.347933	0.498394	2593	
-0.864738	0.186558	5727	
0.636431	0.715853	7720	
0.418172	0.372652	8226	
0.305012	0.113762	7921	
-0.371691	-0.751091	6677	
-0.454145	0.231551	5880	
-0.632210	-0.508834	3646	
-0.246579	-0.819540	1894	
0.108005	0.233298	2377	
0.279704	-0.209110	1488	
0.721616	-0.149862	1776	
-0.266330	-0.639615	1738	
0.369243	0.606439	6472	
0.722578	-0.220967	7219	
0.015111	0.431729	2373	
-0.679087	0.523570	3727	
0.858830	-0.326198	6099	
0.851169	0.385879	1802	
-0.304725	-0.029751	6377	
0.752507	0.082431	8856	
0.320860	-0.077178	5642	
0.971937	-0.068402	3397	
-0.425317	0.425284	4767	
0.268928	-0.883543	8977	
-0.349554	0.725847	2382	
-0.781347	0.282014	291	
0.260863	-0.243322	5269	
-0.299041	0.485799	1062	
0.356664	-0.176391	2735	
-0.589815	-0.047588	6216	
-0.403883	-0.868217	5430	
0.686870	-0.354743	3867	
0.278190	0.430021	1843	
-0.238389	0.515164	1865	
0.319040	0.110128	7921	
0.497924	0.143173	2231	
-0.126882	0.652604	5233	
0.431922	-0.010396	2982	
0.569968	0.536140	2232	
0.760721	-0.115975	2803	
-0.012112	-0.742358	592	
0.479852	0.418164	4478	
0.829826	0.435805	9250	
0.541858	0.546702	4063	
0.416175	-0.766685	4524	
0.215740	-0.234660	6145	
0.869014	0.408066	830	
-0.083750	0.453775	4740	
0.418859	0.437963	7351	
0.639310	-0.350193	6281	
-0.807471	0.246695	8192	
0.504405	0.827699	3897	
0.658099	0.731158	7331	
-0.198403	0.796524	8919	
0.457542	0.342414	2421	
-0.053727	-0.570719	1852	
-0.364580	0.580494	1081	
-0.790343	0.107004	2274	
-0.298318	-0.058938	4651	
0.306421	0.131454	8999	
-0.131298	0.251587	1012	
0.055656	0.508830	2458	
-0.631738	-0.511304	4302	
0.753194	0.261490	8332	
0.362392	0.464590	5844	
0.367287	0.148473	7532	
-0.887090	-0.249010	7856	
0.314456	0.190726	3360	
-0.896920	-0.151064	8403	
0.487268	0.509870	4135	
0.422505	0.142354	6721	
0.462377	-0.209277	3037	
-0.004024	-0.736756	592	
0.306514	0.283589	5969	
-0.576344	0.224767	2278	
-0.047419	0.412430	8196	
0.928355	-0.249820	5253	
-0.756485	0.249943	1158	
-0.029170	-0.896474	7500	
0.559266	-0.485545	7838	
-0.495281	-0.464705	6530	
-0.729376	-0.605212	8651	
0.122964	-0.050544	4537	
0.450966	-0.163426	1275	
-0.666900	-0.450210	5579	
-0.532150	0.312874	1329	
0.104129	0.364034	6492	
-0.077561	-0.134968	282	
