time = 1	Re = 1
0.200558	-0.002367	0
0.222167	-0.034228	1
0.243184	-0.061635	2
0.290844	-0.082923	3
0.343860	-0.079558	4
0.398029	-0.057384	5
0.424454	-0.038898	6
0.450514	-0.019506	7
0.474848	0.005121	8
0.498438	0.031378	9
0.519771	0.061374	10
0.540171	0.092076	11
0.558131	0.126670	12
0.574833	0.162100	13
0.588834	0.199843	14
0.601498	0.238389	15
0.611183	0.278718	16
0.619396	0.319714	17
0.624749	0.361948	18
0.628474	0.404704	19
0.629344	0.448173	20
0.628563	0.491938	21
0.624921	0.536061	22
0.619584	0.580285	23
0.611514	0.624502	24
0.601753	0.668640	25
0.589366	0.712445	26
0.575176	0.755924	27
0.559063	0.798555	28
0.542664	0.839909	29
