time = 6	Re = 1
0.199844	-0.019465	0
0.195374	-0.061694	1
0.182100	-0.109824	2
0.165187	-0.145539	3
0.148435	-0.183499	4
0.137485	-0.232505	5
0.138827	-0.284030	6
0.151228	-0.318531	7
0.164563	-0.350356	8
0.202115	-0.386718	9
0.249580	-0.380256	10
0.302679	-0.353067	11
0.326643	-0.330303	12
0.351137	-0.306584	13
0.373928	-0.277518	14
0.398311	-0.244648	15
0.416484	-0.209739	16
0.434965	-0.169599	17
0.450347	-0.127516	18
0.462780	-0.079024	19
0.468689	-0.033438	20
0.470972	0.018439	21
0.467191	0.069994	22
0.457357	0.124117	23
0.442047	0.171242	24
0.421116	0.219367	25
0.395888	0.261250	26
0.365864	0.303646	27
0.334351	0.339531	28
0.299229	0.376493	29
0.263778	0.411487	30
0.224742	0.453820	31
0.187863	0.498402	32
0.166035	0.531223	33
0.143545	0.569451	34
0.116769	0.620003	35
0.098422	0.654638	36
0.073680	0.694235	37
0.029114	0.716698	38
-0.015220	0.721865	39
-0.037453	0.716302	40
-0.087179	0.696561	41
-0.093284	0.684676	42
-0.129422	0.664267	43
-0.167499	0.641557	44
-0.204394	0.621244	45
-0.244127	0.602819	46
-0.276059	0.586173	47
-0.317959	0.566641	48
-0.350585	0.548097	49
-0.396318	0.523237	50
-0.422369	0.504804	51
-0.466283	0.474919	52
-0.485612	0.456720	53
-0.524972	0.422526	54
-0.538273	0.406159	55
-0.575682	0.366220	56
-0.588185	0.347214	57
-0.619383	0.304447	58
-0.630776	0.283209	59
-0.657444	0.236732	60
-0.670936	0.205083	61
-0.684302	0.172010	62
-0.693995	0.140798	63
-0.703561	0.108578	64
-0.710111	0.076942	65
-0.716489	0.044426	66
-0.720672	0.010691	67
-0.724456	-0.024343	68
-0.724888	-0.054639	69
-0.725257	-0.085125	70
-0.723518	-0.117450	71
-0.721407	-0.150737	72
-0.712073	-0.209659	73
-0.704937	-0.241091	74
-0.697329	-0.273370	75
-0.680683	-0.323053	76
-0.669475	-0.351593	77
-0.657926	-0.380393	78
-0.633571	-0.428902	79
-0.617834	-0.456482	80
-0.601469	-0.484651	81
-0.573431	-0.524250	82
-0.554551	-0.548741	83
-0.535286	-0.573529	84
-0.501945	-0.609704	85
-0.479252	-0.632446	86
-0.455745	-0.655695	87
-0.420233	-0.685589	88
-0.395701	-0.704812	89
-0.370799	-0.724276	90
-0.322899	-0.756614	91
-0.295418	-0.773191	92
-0.267392	-0.789767	93
-0.215737	-0.815326	94
-0.185533	-0.828108	95
-0.154828	-0.840499	96
-0.121109	-0.850826	97
-0.086692	-0.860026	98
-0.048065	-0.867038	99
-0.009215	-0.872064	100
0.023427	-0.872964	101
0.055181	-0.873476	102
0.088685	-0.871322	103
0.120738	-0.869011	104
0.152255	-0.864096	105
0.182471	-0.859579	106
0.213680	-0.853148	107
0.243930	-0.847280	108
0.294846	-0.834044	109
0.320410	-0.826088	110
0.346357	-0.819045	111
0.394536	-0.802106	112
0.419419	-0.792161	113
0.445164	-0.782609	114
0.488483	-0.762774	115
0.533232	-0.740166	116
0.573965	-0.716348	117
0.616029	-0.689660	118
0.652445	-0.663206	119
0.689723	-0.634130	120
0.725891	-0.602506	121
0.762176	-0.567964	122
0.791460	-0.535945	123
0.821194	-0.501337	124
0.848925	-0.465347	125
0.876464	-0.427000	126
0.899075	-0.391622	127
0.921429	-0.354443	128
0.941389	-0.316999	129
0.960920	-0.277760	130
