time = 4	Re = 1	rotation = 0.636461
0.701149	0.583960	8362	
0.157334	-0.645952	2359	
0.184524	-0.915419	8701	
-0.164825	-0.056090	2623	
0.719660	-0.377559	7628	
0.689117	0.387323	4776	
-0.105600	-0.440151	3826	
0.574398	0.498518	1043	
0.731912	0.249382	7135	
0.548837	-0.316870	6631	
0.665847	-0.319291	4869	
0.742914	0.090728	9317	
-0.095349	0.109034	1823	
0.252606	-0.457231	1571	
-0.261301	-0.703988	9065	
-0.113751	-0.756042	4805	
-0.306207	0.032887	9560	
0.867245	-0.268918	5908	
0.179990	0.926297	8628	
0.549778	-0.746512	9807	
0.593905	-0.158135	9887	
0.161653	-0.682487	4142	
0.263764	-0.284713	5628	
-0.011973	-0.606257	3040	
0.052203	-0.536047	9470	
-0.344252	-0.281964	9351	
0.633714	-0.030918	1862	
0.256151	-0.260462	3800	
0.853124	-0.208045	8175	
-0.099141	0.155213	5529	
-0.100885	0.179809	5393	
0.516990	-0.332686	6355	
-0.011981	-0.237989	3397	
0.832890	-0.233212	6823	
-0.441964	0.193486	7001	
0.600253	0.276310	2800	
0.714119	0.615192	2858	
-0.288972	-0.013519	8955	
0.342148	-0.797557	7532	
-0.006244	-0.792293	1123	
0.687620	-0.132843	5583	
-0.233210	-0.041354	2758	
0.552779	-0.556131	433	
0.923739	0.165223	5450	
0.916034	0.293166	3399	
0.449722	-0.278978	2349	
0.248470	-0.491453	3673	
-0.423365	-0.069557	3359	
0.971094	0.142593	6178	
0.419442	-0.513773	9131	
-0.292364	0.026764	8744	
0.166650	-0.597402	6941	
0.602567	-0.214233	3182	
-0.312660	-0.048551	5184	
-0.233699	-0.776003	3551	
-0.098949	-0.293050	5545	
0.128544	0.927883	498	
-0.388679	-0.543324	1908	
-0.206952	-0.779388	698	
-0.233820	-0.504985	2270	
-0.355128	0.154726	2545	
0.691918	0.473640	7695	
0.235813	-0.802450	4302	
0.104237	-0.818967	10330	
0.084604	0.961381	4101	
-0.261097	-0.147399	9508	
-0.315111	0.207517	3492	
0.550764	-0.601947	254	
-0.252453	-0.547191	9460	
-0.497915	-0.485057	7183	
0.618440	0.635364	1338	
0.955589	0.158676	6436	
0.775144	0.294836	6158	
-0.047114	-0.463032	7712	
0.969114	0.053237	5457	
-0.538975	-0.239501	9129	
-0.006355	-0.251120	4715	
0.304510	-0.544818	988	
0.458103	-0.388015	8262	
0.743516	-0.027708	9084	
-0.285406	-0.261799	3681	
0.553540	0.584851	4449	
0.928816	0.201875	858	
-0.113786	-0.195654	2750	
-0.359137	0.304010	5421	
0.584139	0.665472	7713	
0.363074	-0.581427	8193	
0.734285	0.190490	8734	
0.558041	0.577715	1910	
0.354431	0.899825	688	
0.590092	-0.234737	9571	
-0.209444	-0.458071	6970	
0.447722	-0.736178	7061	
0.617657	0.058853	348	
0.824926	0.030276	2680	
-0.313366	-0.633644	2291	
0.444330	-0.551574	5273	
-0.299227	-0.695503	572	
0.446886	-0.313819	3119	
-0.458647	-0.050202	6104	
0.635970	-0.704166	645	
-0.049493	-0.534666	6658	
0.804568	-0.132440	2948	
-0.189170	0.034048	3594	
0.845219	-0.240363	5645	
0.500708	-0.511691	6200	
0.497367	-0.504485	6200	
0.349473	0.367320	10230	
-0.262401	-0.194527	9107	
-0.284294	-0.053654	4120	
0.164163	0.954473	4509	
-0.144555	-0.363068	8706	
0.666825	0.054858	2776	
-0.416904	-0.225681	7904	
-0.439907	-0.440144	9588	
0.372106	0.887483	688	
-0.014444	-0.072334	9781	
0.565805	0.610690	8101	
0.005946	-0.459282	6677	
0.689371	-0.446701	8770	
0.187235	-0.869245	5823	
0.001242	-0.319772	1607	
-0.268574	-0.295324	622	
-0.224702	-0.331398	3278	
0.666199	0.516174	8316	
0.707216	0.364015	7158	
0.463760	-0.853498	8311	
0.495460	-0.730895	7394	
0.894561	0.224527	1550	
-0.042050	-0.871653	6807	
0.416711	0.656424	2868	
0.520678	-0.167598	3620	
-0.321879	-0.262718	4922	
0.849353	-0.240502	5645	
-0.002821	-0.768075	8885	
0.728428	0.152826	7836	
0.363210	-0.799489	4651	
0.184160	-0.368366	2635	
-0.059449	-0.641163	406	
-0.502484	-0.492552	7183	
0.065470	-0.257709	8181	
0.387799	0.724222	4787	
0.554025	-0.052667	9023	
-0.214190	-0.246050	2753	
0.721478	-0.059812	9527	
-0.461303	-0.469989	712	
0.526066	-0.826072	6564	
0.671846	0.681315	2380	
0.161981	0.983954	3535	
-0.263709	-0.759575	3611	
0.918576	-0.211404	432	
0.832078	0.276784	10114	
-0.032132	-0.812347	9401	
-0.382594	-0.225948	4266	
0.691458	0.542108	10239	
0.580684	-0.286744	1585	
-0.094962	-0.882481	10521	
-0.477426	0.150308	4478	
0.801574	-0.251966	6368	
0.403715	-0.442135	8265	
0.770962	0.209896	9385	
-0.165378	-0.207044	4312	
0.345305	-0.919917	3771	
0.676598	0.299189	7923	
0.854385	0.009845	5211	
-0.474068	-0.270193	1999	
0.352442	-0.632600	801	
0.808042	-0.275010	5902	
0.710085	0.333372	6038	
0.524657	-0.529679	8623	
0.593560	-0.183975	1779	
0.468481	0.864420	2230	
-0.315175	-0.011633	4697	
-0.497610	0.044756	6025	
-0.141668	-0.022161	4491	
0.847600	-0.396049	7085	
0.490484	0.777791	2339	
0.189735	-0.331704	3166	
-0.318907	0.127134	565	
-0.338357	-0.300128	10458	
0.706674	-0.364319	8546	
0.554196	0.623907	7413	
0.544042	-0.238726	6098	
0.256367	-0.772844	5846	
-0.092316	-0.540941	8202	
-0.357916	-0.650787	2491	
0.817241	0.103543	3141	
0.671177	-0.204336	4845	
0.489727	-0.346429	8062	
0.174001	-0.865002	4435	
0.081208	0.955017	6740	
-0.487011	0.013555	7642	
0.011370	-0.277756	9099	
0.520659	0.662306	5689	
0.253807	-0.271363	5308	
0.460720	0.679769	4345	
0.551886	0.649162	7639	
-0.394575	-0.402793	10519	
-0.136817	-0.282819	4358	
0.697595	-0.219916	7229	
0.073996	-0.708006	3314	
0.615621	0.396475	8293	
0.277096	-0.697834	9816	
-0.052940	-0.622604	282	
0.260630	-0.813696	6327	
0.530855	0.750184	7524	
0.106270	0.929832	774	
-0.078391	-0.207096	3305	
0.468057	-0.595656	6171	
-0.191852	0.024154	4193	
0.930260	0.289129	4480	
0.414628	-0.409125	4905	
0.921454	-0.059322	9838	
0.695624	-0.415048	8453	
0.795036	-0.238385	6368	
-0.280104	-0.091120	6735	
0.356700	-0.482456	8644	
