time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	1359	
0.623332	-0.231860	8997	
0.296648	-0.886871	3312	
0.272611	-0.044942	3489	
0.812128	-0.040858	3832	
0.393457	0.671764	7193	
0.337692	0.296006	5161	
0.141091	0.740034	6454	
0.474210	0.601348	6594	
0.520835	0.357238	2206	
0.720796	0.163319	6558	
0.537890	0.516694	397	
0.105855	-0.052905	2748	
0.186806	0.473650	814	
0.215821	-0.729780	2299	
0.323440	-0.700974	8432	
0.222094	-0.227244	2294	
0.902498	-0.101003	9636	
0.100220	0.939518	3103	
0.652482	-0.658834	1363	
0.358653	0.501014	347	
0.607480	-0.350513	3923	
0.038694	0.268510	4382	
0.581679	-0.171845	5259	
0.474944	0.246545	1685	
0.338357	0.349166	6407	
0.317758	0.556373	6872	
0.013817	0.245678	4965	
0.878212	0.018371	5263	
0.055617	-0.097737	4537	
0.019871	-0.116598	9167	
0.481271	0.376841	953	
0.216952	0.130161	1180	
0.865120	0.017073	750	
0.082668	-0.444646	2920	
0.010041	0.684674	3084	
0.647857	0.682125	3922	
0.264526	-0.204623	5570	
0.552151	-0.670672	6629	
0.369101	-0.707486	1437	
0.570026	0.406905	5618	
0.288343	-0.133712	3440	
0.755899	-0.208559	10485	
0.896316	0.276946	2625	
0.891914	0.359219	415	
0.116736	0.533931	5587	
0.412171	0.350466	516	
0.249423	-0.373813	650	
0.965593	0.175965	9865	
0.659734	0.065753	5511	
0.230323	-0.210492	2576	
0.618758	-0.050884	2223	
0.470564	0.431679	2672	
0.287758	-0.233363	7213	
0.102048	-0.815355	3193	
0.354150	0.103278	1542	
0.034563	0.937889	8693	
0.320440	-0.557795	981	
0.140458	-0.805621	2595	
0.536918	-0.104685	4232	
0.099274	-0.295476	3017	
0.469931	0.681811	3142	
0.507649	-0.666813	3417	
0.410676	-0.720466	3612	
0.034188	0.965116	4705	
0.373131	-0.160222	3466	
0.050319	-0.269058	2791	
0.749678	-0.321942	5845	
0.489227	-0.322519	10184	
0.178832	-0.658206	3724	
0.464200	0.748682	978	
0.944336	0.215562	5765	
0.597222	0.566692	3720	
0.267621	0.357914	4169	
0.964598	0.107520	9021	
0.211835	-0.555326	9591	
0.218888	0.138928	2441	
0.617743	0.084380	9732	
0.478950	0.353684	10020	
0.607474	0.428787	4654	
0.469409	-0.088440	8188	
0.229982	0.762941	9722	
0.904716	0.290665	2625	
0.324722	0.039098	1070	
-0.000321	-0.376279	3082	
0.426222	0.770249	6798	
0.679791	-0.088420	4050	
0.483986	0.576995	6374	
0.230202	0.760365	9722	
