time = 4	Re = 10
0.128285	0.157483	0
0.153945	0.140252	1
0.179350	0.123438	2
0.210029	0.078725	3
0.232324	0.043551	4
0.248244	-0.001897	5
0.256274	-0.046797	6
0.267173	-0.095035	7
0.305758	-0.104885	8
0.327605	-0.084749	9
0.349457	-0.062224	10
0.366468	-0.020600	11
0.377587	0.026158	12
0.377271	0.083054	13
0.366706	0.142027	14
0.355300	0.171532	15
0.342689	0.201537	16
0.325438	0.233072	17
0.307151	0.263158	18
0.284995	0.293365	19
0.261194	0.324714	20
0.236566	0.357992	21
0.209795	0.396765	22
0.194404	0.422915	23
0.179152	0.449005	24
0.165247	0.479922	25
0.149234	0.513906	26
0.129341	0.559969	27
0.121052	0.593216	28
0.113172	0.629928	29
0.093609	0.658670	30
0.066109	0.687364	31
0.019654	0.722662	32
-0.019120	0.723090	33
-0.063037	0.709586	34
-0.110176	0.685017	35
-0.137021	0.667584	36
-0.164643	0.653103	37
-0.178166	0.642921	38
-0.210056	0.629550	39
-0.241537	0.615784	40
-0.261035	0.604817	41
-0.316179	0.581471	42
-0.332561	0.571426	43
-0.362082	0.557438	44
-0.391045	0.543170	45
-0.422739	0.523492	46
-0.453667	0.502474	47
-0.485010	0.478860	48
-0.515113	0.454134	49
-0.537848	0.431964	50
-0.560534	0.409364	51
-0.584104	0.382972	52
-0.607601	0.355341	53
-0.634737	0.315291	54
-0.651841	0.287595	55
-0.668930	0.259286	56
-0.686763	0.221561	57
-0.699767	0.191902	58
-0.712833	0.161579	59
-0.726172	0.118087	60
-0.737996	0.071879	61
-0.747112	0.023485	62
-0.753864	-0.026669	63
-0.756096	-0.068404	64
-0.756962	-0.112109	65
-0.754925	-0.157494	66
-0.750675	-0.204905	67
-0.743854	-0.244928	68
-0.735430	-0.286911	69
-0.724001	-0.328972	70
-0.710523	-0.372249	71
-0.697162	-0.406046	72
-0.682674	-0.440902	73
-0.664575	-0.477942	74
-0.644374	-0.516205	75
-0.624397	-0.548781	76
-0.602922	-0.582122	77
-0.579175	-0.613987	78
-0.553754	-0.646597	79
-0.529276	-0.674011	80
-0.503277	-0.702041	81
-0.475601	-0.728452	82
-0.445619	-0.755422	83
-0.416068	-0.778728	84
-0.385061	-0.802079	85
-0.351906	-0.824105	86
-0.316956	-0.846026	87
-0.283935	-0.863968	88
-0.249254	-0.881461	89
-0.213152	-0.897417	90
-0.175615	-0.912707	91
-0.139203	-0.924653	92
-0.100847	-0.936045	93
-0.057532	-0.945464	94
-0.012125	-0.954001	95
0.018949	-0.959116	96
0.048827	-0.964328	97
0.098326	-0.972909	98
0.139921	-0.992539	99
