time = 12	Re = 10
0.106215	0.176660	0
0.147722	0.138446	1
0.174813	0.108530	2
0.196781	0.079910	3
0.208538	0.045628	4
0.220333	-0.001921	5
0.218020	-0.044388	6
0.210426	-0.085069	7
0.195443	-0.133564	8
0.173247	-0.172838	9
0.154378	-0.206422	10
0.134384	-0.241460	11
0.124382	-0.284535	12
0.124153	-0.315163	13
0.123610	-0.345769	14
0.127060	-0.382595	15
0.131262	-0.417567	16
0.139174	-0.455991	17
0.149406	-0.487278	18
0.181933	-0.522148	19
0.226044	-0.516338	20
0.272954	-0.506901	21
0.305092	-0.489674	22
0.335340	-0.472817	23
0.363419	-0.454489	24
0.390574	-0.436386	25
0.415044	-0.411235	26
0.438432	-0.384977	27
0.463533	-0.340939	28
0.458830	-0.328558	29
0.444405	-0.321682	30
0.417035	-0.329245	31
0.401702	-0.334544	32
0.389182	-0.334115	33
0.373194	-0.338653	34
0.357192	-0.340892	35
0.336310	-0.343767	36
0.316386	-0.342237	37
0.293984	-0.337526	38
0.273682	-0.323741	39
0.258759	-0.292965	40
0.254174	-0.266300	41
0.254043	-0.233678	42
0.259245	-0.187961	43
0.264414	-0.156860	44
0.271376	-0.122288	45
0.278230	-0.081901	46
0.281594	-0.030494	47
0.278624	0.002050	48
0.274566	0.035002	49
0.263592	0.070254	50
0.250308	0.104810	51
0.226014	0.149323	52
0.193720	0.191692	53
0.172490	0.220294	54
0.149085	0.246671	55
0.135799	0.273832	56
0.122191	0.300996	57
0.113056	0.337298	58
0.104804	0.389058	59
0.104226	0.415586	60
0.098842	0.472631	61
0.097123	0.511162	62
0.097103	0.551932	63
0.099442	0.595168	64
0.089393	0.653270	65
0.066091	0.646524	66
0.050694	0.700701	67
0.029362	0.710215	68
-0.008836	0.715572	69
-0.045049	0.713622	70
-0.012478	0.713150	71
0.019585	0.706251	72
0.029809	0.719626	73
0.022063	0.705292	74
-0.012151	0.713974	75
-0.045746	0.712395	76
-0.017376	0.719104	77
0.014659	0.717757	78
0.050510	0.701873	79
0.043709	0.690330	80
0.016778	0.694030	81
-0.021723	0.708036	82
-0.033868	0.713612	83
-0.019811	0.708908	84
0.026058	0.691833	85
0.043918	0.689589	86
0.049832	0.703785	87
0.012192	0.717521	88
-0.020257	0.719132	89
-0.046544	0.710410	90
-0.031724	0.704597	91
-0.044563	0.711828	92
-0.021431	0.722686	93
0.024325	0.706401	94
0.045503	0.692430	95
0.046165	0.690449	96
0.048575	0.707010	97
0.050284	0.702551	98
0.028131	0.697274	99
-0.027543	0.713148	100
-0.023860	0.707094	101
-0.019736	0.714026	102
-0.026529	0.708002	103
-0.018629	0.714679	104
-0.019762	0.704613	105
-0.033042	0.713364	106
0.016285	0.702827	107
0.033721	0.712182	108
0.010178	0.706528	109
-0.039662	0.716296	110
-0.003731	0.723114	111
0.026238	0.721111	112
0.031744	0.719144	113
