time = 5.6	Re = 10
0.122360	0.165264	0
0.153983	0.137866	1
0.182040	0.115357	2
0.200726	0.082568	3
0.215473	0.058363	4
0.227911	0.016059	5
0.236798	-0.011020	6
0.234804	-0.049419	7
0.233984	-0.078487	8
0.227437	-0.111160	9
0.222237	-0.141990	10
0.221227	-0.201097	11
0.261546	-0.230803	12
0.288581	-0.218409	13
0.318410	-0.198598	14
0.346093	-0.159769	15
0.369952	-0.111821	16
0.383798	-0.053887	17
0.385437	-0.023409	18
0.386557	0.008930	19
0.381338	0.039976	20
0.373887	0.072496	21
0.360699	0.106408	22
0.344124	0.141025	23
0.322623	0.175061	24
0.295270	0.211693	25
0.262717	0.251209	26
0.224190	0.294114	27
0.201789	0.322625	28
0.179639	0.355348	29
0.160060	0.394212	30
0.140427	0.442402	31
0.130215	0.477235	32
0.121783	0.509814	33
0.113712	0.543669	34
0.105365	0.578092	35
0.104693	0.611168	36
0.093919	0.645338	37
0.067257	0.675984	38
0.049422	0.692650	39
0.018113	0.721374	40
-0.008536	0.715225	41
-0.042415	0.715865	42
-0.039567	0.713334	43
-0.017807	0.705421	44
-0.010676	0.713868	45
-0.057755	0.686859	46
-0.106186	0.664097	47
-0.135585	0.644515	48
-0.174045	0.627025	49
-0.211669	0.610529	50
-0.245588	0.594757	51
-0.276190	0.579772	52
-0.306437	0.564285	53
-0.345998	0.542253	54
-0.372039	0.526852	55
-0.398178	0.511377	56
-0.414700	0.498366	57
-0.441596	0.478535	58
-0.468461	0.457933	59
-0.490734	0.437379	60
-0.512941	0.416632	61
-0.533580	0.392450	62
-0.565370	0.353729	63
-0.594013	0.313174	64
-0.605699	0.291506	65
-0.630044	0.246820	66
-0.651012	0.201050	67
-0.667628	0.151899	68
-0.680397	0.102277	69
-0.689844	0.049684	70
-0.695618	-0.003307	71
-0.696356	-0.043701	72
-0.695433	-0.086096	73
-0.691409	-0.131865	74
-0.684624	-0.180417	75
-0.670415	-0.238247	76
-0.658138	-0.277051	77
-0.643457	-0.318147	78
-0.622301	-0.363804	79
-0.603614	-0.399760	80
-0.581974	-0.437923	81
-0.550503	-0.482915	82
-0.513752	-0.528702	83
-0.493370	-0.550791	84
-0.473023	-0.572877	85
-0.450506	-0.594551	86
-0.427070	-0.616800	87
-0.387934	-0.648525	88
-0.342743	-0.681793	89
-0.292950	-0.715124	90
-0.264459	-0.732575	91
-0.234624	-0.750642	92
-0.181554	-0.778223	93
-0.148566	-0.793210	94
-0.113479	-0.807539	95
-0.074703	-0.819091	96
-0.034323	-0.827864	97
0.012077	-0.831960	98
0.057859	-0.831861	99
0.091866	-0.827544	100
0.123430	-0.823131	101
0.156239	-0.815762	102
0.187453	-0.808988	103
0.219361	-0.799695	104
0.249942	-0.790932	105
0.281595	-0.780524	106
0.312664	-0.770709	107
0.337561	-0.760800	108
0.363279	-0.751914	109
0.388924	-0.740937	110
0.415516	-0.730112	111
0.439251	-0.717953	112
0.464249	-0.706373	113
0.488834	-0.692566	114
0.514323	-0.678689	115
0.555373	-0.652513	116
0.598670	-0.622596	117
0.639521	-0.590223	118
0.680213	-0.553778	119
0.713863	-0.519051	120
0.748579	-0.479977	121
0.781200	-0.438236	122
0.812657	-0.393594	123
0.837765	-0.352496	124
0.862087	-0.308447	125
0.882938	-0.264338	126
0.902536	-0.217646	127
0.917285	-0.174751	128
0.931459	-0.127785	129
0.943163	-0.074189	130
0.948266	-0.042796	131
0.953172	-0.011548	132
0.958071	0.030532	133
0.962107	0.073187	134
0.964863	0.107767	135
0.967304	0.142643	136
0.983058	0.199821	137
