time = 10	Re = 10
0.109717	0.176480	0
0.150766	0.136482	1
0.179678	0.105133	2
0.209373	0.054828	3
0.217769	0.015998	4
0.222629	-0.009323	5
0.217934	-0.054581	6
0.216036	-0.083078	7
0.200737	-0.124932	8
0.190770	-0.153153	9
0.166195	-0.192685	10
0.146805	-0.230156	11
0.137689	-0.275185	12
0.139279	-0.328321	13
0.143629	-0.358618	14
0.148453	-0.389505	15
0.163036	-0.437679	16
0.201374	-0.468578	17
0.256743	-0.466906	18
0.297048	-0.442720	19
0.333324	-0.408309	20
0.347857	-0.378178	21
0.357574	-0.346124	22
0.355771	-0.318069	23
0.352322	-0.305513	24
0.352572	-0.289027	25
0.346193	-0.278520	26
0.341133	-0.265356	27
0.333590	-0.250555	28
0.326786	-0.234023	29
0.318254	-0.213784	30
0.310831	-0.187318	31
0.308125	-0.144860	32
0.308007	-0.112602	33
0.307807	-0.075589	34
0.303176	-0.019718	35
0.296832	0.013578	36
0.288251	0.049351	37
0.274741	0.089210	38
0.252901	0.134699	39
0.222778	0.181416	40
0.189159	0.221781	41
0.167483	0.248041	42
0.148018	0.273858	43
0.127216	0.321419	44
0.114690	0.375786	45
0.109390	0.411959	46
0.103377	0.459722	47
0.101981	0.488631	48
0.098343	0.521803	49
0.096401	0.559369	50
0.108442	0.613144	51
0.074410	0.647829	52
0.058257	0.680234	53
0.047950	0.691084	54
0.032866	0.712371	55
0.009020	0.707072	56
-0.038843	0.716491	57
0.012118	0.705184	58
0.038488	0.708806	59
0.012542	0.705623	60
-0.027763	0.715127	61
-0.023316	0.703491	62
-0.013579	0.716162	63
-0.027747	0.705401	64
-0.011386	0.717299	65
0.045422	0.707585	66
0.007438	0.709798	67
-0.032967	0.712081	68
-0.025556	0.706650	69
-0.029539	0.712400	70
0.003127	0.702689	71
0.033012	0.696706	72
0.049272	0.705626	73
0.039191	0.715026	74
0.045471	0.691875	75
0.046336	0.690953	76
0.030591	0.706707	77
-0.002055	0.713354	78
-0.032793	0.720408	79
0.006717	0.710156	80
0.037060	0.707448	81
0.016614	0.699356	82
-0.023144	0.709017	83
-0.024975	0.714056	84
-0.026727	0.713103	85
-0.030936	0.708671	86
-0.029153	0.709162	87
-0.022121	0.712365	88
-0.026187	0.712889	89
0.003347	0.704060	90
0.032451	0.695973	91
0.050826	0.700818	92
0.048308	0.695366	93
