time = 6	Re = 10
0.120831	0.167315	0
0.153874	0.137467	1
0.182427	0.113566	2
0.202108	0.078966	3
0.216266	0.053331	4
0.228784	0.007304	5
0.234773	-0.025849	6
0.232081	-0.065354	7
0.227467	-0.095010	8
0.218342	-0.130016	9
0.211580	-0.162571	10
0.210062	-0.193366	11
0.209951	-0.223347	12
0.250926	-0.258227	13
0.278765	-0.247270	14
0.309369	-0.228074	15
0.338347	-0.190391	16
0.364035	-0.143584	17
0.380709	-0.086838	18
0.383859	-0.057096	19
0.386779	-0.025227	20
0.383492	0.005188	21
0.378160	0.037404	22
0.367358	0.071420	23
0.352909	0.106106	24
0.333176	0.140853	25
0.307276	0.178807	26
0.274556	0.221002	27
0.254080	0.244556	28
0.233427	0.267219	29
0.208467	0.297206	30
0.183419	0.331043	31
0.161491	0.371288	32
0.140213	0.420420	33
0.129507	0.458945	34
0.121073	0.494625	35
0.113050	0.531670	36
0.102949	0.571445	37
0.107310	0.612549	38
0.086781	0.652345	39
0.059279	0.682441	40
0.050661	0.700634	41
0.023935	0.708020	42
-0.018270	0.721284	43
-0.024967	0.718462	44
-0.043769	0.704214	45
-0.037562	0.705415	46
-0.011473	0.714575	47
-0.023543	0.717563	48
-0.068115	0.679636	49
-0.100558	0.663482	50
-0.129217	0.643585	51
-0.159696	0.626455	52
-0.212790	0.604851	53
-0.260372	0.584584	54
-0.299942	0.565309	55
-0.335153	0.546449	56
-0.368486	0.526678	57
-0.410983	0.498128	58
-0.438071	0.477897	59
-0.465332	0.456699	60
-0.481044	0.440896	61
-0.507519	0.415157	62
-0.533285	0.388100	63
-0.553646	0.362353	64
-0.573798	0.335862	65
-0.591090	0.307154	66
-0.617566	0.260303	67
-0.640062	0.212093	68
-0.648028	0.187949	69
-0.664840	0.136569	70
-0.677705	0.084638	71
-0.685344	0.030937	72
-0.688507	-0.022535	73
-0.687639	-0.078148	74
-0.682725	-0.133519	75
-0.675379	-0.174266	76
-0.665484	-0.217068	77
-0.651857	-0.262492	78
-0.634694	-0.310475	79
-0.621557	-0.337597	80
-0.608226	-0.365125	81
-0.587805	-0.401325	82
-0.564209	-0.439597	83
-0.533676	-0.480579	84
-0.507555	-0.512711	85
-0.477666	-0.546904	86
-0.437257	-0.585296	87
-0.414289	-0.604648	88
-0.391188	-0.624211	89
-0.366392	-0.642587	90
-0.340804	-0.661718	91
-0.313086	-0.680293	92
-0.283323	-0.700563	93
-0.234277	-0.730099	94
-0.204622	-0.746615	95
-0.173569	-0.763506	96
-0.137623	-0.780456	97
-0.098154	-0.796384	98
-0.050090	-0.809927	99
0.002361	-0.817791	100
0.045570	-0.817490	101
0.085627	-0.813369	102
0.128565	-0.805050	103
0.167789	-0.795322	104
0.203669	-0.784166	105
0.237502	-0.773196	106
0.272101	-0.760306	107
0.306710	-0.748052	108
0.330885	-0.737313	109
0.356158	-0.727779	110
0.382062	-0.715808	111
0.408989	-0.704303	112
0.435455	-0.690355	113
0.462266	-0.676334	114
0.489999	-0.659966	115
0.518408	-0.643156	116
0.540255	-0.627621	117
0.564133	-0.611630	118
0.586749	-0.593619	119
0.611214	-0.574381	120
0.631573	-0.555290	121
0.653746	-0.535269	122
0.674530	-0.513550	123
0.696297	-0.490543	124
0.729547	-0.450020	125
0.763848	-0.403773	126
0.794343	-0.355836	127
0.823130	-0.303471	128
0.844940	-0.256029	129
0.866063	-0.203298	130
0.883742	-0.148609	131
0.898887	-0.090696	132
0.908535	-0.039493	133
0.915706	0.014518	134
0.919166	0.067073	135
0.920376	0.122108	136
0.917875	0.170845	137
0.913152	0.223898	138
0.902830	0.282387	139
0.895027	0.315742	140
0.886584	0.349870	141
0.873985	0.393655	142
0.859307	0.438947	143
0.846889	0.474996	144
0.834008	0.510731	145
0.827933	0.543468	146
0.823050	0.574220	147
