time = 4.65	Re = 10
0.125917	0.160560	0
0.154063	0.139103	1
0.180649	0.120025	2
0.212637	0.070599	3
0.235699	0.017623	4
0.244182	-0.033927	5
0.245109	-0.089631	6
0.249487	-0.141988	7
0.288829	-0.159314	8
0.313693	-0.143078	9
0.339439	-0.120489	10
0.362038	-0.079652	11
0.378370	-0.031447	12
0.383918	0.027473	13
0.381175	0.058391	14
0.377836	0.089625	15
0.368398	0.120373	16
0.356702	0.151630	17
0.339667	0.185130	18
0.320889	0.217511	19
0.297616	0.248583	20
0.271138	0.281283	21
0.242702	0.315819	22
0.211253	0.356356	23
0.193940	0.383202	24
0.176443	0.412658	25
0.160461	0.447679	26
0.143642	0.488281	27
0.124112	0.543346	28
0.112233	0.589396	29
0.107039	0.622386	30
0.095521	0.653270	31
0.068261	0.677480	32
0.038463	0.715526	33
0.016801	0.719867	34
-0.039855	0.717464	35
-0.046758	0.706131	36
-0.089687	0.688975	37
-0.116055	0.674635	38
-0.141209	0.659199	39
-0.183083	0.633674	40
-0.211524	0.618407	41
-0.248951	0.602104	42
-0.263711	0.592988	43
-0.307202	0.573759	44
-0.347884	0.553378	45
-0.370117	0.539167	46
-0.403658	0.519549	47
-0.436423	0.498565	48
-0.452984	0.484512	49
-0.485402	0.459437	50
-0.516342	0.433124	51
-0.546809	0.401211	52
-0.575131	0.367618	53
-0.602311	0.330506	54
-0.627130	0.292120	55
-0.644061	0.260280	56
-0.660526	0.227069	57
-0.676296	0.189785	58
-0.691137	0.150230	59
-0.704820	0.097945	60
-0.712203	0.062114	61
-0.718983	0.024643	62
-0.722910	-0.021333	63
-0.724602	-0.057672	64
-0.725572	-0.095766	65
-0.721690	-0.146111	66
-0.714339	-0.199156	67
-0.702916	-0.252810	68
-0.687804	-0.307693	69
-0.671920	-0.350840	70
-0.652900	-0.396006	71
-0.630206	-0.441264	72
-0.603678	-0.487804	73
-0.578578	-0.524819	74
-0.550200	-0.563733	75
-0.518903	-0.600725	76
-0.484006	-0.638584	77
-0.454453	-0.666220	78
-0.421849	-0.694933	79
-0.384076	-0.723902	80
-0.341931	-0.754021	81
-0.302999	-0.778122	82
-0.260122	-0.802778	83
-0.214585	-0.825012	84
-0.162663	-0.846835	85
-0.114009	-0.862592	86
-0.059699	-0.875948	87
-0.003965	-0.884402	88
0.054820	-0.887930	89
0.106115	-0.886439	90
0.156993	-0.882835	91
0.205405	-0.876963	92
0.252645	-0.869763	93
0.293672	-0.861689	94
0.334542	-0.852856	95
0.373730	-0.842395	96
0.413025	-0.831260	97
0.448233	-0.818922	98
0.484996	-0.805212	99
0.524509	-0.787057	100
0.566921	-0.765959	101
0.595540	-0.750657	102
0.624250	-0.735280	103
0.672336	-0.709198	104
0.719667	-0.697401	105
