time = 3.4	Re = 10
0.130419	0.154750	0
0.177932	0.126647	1
0.205516	0.091131	2
0.228976	0.064348	3
0.245439	0.027468	4
0.259950	-0.004787	5
0.278022	-0.047025	6
0.316091	-0.050051	7
0.352673	-0.005553	8
0.364805	0.034756	9
0.371262	0.078970	10
0.367258	0.132292	11
0.354956	0.186926	12
0.343324	0.214972	13
0.331324	0.243196	14
0.315212	0.273165	15
0.298555	0.301925	16
0.279041	0.330776	17
0.258521	0.361107	18
0.237646	0.393249	19
0.214191	0.430393	20
0.186727	0.477769	21
0.173056	0.504879	22
0.159128	0.532310	23
0.140440	0.571055	24
0.125480	0.614744	25
0.103168	0.660068	26
0.069546	0.695186	27
0.039461	0.715413	28
0.006014	0.726026	29
-0.030238	0.725385	30
-0.082720	0.707770	31
-0.101850	0.695865	32
-0.153892	0.670908	33
-0.171929	0.658894	34
-0.213084	0.642179	35
-0.228119	0.633040	36
-0.273479	0.617008	37
-0.301260	0.604370	38
-0.328914	0.591701	39
-0.358157	0.577838	40
-0.386721	0.563725	41
-0.433338	0.536980	42
-0.483866	0.505090	43
-0.516852	0.478884	44
-0.559440	0.443360	45
-0.584877	0.417102	46
-0.623009	0.376985	47
-0.647216	0.344952	48
-0.671110	0.310809	49
-0.693699	0.274395	50
-0.715056	0.236285	51
-0.730660	0.202856	52
-0.745846	0.168078	53
-0.759665	0.130763	54
-0.772667	0.091827	55
-0.781277	0.056977	56
-0.789478	0.021045	57
-0.795607	-0.016604	58
-0.800868	-0.055352	59
-0.802907	-0.087501	60
-0.804652	-0.120047	61
-0.804568	-0.156156	62
-0.803789	-0.193214	63
-0.800784	-0.226507	64
-0.797312	-0.260262	65
-0.791454	-0.294562	66
-0.785157	-0.329236	67
-0.777536	-0.360189	68
-0.769554	-0.391454	69
-0.759568	-0.422603	70
-0.749252	-0.454133	71
-0.737509	-0.483214	72
-0.725475	-0.512506	73
-0.711235	-0.542252	74
-0.696504	-0.572222	75
-0.681262	-0.599000	76
-0.665936	-0.625787	77
-0.648762	-0.652304	78
-0.631370	-0.678843	79
-0.612735	-0.703207	80
-0.593948	-0.727613	81
-0.570111	-0.753881	82
-0.544822	-0.780762	83
-0.508982	-0.818647	84
-0.476734	-0.852755	85
-0.449719	-0.895663	86
