Coord_center_el.x 	 Coord_center_el.y 	 U_ik_x_nx	U_ik_y_ny 	U_ik_x_ny 	U_ik_y_nx 	Time: 2.1870	Mesh (Number of cells): 5742
-0.1946052595 	 -0.6544574742 	 -0.0005943866 	 0.0006508207 	 -0.0010207496 	 0.0002591770 	 277
-0.1947655233 	 0.6544706739 	 0.0006110628 	 -0.0006629305 	 -0.0010392913 	 0.0003243329 	 278
0.6906881137 	 0.6287616803 	 -0.0008083348 	 0.0007897527 	 -0.0015489605 	 0.0017132282 	 279
0.7423248301 	 0.2901473186 	 -0.0005039100 	 0.0004669458 	 -0.0004156109 	 0.0016116745 	 280
0.2165794309 	 0.0798090444 	 0.0000983296 	 -0.0000910383 	 0.0000828022 	 0.0001962497 	 281
-0.6109085312 	 0.0851223344 	 0.0002429884 	 -0.0001850817 	 -0.0000104312 	 0.0000845986 	 282
-0.2163731967 	 0.6578510795 	 0.0007697473 	 -0.0006999567 	 -0.0012465967 	 0.0003724966 	 283
-0.5574411539 	 -0.0854979329 	 -0.0001170913 	 0.0000969359 	 0.0002964596 	 -0.0000191053 	 284
0.8183317558 	 -0.3873240171 	 0.0004390556 	 -0.0004628235 	 -0.0007300637 	 0.0016493488 	 285
-0.7111168663 	 0.2686230587 	 0.0005850740 	 -0.0005508873 	 -0.0003571903 	 0.0014993672 	 286
-0.8891797537 	 0.0160875746 	 -0.0000664946 	 0.0000796137 	 -0.0007412917 	 0.0014398819 	 287
-0.5849041091 	 0.4716846221 	 0.0005366157 	 -0.0005454842 	 -0.0007898698 	 0.0010076226 	 288
-0.2160845417 	 -0.6577058949 	 -0.0007365544 	 0.0006677964 	 -0.0012074689 	 0.0002994680 	 289
0.3050359834 	 -0.1154705473 	 -0.0001252339 	 0.0001278453 	 0.0000922778 	 0.0001283233 	 290
0.3015839159 	 -0.1366683633 	 -0.0001381296 	 0.0001378273 	 0.0000877369 	 0.0001324169 	 291
-0.2163855301 	 -0.0797345567 	 0.0000978457 	 -0.0000896848 	 0.0000808618 	 0.0001938337 	 292
0.8563310804 	 0.2052327787 	 -0.0000576573 	 0.0000203797 	 -0.0003794296 	 0.0015227190 	 293
0.1215111336 	 0.7802954452 	 0.0000240007 	 0.0000357748 	 -0.0019240337 	 0.0002939587 	 294
0.7142517920 	 0.6179010760 	 -0.0008220352 	 0.0008304800 	 -0.0014878470 	 0.0017163530 	 295
0.5576724447 	 -0.0855791813 	 0.0001383417 	 -0.0001150553 	 0.0002731178 	 -0.0000127474 	 296
-0.4862324086 	 0.7965486253 	 0.0006180070 	 -0.0006072765 	 -0.0018166849 	 0.0010978718 	 297
-0.4862324086 	 -0.7965486253 	 -0.0006312310 	 0.0006280346 	 -0.0018122806 	 0.0011237009 	 298
0.1216271163 	 -0.7801336127 	 0.0000203573 	 -0.0000767956 	 -0.0020286893 	 0.0003668630 	 299
