Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0.001	4.964837198e-07	2.211259499e-05	-0.00126216745	1
0.002	-1.768601276e-07	5.995159707e-05	-0.003371637575	34.90632416
0.003	5.683050282e-08	7.312384109e-05	-0.004015132383	7.145949053
0.004	7.740061556e-08	7.07146309e-05	-0.004521671725	2.311505847
0.005	-6.122640299e-07	6.207943261e-05	-0.00483995865	0.9301250289
0.006	-1.92029954e-06	5.504513893e-05	-0.004851776911	1.426236595
0.007	-3.222571064e-06	4.599080097e-05	-0.004676505747	1.019226192
0.008	-4.463785195e-06	4.038163334e-05	-0.00445238798	0.5276544263
0.009	-5.338698265e-06	3.454454478e-05	-0.004109974217	0.5284291265
0.01	-5.943480342e-06	3.031829391e-05	-0.003816013993	0.7187657773
0.011	-6.292089762e-06	2.643551607e-05	-0.003495530669	4.723803749
0.012	-6.479763734e-06	2.301544492e-05	-0.003191107993	1.010734961
0.013	-6.574813379e-06	1.99691915e-05	-0.002895550033	0.7571823831
0.014	-6.625980101e-06	1.728307972e-05	-0.002629070276	1.164417126
0.015	-6.66027548e-06	1.492261872e-05	-0.002403923535	1.201511378
0.016	-6.688562731e-06	1.281148606e-05	-0.002205052519	0.9661278058
0.017	-6.715373292e-06	1.091477656e-05	-0.002029988301	3.50854847
0.018	-6.739210544e-06	9.234092245e-06	-0.001844747477	1.501396437
0.019	-6.755086454e-06	7.776542187e-06	-0.001650517164	1.473408874
0.02	-6.75879432e-06	6.530039616e-06	-0.001459223676	1.372071233
0.021	-6.748391918e-06	5.488168953e-06	-0.001272742659	0.8834060272
0.022	-6.723488329e-06	4.641098933e-06	-0.001092745392	1.006605345
0.023	-6.684885338e-06	3.977019948e-06	-0.0009207026326	0.4698049948
0.024	-6.633168997e-06	3.525937825e-06	-0.0007463395674	0.5915703525
0.025	-6.568271323e-06	3.23846372e-06	-0.0005823696489	0.734625885
0.026	-6.492735022e-06	3.100434495e-06	-0.0004297443336	2.473421431
0.027	-6.408093704e-06	3.154106476e-06	-0.0002775734687	1.573995986
0.028	-6.314481731e-06	3.3330541e-06	-0.000138240011	0.5215566138
0.029	-6.214897278e-06	3.620837252e-06	-1.211372437e-05	1.061326798
0.03	-6.110896183e-06	4.070454506e-06	0.0001118111919	7.853441171
0.031	-5.999908598e-06	4.75039699e-06	0.0002437373827	1.246174714
0.032	-5.880080287e-06	5.5126929e-06	0.0003610838387	2.651220581
0.033	-5.755504492e-06	6.421304491e-06	0.000474240188	1.167448552
0.034	-5.627405377e-06	7.467240707e-06	0.0005826558194	0.5172678747
0.035	-5.497146529e-06	8.641569516e-06	0.0006858110472	0.4032349925
0.036	-5.365644868e-06	1.001746811e-05	0.0007919402195	0.4749672306
0.037	-5.232858279e-06	1.150573776e-05	0.0008912264596	0.4803757333
0.038	-5.102933585e-06	1.309239755e-05	0.0009833335566	0.8290956307
0.039	-4.980058558e-06	1.48383709e-05	0.001074964742	3.418568991
0.04	-4.86606699e-06	1.664753334e-05	0.001158402162	0.8212488038
0.041	-4.765795534e-06	1.849693159e-05	0.001233714791	0.5439938399
0.042	-4.683390456e-06	2.036140134e-05	0.001301139829	0.5451275057
0.043	-4.622953494e-06	2.227027883e-05	0.001365559818	0.3407512673
0.044	-4.585157312e-06	2.413543373e-05	0.001422458398	0.4113416538
0.045	-4.572119398e-06	2.59271547e-05	0.001472515349	0.6123837346
0.046	-4.584836005e-06	2.761689193e-05	0.0015165063	1.071194129
0.047	-4.62294058e-06	2.91771969e-05	0.001555253649	0.4204061514
0.048	-4.684837107e-06	3.058303405e-05	0.001589594834	0.6640104092
0.049	-4.767924117e-06	3.181221548e-05	0.001620347226	1.831257147
0.05	-4.868793103e-06	3.284593667e-05	0.001648277632	0.4796971465
0.051	-4.983411744e-06	3.366913701e-05	0.001674075883	0.7291002423
0.052	-5.107297832e-06	3.427075854e-05	0.001698333778	1.489272956
0.053	-5.235691261e-06	3.464388867e-05	0.001721529788	1.713764043
0.054	-5.363725147e-06	3.478579269e-05	0.001744019853	10.32096322
0.055	-5.487222777e-06	3.475790005e-05	0.001764406582	1.312028122
0.056	-5.599753875e-06	3.451540715e-05	0.001784387141	0.7490721351
0.057	-5.698105162e-06	3.406660606e-05	0.001803939351	1.163757411
0.058	-5.779591471e-06	3.342223255e-05	0.00182298351	2.722150551
0.059	-5.843657684e-06	3.267457236e-05	0.00183990353	1.555535868
0.06	-5.885583835e-06	3.176597468e-05	0.001856048033	2.05449313
0.061	-5.906691877e-06	3.079503979e-05	0.001869855779	0.4812199341
0.062	-5.904040207e-06	2.970099021e-05	0.001882540832	0.5583577559
0.063	-5.878073388e-06	2.84995346e-05	0.001893828832	0.6126261171
0.064	-5.831852073e-06	2.728813042e-05	0.001902554968	0.5601644941
0.065	-5.76357488e-06	2.600472591e-05	0.00190963425	0.3768517237
0.066	-5.674260259e-06	2.466406909e-05	0.001914829261	0.5914215044
0.067	-5.56728239e-06	2.335332292e-05	0.001917588018	1.357629189
0.068	-5.442008063e-06	2.201520493e-05	0.001918361152	1.219864049
0.069	-5.299845327e-06	2.066185559e-05	0.001916982965	0.7383847674
0.07	-5.143886236e-06	1.93642633e-05	0.001913689777	0.5388679405
0.071	-4.974557033e-06	1.807401012e-05	0.001908295986	0.3809937051
0.072	-4.793362471e-06	1.680007794e-05	0.001900711155	0.2873981534
0.073	-4.601854355e-06	1.555092539e-05	0.001890848947	0.2813670916
0.074	-4.401874244e-06	1.437130378e-05	0.001880144794	0.3352234069
0.075	-4.194715537e-06	1.322924185e-05	0.001867358707	0.4312286422
0.076	-3.981741919e-06	1.213010357e-05	0.001852472634	0.5934951383
0.077	-3.764274503e-06	1.107871639e-05	0.001835460893	0.7510258747
0.078	-3.543397668e-06	1.00789302e-05	0.001816305387	0.3671544096
0.079	-3.319478451e-06	9.143482055e-06	0.001798031089	0.3946389714
0.08	-3.095377582e-06	8.259552301e-06	0.001774556884	0.3371909177
0.081	-2.870064868e-06	7.434500892e-06	0.001752617029	0.3467410516
0.082	-2.646642266e-06	6.674787375e-06	0.001724887268	0.4282082678
0.083	-2.423519317e-06	5.9674612e-06	0.001699336885	0.494615287
0.084	-2.202690925e-06	5.321069867e-06	0.001671988282	0.3253415732
0.085	-1.985058152e-06	4.736202193e-06	0.001642885288	0.2623084509
0.086	-1.771218207e-06	4.212568629e-06	0.001612063161	0.3107960781
0.087	-1.561710779e-06	3.749871909e-06	0.001579556679	0.3909984523
0.088	-1.356997749e-06	3.347480995e-06	0.001545401964	0.6406364465
0.089	-1.1574968e-06	3.004497966e-06	0.0015096363	1.521929531
0.09	-9.635825782e-07	2.719742542e-06	0.001472297927	2.872856854
0.091	-7.755841916e-07	2.491770028e-06	0.001433425642	0.9707612526
0.092	-5.937797523e-07	2.318882707e-06	0.001393058374	3.531634249
0.093	-4.183927907e-07	2.19914584e-06	0.001351234757	0.7239186629
0.094	-2.495913168e-07	2.130403949e-06	0.001307992743	0.5322446627
0.095	-8.748944383e-08	2.110298645e-06	0.001263369271	0.3569937313
0.096	6.784924263e-08	2.136287853e-06	0.001217400001	0.3785487892
0.097	2.164073276e-07	2.205666677e-06	0.001170119123	0.4257644933
0.098	3.5820882e-07	2.315589789e-06	0.001121559225	0.773875784
0.099	4.933143417e-07	2.46309495e-06	0.001071751228	3.234837077
0.1	6.218163529e-07	2.645127116e-06	0.001020724378	0.6363591248
0.101	7.438343721e-07	2.85856239e-06	0.0009685063052	0.6903957117
0.102	8.605224172e-07	3.055525978e-06	0.0009240342795	1.956958048
0.103	9.702674032e-07	3.31914611e-06	0.0008694846383	0.7593644321
0.104	1.075099687e-06	3.561962313e-06	0.0008231036474	2.744236995
0.105	1.173865638e-06	3.862660069e-06	0.0007663121588	0.9203829096
