time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	3992	
0.623332	-0.231860	4386	
0.296648	-0.886871	8631	
0.272611	-0.044942	1647	
0.812128	-0.040858	8127	
0.393457	0.671764	1891	
0.337692	0.296006	4932	
0.141091	0.740034	7338	
0.474210	0.601348	3815	
0.520835	0.357238	2632	
0.720796	0.163319	1455	
0.537890	0.516694	4389	
0.105855	-0.052905	7422	
0.186806	0.473650	5425	
0.215821	-0.729780	2050	
0.323440	-0.700974	9500	
0.222094	-0.227244	5926	
0.902498	-0.101003	5390	
0.100220	0.939518	3724	
0.652482	-0.658834	923	
0.358653	0.501014	6488	
0.607480	-0.350513	1899	
0.038694	0.268510	5745	
0.581679	-0.171845	1150	
0.474944	0.246545	5891	
0.338357	0.349166	1880	
0.317758	0.556373	3122	
0.013817	0.245678	4487	
0.878212	0.018371	6741	
0.055617	-0.097737	4730	
0.019871	-0.116598	807	
0.481271	0.376841	300	
0.216952	0.130161	1165	
0.865120	0.017073	6524	
0.082668	-0.444646	2656	
0.647857	0.682125	6319	
0.264526	-0.204623	4373	
0.552151	-0.670672	8276	
0.369101	-0.707486	713	
0.570026	0.406905	8808	
0.288343	-0.133712	8099	
0.755899	-0.208559	4784	
0.896316	0.276946	2200	
0.891914	0.359219	8772	
0.116736	0.533931	664	
0.412171	0.350466	4637	
0.249423	-0.373813	361	
0.965593	0.175965	622	
0.659734	0.065753	1901	
0.230323	-0.210492	9180	
0.618758	-0.050884	7964	
0.470564	0.431679	2310	
0.287758	-0.233363	5292	
0.102048	-0.815355	6337	
0.354150	0.103278	3123	
0.034563	0.937889	1942	
0.320440	-0.557795	6468	
0.140458	-0.805621	7798	
0.536918	-0.104685	3378	
0.099274	-0.295476	2618	
0.469931	0.681811	3628	
0.507649	-0.666813	5211	
0.410676	-0.720466	4611	
0.034188	0.965116	9841	
0.373131	-0.160222	2716	
0.050319	-0.269058	6537	
0.749678	-0.321942	3408	
0.489227	-0.322519	8360	
0.178832	-0.658206	8628	
0.464200	0.748682	6897	
0.944336	0.215562	624	
0.597222	0.566692	4590	
0.267621	0.357914	7552	
0.964598	0.107520	7527	
0.211835	-0.555326	9524	
0.218888	0.138928	1351	
0.617743	0.084380	8935	
0.478950	0.353684	561	
0.607474	0.428787	7390	
0.469409	-0.088440	901	
