time = 360	Re = 1	rotation = 57.2957
-0.871276	0.280865	8184	
0.582018	0.106205	1644	
0.934036	0.086439	8690	
-0.021845	-0.319124	4803	
0.778860	0.199059	4024	
0.793897	-0.176389	1972	
0.228392	-0.006158	764	
-0.349364	-0.663905	8338	
-0.560166	0.518272	6374	
-0.188289	0.603668	7497	
-0.479788	-0.556448	6945	
0.721918	-0.295793	1530	
-0.147175	-0.423138	4503	
-0.347493	0.484442	4094	
0.754206	0.078349	2260	
0.642194	-0.442546	7496	
0.151329	-0.207882	423	
0.298424	0.858144	6675	
-0.146332	-0.928548	6274	
-0.865174	-0.337803	8635	
-0.439142	0.302400	7779	
-0.668760	0.268728	3990	
-0.428329	-0.241214	1137	
0.198791	0.578504	7693	
-0.120139	-0.548632	6106	
-0.239389	0.150835	575	
0.534038	-0.248126	1916	
0.385866	0.176124	4707	
0.816330	0.324210	9305	
-0.219608	-0.180336	2958	
-0.041032	0.441907	6527	
-0.416726	-0.012913	7633	
0.061623	-0.239245	1279	
0.492909	-0.706448	3668	
0.415167	-0.442798	3114	
-0.869869	-0.353166	6740	
0.120635	-0.094783	9518	
-0.768854	0.425859	305	
0.184386	0.784716	5496	
0.084918	-0.702506	9155	
0.052080	-0.292610	4902	
0.769713	0.087819	2681	
-0.664319	0.662730	1092	
0.682911	-0.677622	9828	
0.498739	-0.312923	6133	
0.262764	-0.175648	4654	
0.235917	-0.487885	6227	
0.170175	0.974226	6443	
0.312838	-0.538277	8138	
0.131562	-0.156932	6682	
-0.331820	0.371295	3062	
-0.392914	0.184586	2082	
-0.141532	0.193273	1061	
0.676450	0.424869	7096	
-0.027149	-0.389603	4022	
-0.912566	0.231540	9344	
-0.464397	-0.502190	8076	
0.349616	0.725980	5792	
0.358665	0.373621	3371	
-0.280454	0.043089	5001	
-0.382340	0.736900	3765	
0.841522	-0.172314	8521	
0.783958	0.266809	6388	
0.175927	0.948498	9629	
0.066865	-0.136343	881	
0.424355	0.301774	4283	
-0.816506	-0.015129	2978	
0.168708	0.590910	6076	
-0.075189	-0.708127	4128	
-0.745791	-0.473290	8813	
-0.476215	0.846355	6279	
-0.022501	-0.829375	3492	
-0.083426	-0.578508	834	
-0.890519	0.393560	695	
-0.542653	0.025584	1909	
-0.206268	-0.190105	2958	
-0.316254	0.237531	2859	
-0.380589	-0.008583	6571	
-0.697665	-0.209855	6010	
-0.052421	0.441147	5414	
0.744541	0.272944	1968	
0.910780	0.258538	761	
-0.050261	-0.329569	9491	
0.490444	0.052052	6939	
-0.849303	-0.236281	6997	
0.607952	0.191423	7742	
0.154932	0.756400	5182	
0.103023	-0.792136	3154	
-0.721596	0.646228	3135	
0.365592	-0.486229	9211	
0.179460	0.633059	8539	
-0.630626	-0.586229	6866	
-0.637811	-0.091667	1587	
-0.776607	-0.266425	4218	
-0.102339	0.728286	1395	
0.355033	0.610696	5282	
0.219625	-0.733280	2759	
0.561644	0.226387	6117	
-0.122451	0.606287	6593	
0.337607	-0.883770	3396	
0.255962	0.040461	853	
-0.790733	-0.173352	4317	
-0.041210	-0.152903	5378	
0.741266	0.473644	4350	
0.589529	0.364730	6101	
0.477031	0.512982	7063	
-0.594931	0.034400	5479	
0.248781	0.365182	7128	
0.112484	-0.060886	4498	
-0.967380	0.080966	2059	
-0.196153	-0.405849	4494	
-0.678221	0.025967	8730	
0.027869	0.549075	5690	
-0.083239	0.603666	2035	
0.831570	0.487227	1824	
0.638250	-0.523437	4289	
0.088473	-0.561764	1192	
0.530508	-0.615860	1300	
0.581934	-0.672835	7260	
0.169533	0.440900	5755	
-0.283233	-0.289560	2596	
0.092619	-0.003166	514	
-0.817174	-0.140943	2691	
-0.765484	-0.179650	715	
-0.366651	0.902766	6158	
-0.646590	0.601940	615	
-0.512304	0.768089	6006	
-0.874846	0.126034	8676	
0.762424	-0.078024	1728	
-0.483262	0.070085	9752	
-0.299074	-0.342824	574	
-0.399711	0.786224	6435	
0.722557	0.279739	3161	
-0.099980	-0.754281	1552	
0.675309	0.566980	1207	
-0.424053	-0.210212	6083	
0.281766	-0.561870	8627	
-0.164729	-0.697795	4029	
0.229307	0.423039	1228	
0.801548	0.050743	4176	
-0.342753	-0.599485	5058	
0.032226	-0.200141	4898	
-0.623400	0.372035	778	
-0.444836	0.123020	9148	
0.447690	-0.070740	8203	
0.858484	-0.486723	943	
-0.937136	-0.175282	8951	
-13625.373216	-20827.506156	695	
-0.777968	0.266772	7613	
-0.932569	0.133342	9354	
0.760796	-0.444932	5158	
0.195899	0.805083	5602	
0.171689	-0.212220	9663	
