time = 5.55	Re = 90
0.106208	0.176250	0
0.153518	0.145552	1
0.189250	0.106797	2
0.216359	0.055742	3
0.226351	0.019512	4
0.233430	-0.005723	5
0.231016	-0.048293	6
0.232188	-0.075352	7
0.212742	-0.129754	8
0.197893	-0.163695	9
0.188318	-0.194517	10
0.183506	-0.250957	11
0.189648	-0.287147	12
0.197743	-0.323213	13
0.225930	-0.354300	14
0.258528	-0.373158	15
0.295950	-0.354172	16
0.340024	-0.319589	17
0.359766	-0.293757	18
0.381768	-0.265534	19
0.400717	-0.232015	20
0.423668	-0.192347	21
0.437314	-0.158038	22
0.451821	-0.117083	23
0.457972	-0.085407	24
0.464758	-0.048611	25
0.459987	-0.005585	26
0.446464	0.014958	27
0.425359	0.017663	28
0.397667	0.021369	29
0.379919	0.029007	30
0.359863	0.042517	31
0.332164	0.073161	32
0.314616	0.095942	33
0.296201	0.120287	34
0.264759	0.159786	35
0.226457	0.202966	36
0.203951	0.229311	37
0.177563	0.254565	38
0.160360	0.279705	39
0.142844	0.305007	40
0.128906	0.343009	41
0.116883	0.396100	42
0.112754	0.444518	43
0.110350	0.483846	44
0.103155	0.523050	45
0.092303	0.557143	46
0.083310	0.600967	47
0.068117	0.629175	48
0.064753	0.671306	49
0.049976	0.697434	50
0.025531	0.723011	51
0.010809	0.716569	52
-0.044304	0.723601	53
-0.010105	0.717652	54
0.022164	0.708931	55
-0.007724	0.712856	56
-0.037769	0.716227	57
-0.070337	0.711214	58
-0.101236	0.706324	59
-0.139861	0.695724	60
-0.096579	0.706265	61
-0.066498	0.711853	62
-0.035712	0.717509	63
-0.006851	0.714382	64
0.026106	0.712155	65
-0.017281	0.720518	66
-0.027080	0.708941	67
-0.065957	0.704645	68
-0.096508	0.700948	69
-0.128936	0.693384	70
-0.164561	0.682998	71
-0.205382	0.667519	72
-0.236722	0.655843	73
-0.266160	0.643570	74
-0.237214	0.654882	75
-0.204828	0.666023	76
-0.156098	0.681965	77
-0.117682	0.692230	78
-0.086231	0.697674	79
-0.056004	0.700860	80
-0.021578	0.704413	81
-0.013302	0.716321	82
-0.011470	0.704915	83
-0.041082	0.700946	84
-0.072891	0.697334	85
-0.104873	0.693270	86
-0.139876	0.685552	87
-0.181735	0.673079	88
-0.233392	0.654576	89
-0.285989	0.631852	90
-0.338634	0.604256	91
-0.374243	0.582944	92
-0.406679	0.561313	93
-0.443978	0.531526	94
-0.478864	0.500557	95
-0.520054	0.457149	96
-0.542231	0.430355	97
-0.564008	0.403026	98
-0.588520	0.365113	99
-0.605441	0.336300	100
-0.622604	0.306203	101
-0.647337	0.253835	102
-0.663600	0.210476	103
-0.677357	0.166908	104
-0.684531	0.134504	105
-0.691725	0.098756	106
-0.696711	0.064031	107
-0.701528	0.025913	108
-0.703163	-0.006308	109
-0.704546	-0.040924	110
-0.701981	-0.087474	111
-0.696506	-0.141015	112
-0.686750	-0.197610	113
-0.671549	-0.253138	114
-0.651360	-0.309400	115
-0.637612	-0.339166	116
-0.622657	-0.370687	117
-0.606995	-0.398372	118
-0.590296	-0.427215	119
-0.571628	-0.453631	120
-0.551921	-0.480876	121
-0.523802	-0.515170	122
-0.491155	-0.551321	123
-0.468801	-0.572460	124
-0.445667	-0.594297	125
-0.420458	-0.615055	126
-0.393834	-0.636726	127
-0.350598	-0.666618	128
-0.303931	-0.695221	129
-0.275988	-0.710400	130
-0.245937	-0.727037	131
-0.215425	-0.742097	132
-0.181380	-0.758907	133
-0.126526	-0.781902	134
-0.092779	-0.794146	135
-0.057078	-0.805347	136
-0.014304	-0.814074	137
0.030229	-0.818858	138
0.075957	-0.819524	139
0.120716	-0.816647	140
0.176023	-0.807135	141
0.206024	-0.800064	142
0.235877	-0.794118	143
0.268005	-0.784676	144
0.298753	-0.775984	145
0.329448	-0.764814	146
0.359210	-0.754409	147
0.384318	-0.742806	148
0.411784	-0.731350	149
0.439459	-0.717543	150
0.467466	-0.704077	151
0.515431	-0.676266	152
0.560867	-0.645210	153
0.596890	-0.617695	154
0.634353	-0.587576	155
0.670677	-0.555347	156
0.707229	-0.519615	157
0.740341	-0.482394	158
0.775310	-0.438719	159
0.809174	-0.391808	160
0.839020	-0.345556	161
0.858358	-0.311202	162
0.877148	-0.275433	163
0.893120	-0.239193	164
0.908557	-0.201164	165
0.921124	-0.161202	166
0.933471	-0.116570	167
0.939044	-0.085656	168
0.944901	-0.051670	169
0.948806	-0.012879	170
0.952079	0.023710	171
0.956299	0.054602	172
0.960415	0.085264	173
0.968680	0.128635	174
0.995377	0.127190	175
