time = 6.6	Re = 90
0.105027	0.171725	0
0.153502	0.145568	1
0.188651	0.103005	2
0.205501	0.075849	3
0.219401	0.039188	4
0.229591	-0.002224	5
0.230728	-0.041678	6
0.226442	-0.079535	7
0.214373	-0.119877	8
0.199060	-0.145370	9
0.185937	-0.174264	10
0.171400	-0.204414	11
0.163227	-0.240161	12
0.162250	-0.274642	13
0.162337	-0.309069	14
0.170871	-0.357420	15
0.181909	-0.402872	16
0.213736	-0.440713	17
0.253791	-0.454012	18
0.294914	-0.427313	19
0.318237	-0.405218	20
0.340918	-0.384525	21
0.358784	-0.357481	22
0.380557	-0.327152	23
0.398038	-0.293953	24
0.421721	-0.250925	25
0.436255	-0.216523	26
0.452473	-0.173733	27
0.459625	-0.142658	28
0.468115	-0.104651	29
0.467882	-0.068971	30
0.455595	-0.062287	31
0.432356	-0.078872	32
0.401548	-0.095466	33
0.383411	-0.096991	34
0.364927	-0.089506	35
0.345388	-0.063408	36
0.335521	-0.041588	37
0.325982	-0.015318	38
0.309289	0.029997	39
0.296777	0.056943	40
0.283694	0.084844	41
0.264774	0.121116	42
0.235307	0.162068	43
0.207242	0.196948	44
0.175314	0.229009	45
0.145485	0.267601	46
0.122721	0.320594	47
0.114947	0.366261	48
0.112599	0.402361	49
0.108517	0.447832	50
0.102793	0.476146	51
0.095354	0.507895	52
0.083449	0.547779	53
0.077452	0.593382	54
0.062011	0.623975	55
0.062273	0.674629	56
0.026742	0.722540	57
-0.009697	0.722462	58
-0.034211	0.725916	59
-0.036885	0.719347	60
-0.075373	0.712754	61
-0.108503	0.706774	62
-0.063615	0.711157	63
-0.023971	0.720846	64
0.034468	0.712498	65
0.021442	0.697234	66
-0.031628	0.711000	67
-0.089521	0.704119	68
-0.121179	0.697137	69
-0.158042	0.686411	70
-0.208729	0.669117	71
-0.177605	0.679178	72
-0.146886	0.688960	73
-0.113227	0.700306	74
-0.083110	0.706662	75
-0.038193	0.712322	76
-0.018283	0.720680	77
0.011448	0.718486	78
-0.036008	0.717657	79
-0.015470	0.712750	80
-0.034326	0.702319	81
-0.076991	0.699295	82
-0.107539	0.695980	83
-0.142077	0.686673	84
-0.183034	0.674371	85
-0.230658	0.656885	86
-0.281619	0.634806	87
-0.314739	0.618533	88
-0.345691	0.602003	89
-0.309329	0.620918	90
-0.270788	0.639211	91
-0.222605	0.659984	92
-0.177768	0.676529	93
-0.138657	0.688036	94
-0.104707	0.697225	95
-0.074491	0.699844	96
-0.039047	0.702197	97
-0.017337	0.711738	98
-0.037511	0.716509	99
0.015790	0.711157	100
-0.032788	0.709736	101
-0.023065	0.719114	102
0.019879	0.697019	103
-0.005623	0.705369	104
-0.033171	0.698970	105
-0.079038	0.694681	106
-0.110717	0.689592	107
-0.148759	0.680601	108
-0.198286	0.665610	109
-0.226490	0.654831	110
-0.254585	0.644047	111
-0.282700	0.630873	112
-0.313004	0.616587	113
-0.341121	0.600621	114
-0.369811	0.583965	115
-0.397111	0.565064	116
-0.423544	0.546002	117
-0.460504	0.515930	118
-0.493424	0.485415	119
-0.459775	0.515921	120
-0.420160	0.547363	121
-0.385882	0.571195	122
-0.350427	0.593852	123
-0.317681	0.611845	124
-0.282011	0.630014	125
-0.250885	0.643233	126
-0.216652	0.656843	127
-0.163868	0.674812	128
-0.123241	0.685541	129
-0.091021	0.692297	130
-0.060288	0.695672	131
-0.018704	0.699905	132
0.005883	0.701373	133
0.033728	0.694386	134
0.050037	0.697569	135
0.031392	0.694031	136
-0.002611	0.706578	137
-0.035390	0.713343	138
-0.001172	0.706053	139
0.035234	0.693950	140
0.050036	0.703168	141
0.045263	0.710317	142
0.048333	0.695371	143
0.040210	0.691869	144
0.001462	0.702494	145
-0.027981	0.697166	146
-0.058346	0.691256	147
-0.103014	0.689075	148
-0.137697	0.680724	149
-0.185787	0.666587	150
-0.215592	0.656088	151
-0.248448	0.643661	152
-0.285244	0.627475	153
-0.320375	0.610387	154
-0.354368	0.590600	155
-0.387274	0.570058	156
-0.419098	0.546846	157
-0.452372	0.520793	158
-0.482019	0.493597	159
-0.509785	0.465930	160
-0.534288	0.437271	161
-0.558660	0.406774	162
-0.588220	0.364190	163
-0.612504	0.323353	164
-0.636017	0.274424	165
-0.655267	0.225539	166
-0.664433	0.195100	167
-0.673672	0.162721	168
-0.681632	0.126113	169
-0.688704	0.087141	170
-0.692621	0.040285	171
-0.693957	0.005102	172
-0.694637	-0.033598	173
-0.692802	-0.064403	174
-0.690818	-0.096142	175
-0.683589	-0.145147	176
-0.673129	-0.193747	177
-0.662908	-0.226511	178
-0.650200	-0.263261	179
-0.635804	-0.297882	180
-0.618325	-0.336603	181
-0.601258	-0.367184	182
-0.581754	-0.400352	183
-0.552890	-0.439979	184
-0.516232	-0.484690	185
-0.495434	-0.506541	186
-0.474182	-0.528762	187
-0.452402	-0.547589	188
-0.430046	-0.566947	189
-0.406152	-0.584743	190
-0.381507	-0.603284	191
-0.354832	-0.620040	192
-0.325400	-0.638284	193
-0.298990	-0.652764	194
-0.270108	-0.668952	195
-0.243246	-0.681659	196
-0.214239	-0.696203	197
-0.174216	-0.715888	198
-0.125410	-0.740007	199
-0.091937	-0.754800	200
-0.047532	-0.772114	201
0.005050	-0.783682	202
0.034786	-0.783662	203
0.065448	-0.783653	204
0.107687	-0.777917	205
0.145464	-0.769887	206
0.185197	-0.759314	207
0.222042	-0.748199	208
0.263321	-0.733757	209
0.310962	-0.716617	210
0.351906	-0.698882	211
0.399496	-0.675828	212
0.431328	-0.657351	213
0.462710	-0.638321	214
0.495305	-0.615564	215
0.527363	-0.592064	216
0.559245	-0.565483	217
0.591063	-0.536751	218
0.621819	-0.505833	219
0.651674	-0.473406	220
0.685382	-0.430469	221
0.702074	-0.406059	222
0.721621	-0.378800	223
0.738842	-0.349878	224
0.756935	-0.319105	225
0.772104	-0.288379	226
0.787959	-0.256132	227
0.797982	-0.229280	228
0.811178	-0.195498	229
0.821567	-0.162682	230
0.831977	-0.127919	231
0.838595	-0.097461	232
0.845396	-0.065975	233
0.849387	-0.035205	234
0.853417	-0.004055	235
0.856652	0.047749	236
0.857770	0.104198	237
0.854711	0.162281	238
0.851245	0.192974	239
0.847823	0.223724	240
0.836680	0.281506	241
0.828810	0.313694	242
0.820519	0.347140	243
0.809978	0.381349	244
0.797457	0.418680	245
