time = 2	Re = 90
0.115959	0.175446	0
0.153537	0.145535	1
0.186749	0.116303	2
0.210858	0.073281	3
0.225966	0.042446	4
0.239993	-0.007418	5
0.242168	-0.054687	6
0.233208	-0.112700	7
0.230622	-0.157441	8
0.243798	-0.205939	9
0.270026	-0.221195	10
0.296309	-0.236204	11
0.331023	-0.216840	12
0.368678	-0.186324	13
0.385360	-0.161231	14
0.402189	-0.135499	15
0.416748	-0.104822	16
0.431166	-0.072414	17
0.438511	-0.040510	18
0.445321	-0.005849	19
0.445510	0.025229	20
0.445245	0.057503	21
0.430831	0.107912	22
0.407328	0.146100	23
0.376267	0.174640	24
0.336853	0.202892	25
0.311318	0.219783	26
0.283337	0.237925	27
0.246959	0.265239	28
0.209587	0.298502	29
0.186555	0.326112	30
0.165995	0.354112	31
0.144598	0.395792	32
0.129638	0.440184	33
0.123004	0.476359	34
0.112098	0.518869	35
0.107728	0.554166	36
0.110317	0.598401	37
0.088366	0.636595	38
0.073036	0.665535	39
0.047494	0.708221	40
0.023365	0.713182	41
-0.026933	0.726452	42
-0.031023	0.720565	43
-0.069081	0.713516	44
-0.103679	0.708426	45
-0.155340	0.690276	46
-0.192446	0.675761	47
-0.233577	0.660172	48
-0.263819	0.645382	49
-0.306672	0.625727	50
-0.343299	0.606968	51
-0.373887	0.588785	52
-0.403011	0.570541	53
-0.447828	0.536640	54
-0.492726	0.500018	55
-0.531355	0.463595	56
-0.557716	0.433032	57
-0.585621	0.398900	58
-0.613115	0.362480	59
-0.638525	0.322365	60
-0.662189	0.280205	61
-0.685731	0.229755	62
-0.705292	0.180728	63
-0.720979	0.127519	64
-0.729399	0.093409	65
-0.737441	0.057554	66
-0.745034	0.005177	67
-0.750018	-0.050600	68
-0.750762	-0.096440	69
-0.749167	-0.143613	70
-0.744188	-0.196434	71
-0.735460	-0.250593	72
-0.724497	-0.294250	73
-0.711159	-0.339605	74
-0.693866	-0.387227	75
-0.674631	-0.433924	76
-0.658596	-0.465530	77
-0.641531	-0.498486	78
-0.621009	-0.533416	79
-0.598659	-0.568892	80
-0.575434	-0.600677	81
-0.550453	-0.632960	82
-0.524356	-0.662340	83
-0.497434	-0.691248	84
-0.473575	-0.714227	85
-0.448819	-0.737519	86
-0.421958	-0.760089	87
-0.392331	-0.783676	88
-0.361016	-0.805753	89
-0.329068	-0.827456	90
-0.292498	-0.849218	91
-0.254699	-0.869398	92
-0.225948	-0.883097	93
-0.197069	-0.896667	94
-0.166742	-0.908345	95
-0.135450	-0.919878	96
-0.100843	-0.929085	97
-0.063387	-0.938255	98
-0.013476	-0.945236	99
0.040017	-0.950770	100
0.082895	-0.960012	101
0.116121	-0.969346	102
0.127139	-0.993503	103
