time = 1	Re = 90
0.128505	0.160069	0
0.178780	0.130737	1
0.210197	0.092639	2
0.237193	0.065830	3
0.267867	0.016577	4
0.293063	-0.008774	5
0.339159	-0.005547	6
0.358607	0.018174	7
0.377718	0.042461	8
0.388902	0.081056	9
0.395853	0.122593	10
0.393556	0.169896	11
0.384982	0.218161	12
0.367186	0.266853	13
0.343464	0.313209	14
0.313510	0.359145	15
0.280073	0.406236	16
0.260903	0.431532	17
0.241593	0.457013	18
0.220895	0.485548	19
0.200683	0.515727	20
0.176206	0.552032	21
0.152163	0.596077	22
0.136461	0.630203	23
0.109072	0.667053	24
0.072485	0.700034	25
0.032578	0.729620	26
0.000509	0.737047	27
-0.034151	0.744935	28
-0.062472	0.741355	29
-0.094972	0.740332	30
-0.143468	0.731952	31
-0.190400	0.725192	32
-0.221369	0.717371	33
-0.259717	0.709310	34
-0.289162	0.701172	35
-0.319675	0.692535	36
-0.371500	0.675162	37
-0.399916	0.665203	38
-0.428296	0.655220	39
-0.477713	0.632652	40
-0.525712	0.610758	41
-0.561662	0.591134	42
-0.600024	0.570252	43
-0.637973	0.546135	44
-0.671493	0.524436	45
-0.701224	0.504083	46
-0.730880	0.482823	47
-0.760587	0.459384	48
-0.790348	0.435049	49
-0.814261	0.415316	50
-0.837783	0.395555	51
-0.862384	0.368911	52
-0.889521	0.335436	53
-0.945300	0.325772	54
