time = 3	Re = 90
0.106010	0.173466	0
0.153511	0.145560	1
0.189220	0.104860	2
0.203559	0.078359	3
0.217261	0.050765	4
0.228368	0.008659	5
0.233239	-0.017253	6
0.229123	-0.064370	7
0.226528	-0.092598	8
0.213035	-0.121695	9
0.200813	-0.150579	10
0.186237	-0.181996	11
0.176533	-0.214840	12
0.174802	-0.245094	13
0.173080	-0.275517	14
0.180223	-0.316663	15
0.189589	-0.356959	16
0.219136	-0.391506	17
0.254055	-0.409389	18
0.292786	-0.387686	19
0.337616	-0.350322	20
0.356533	-0.324442	21
0.379089	-0.294569	22
0.398032	-0.260869	23
0.421955	-0.219384	24
0.436093	-0.185688	25
0.451721	-0.143744	26
0.458964	-0.111469	27
0.466483	-0.074272	28
0.464582	-0.034500	29
0.451707	-0.019713	30
0.430457	-0.024848	31
0.402773	-0.030445	32
0.385555	-0.026484	33
0.367003	-0.014945	34
0.343959	0.013558	35
0.329887	0.037097	36
0.315062	0.062903	37
0.289145	0.105086	38
0.271951	0.129482	39
0.253969	0.154555	40
0.230611	0.185804	41
0.200925	0.217420	42
0.176076	0.244074	43
0.153370	0.270336	44
0.134700	0.309039	45
0.118488	0.361087	46
0.113080	0.409876	47
0.111047	0.443124	48
0.106525	0.487548	49
0.093668	0.530981	50
0.086616	0.561507	51
0.080650	0.594213	52
0.064742	0.622989	53
0.065489	0.670123	54
0.042438	0.712506	55
0.017621	0.717368	56
-0.020582	0.727541	57
0.015834	0.710800	58
-0.030643	0.719273	59
-0.066866	0.713895	60
-0.099658	0.709491	61
-0.062032	0.713301	62
-0.025283	0.720804	63
0.028246	0.710770	64
-0.014831	0.719999	65
-0.035539	0.709740	66
-0.067507	0.706534	67
-0.097581	0.703361	68
-0.129516	0.695454	69
-0.165269	0.684214	70
-0.216341	0.665973	71
-0.187672	0.675771	72
-0.158928	0.685656	73
-0.123675	0.696874	74
-0.092671	0.704421	75
-0.035545	0.711045	76
-0.013717	0.719632	77
0.019880	0.716165	78
-0.030638	0.719832	79
-0.014240	0.713293	80
-0.028136	0.701908	81
-0.085353	0.697594	82
-0.116739	0.693077	83
-0.152925	0.683609	84
-0.197241	0.669007	85
-0.245913	0.650347	86
-0.294885	0.627700	87
-0.329743	0.609595	88
-0.364062	0.590048	89
-0.330187	0.608768	90
-0.293655	0.626967	91
-0.263121	0.640308	92
-0.232068	0.653582	93
-0.176820	0.673102	94
-0.133903	0.684731	95
-0.100145	0.693239	96
-0.068706	0.697420	97
-0.016569	0.703657	98
-0.001577	0.707532	99
-0.024326	0.719302	100
0.026442	0.695370	101
-0.003025	0.706606	102
-0.028916	0.699228	103
-0.082091	0.694172	104
-0.113911	0.688590	105
-0.153204	0.679256	106
-0.204248	0.663339	107
-0.233984	0.651791	108
-0.262149	0.640512	109
-0.291299	0.626643	110
-0.321799	0.611755	111
-0.351648	0.594566	112
-0.379950	0.577351	113
-0.407876	0.557527	114
-0.435221	0.537076	115
-0.471884	0.506125	116
-0.502970	0.476145	117
-0.536502	0.437438	118
-0.566314	0.398395	119
-0.583398	0.371843	120
-0.601076	0.343710	121
-0.618179	0.311998	122
-0.634871	0.279145	123
-0.651086	0.237033	124
-0.662012	0.204880	125
-0.672980	0.170148	126
-0.679747	0.141067	127
-0.686754	0.111060	128
-0.693621	0.063452	129
-0.697882	0.015527	130
-0.698034	-0.017813	131
-0.697469	-0.054618	132
-0.694973	-0.091232	133
-0.691076	-0.131415	134
-0.685253	-0.164756	135
-0.678310	-0.200269	136
-0.664382	-0.246208	137
-0.644944	-0.299088	138
-0.632497	-0.326645	139
-0.619971	-0.354113	140
-0.590267	-0.405428	141
-0.573037	-0.430426	142
-0.555539	-0.456115	143
-0.534576	-0.481869	144
-0.511738	-0.509090	145
-0.489463	-0.532118	146
-0.465201	-0.556763	147
-0.441030	-0.577250	148
-0.415291	-0.598519	149
-0.380498	-0.624215	150
-0.340502	-0.651414	151
-0.314449	-0.666440	152
-0.286880	-0.682403	153
-0.258070	-0.697113	154
-0.226569	-0.714215	155
-0.175469	-0.738734	156
-0.146492	-0.752029	157
-0.116756	-0.764864	158
-0.077813	-0.779854	159
-0.028467	-0.794621	160
0.022695	-0.801278	161
0.078472	-0.800693	162
0.118311	-0.796024	163
0.154976	-0.789424	164
0.194250	-0.780453	165
0.231633	-0.770748	166
0.271457	-0.758190	167
0.311032	-0.744608	168
0.349810	-0.729205	169
0.388060	-0.712667	170
0.434690	-0.688243	171
0.459104	-0.673646	172
0.485568	-0.658869	173
0.511795	-0.640978	174
0.538638	-0.622828	175
0.564090	-0.602849	176
0.590228	-0.582598	177
0.610383	-0.563643	178
0.634332	-0.541867	179
0.656750	-0.518996	180
0.680082	-0.495070	181
0.716918	-0.451134	182
0.750241	-0.404258	183
0.775394	-0.364099	184
0.801146	-0.319754	185
0.824638	-0.273527	186
0.847096	-0.222666	187
0.865029	-0.172498	188
0.882242	-0.115638	189
0.889657	-0.085035	190
0.897100	-0.052100	191
0.902015	-0.021630	192
0.906853	0.008484	193
0.910666	0.051017	194
0.913405	0.095172	195
0.913240	0.138293	196
0.911140	0.183230	197
0.905980	0.227532	198
0.898244	0.276066	199
0.890248	0.306700	200
0.881439	0.338230	201
0.867835	0.378495	202
0.852689	0.419676	203
0.840659	0.455068	204
0.827805	0.491029	205
0.812137	0.541023	206
0.834962	0.554897	207
