Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	1
0.0001	-1.610055896e-07	5.668626278e-07	-0.00250939614	1	1
0.0002	-1.607129894e-07	-4.324194352e-06	-0.0352142605	45.03600907	1
0.0003	-7.276231207e-07	-1.059140351e-05	-0.0782196542	34.46316896	1
0.0004	-1.576141593e-06	-1.050919549e-05	-0.1151563385	16.67850706	1
0.0005	-1.866850709e-06	-6.22565315e-06	-0.1479612311	43.4911967	1
0.0006	-1.734511585e-06	1.805174859e-07	-0.1773855092	25.6154687	1
0.0007	-1.35063385e-06	6.910514972e-06	-0.2038174457	39.0717504	1
0.0008	-7.965302073e-07	1.277973138e-05	-0.2260084575	22.82049644	1
0.0009	-1.410697519e-07	1.723690137e-05	-0.2422827156	20.79468227	1
0.001	5.558362241e-07	2.018610796e-05	-0.251520682	7.391251315	1
0.0011	1.23668764e-06	2.180273804e-05	-0.2537102274	8.796463682	1
0.0012	1.852699833e-06	2.238006571e-05	-0.24996501	5.298050136	1
0.0013	2.368278538e-06	2.223101252e-05	-0.242214624	49.82776199	1
0.0014	2.763780513e-06	2.163344179e-05	-0.232766246	6.209344704	1
0.0015	3.035072325e-06	2.08076251e-05	-0.2238882956	10.40631008	1
0.0016	3.190891118e-06	1.991292568e-05	-0.2174975658	22.69037719	1
0.0017	3.248980383e-06	1.905465979e-05	-0.2149757728	7.810577127	1
0.0018	3.232033825e-06	1.829489633e-05	-0.2171058748	3.051523757	1
0.0019	3.16411527e-06	1.766371288e-05	-0.2241005777	4.69029869	1
0.002	3.067925695e-06	1.716910905e-05	-0.2356905859	6.23747977	1
0.0021	2.963008062e-06	1.680491869e-05	-0.2512428717	2.464570741	1
0.0022	2.86480612e-06	1.655670151e-05	-0.2698858619	4.63020747	1
0.0023	2.784404858e-06	1.640589918e-05	-0.2906258336	2.71684418	1
0.0024	2.728756027e-06	1.633262697e-05	-0.3124454471	6.444307082	1
0.0025	2.701202959e-06	1.631746619e-05	-0.3343805862	1.112721577	1
0.0026	2.702153598e-06	1.634256173e-05	-0.3555752719	0.8506553991	1
0.0027	2.729790628e-06	1.639225728e-05	-0.3753166271	1.184245013	1
0.0028	2.780746532e-06	1.645342225e-05	-0.3930529371	4.34336688	1
0.0029	2.850700779e-06	1.651557488e-05	-0.4083981897	14.2516169	1
0.003	2.93488008e-06	1.657086197e-05	-0.4211263269	0.9958128719	1
0.0031	3.028456679e-06	1.661393913e-05	-0.4311581129	1.567971005	1
0.0032	3.123939855e-06	1.66205439e-05	-0.4357335545	1.387208256	1
0.0033	3.210027283e-06	1.665326294e-05	-0.4383682366	1.293624269	1
0.0034	3.296386664e-06	1.669349038e-05	-0.4399443057	3.035135654	1
0.0035	3.380865282e-06	1.672984495e-05	-0.4407673922	0.7473643487	1
0.0036	3.461393444e-06	1.675876688e-05	-0.4410495739	0.5901034119	1
0.0037	3.5372081e-06	1.677838356e-05	-0.4409380613	1.62298571	1
0.0038	3.608355247e-06	1.677894309e-05	-0.4404345003	1.183869154	1
0.0039	3.674107542e-06	1.67555191e-05	-0.4395639073	6.582988683	1
0.004	3.733559486e-06	1.67077625e-05	-0.4383935131	1.25589756	1
0.0041	3.784856771e-06	1.665134303e-05	-0.4370087409	3.870628079	1
0.0042	3.827900233e-06	1.660177378e-05	-0.4355379785	0.8313574906	1
0.0043	3.863720166e-06	1.656723785e-05	-0.434105458	1.181080776	1
0.0044	3.893291982e-06	1.654966417e-05	-0.4327909049	1.445115828	1
0.0045	3.917288704e-06	1.654884876e-05	-0.431645776	1.178921834	1
0.0046	3.936527658e-06	1.656421475e-05	-0.4307267787	0.7027665409	1
0.0047	3.9519731e-06	1.659367763e-05	-0.4300455904	1.186651392	1
0.0048	3.96427581e-06	1.663622265e-05	-0.4296089501	0.4905991935	1
0.0049	3.974125057e-06	1.669050773e-05	-0.4294118513	1.201185908	1
0.005	3.982057754e-06	1.675526768e-05	-0.4294396263	2.006133315	1
0.0051	3.988375806e-06	1.68302024e-05	-0.4296767037	0.8138346974	1
0.0052	3.99348695e-06	1.691426213e-05	-0.4301001367	0.9305714862	1
0.0053	3.997504382e-06	1.70072172e-05	-0.4307004687	2.126683065	1
0.0054	4.000365652e-06	1.711283226e-05	-0.4315311423	1.713393066	1
0.0055	4.000964976e-06	1.726146621e-05	-0.4330862962	0.5845544924	1
0.0056	4.006801585e-06	1.743300793e-05	-0.435186905	1.155246362	1
0.0057	4.019803681e-06	1.760070787e-05	-0.4379066107	1.946922789	1
0.0058	4.039588912e-06	1.776526319e-05	-0.4414333113	2.113814531	1
0.0059	4.066237172e-06	1.79322445e-05	-0.4459169785	2.868045757	1
0.006	4.099586909e-06	1.810289962e-05	-0.4513992578	3.308768035	1
0.0061	4.138844622e-06	1.82703187e-05	-0.4574356694	0.7966827858	1
0.0062	4.181344247e-06	1.843697769e-05	-0.4636541711	0.660735566	1
0.0063	4.226299045e-06	1.860493785e-05	-0.4697608466	1.252944081	1
0.0064	4.273425654e-06	1.877569459e-05	-0.4755977752	0.609779613	1
0.0065	4.32254025e-06	1.895051426e-05	-0.4811098595	1.336392418	1
0.0066	4.373554068e-06	1.912966897e-05	-0.4862689195	2.62024253	1
0.0067	4.426210502e-06	1.931515269e-05	-0.4911452503	3.509219491	1
0.0068	4.480778041e-06	1.95054625e-05	-0.4957135487	1.471798003	1
0.0069	4.536845228e-06	1.97023917e-05	-0.5000448017	2.372033551	1
0.007	4.594626546e-06	1.990509005e-05	-0.5041411722	1.910240995	1
0.0071	4.653905144e-06	2.011377526e-05	-0.50802932	1.569869893	1
0.0072	4.714538637e-06	2.032954739e-05	-0.5117592898	0.7276986541	1
0.0073	4.776662612e-06	2.05515469e-05	-0.5153371976	0.9422567175	1
0.0074	4.84001805e-06	2.078084143e-05	-0.5188123335	10.88789699	1
0.0075	4.904791045e-06	2.101573109e-05	-0.5221707738	0.9225203173	1
0.0076	4.970563619e-06	2.125760654e-05	-0.5254621062	0.9813230445	1
0.0077	5.037500818e-06	2.150584421e-05	-0.5286952756	0.6680431551	1
0.0078	5.105446494e-06	2.176064758e-05	-0.5318994843	0.7505625374	1
0.0079	5.174384843e-06	2.202228033e-05	-0.5351038074	0.7418698707	1
0.008	5.24440854e-06	2.228978702e-05	-0.5383168136	1.063378311	1
0.0081	5.315415049e-06	2.256250516e-05	-0.5415469306	1.97463546	1
0.0082	5.387189936e-06	2.284208776e-05	-0.544843034	0.7730376931	1
0.0083	5.460122758e-06	2.312652806e-05	-0.5481940206	3.289374603	1
0.0084	5.533870359e-06	2.34173103e-05	-0.551647739	0.6811562791	1
0.0085	5.608820561e-06	2.371256932e-05	-0.5551913931	0.8917153181	1
0.0086	5.684666114e-06	2.40139266e-05	-0.5588717258	0.7155691615	1
0.0087	5.76184264e-06	2.431953688e-05	-0.5626732891	1.367969968	1
0.0088	5.840117929e-06	2.463019827e-05	-0.5666198964	0.4754733434	1
0.0089	5.919700235e-06	2.494560768e-05	-0.5707138161	0.581188404	1
0.009	6.000648244e-06	2.526557816e-05	-0.5749551668	1.373464585	1
0.0091	6.083005695e-06	2.559020141e-05	-0.5793424389	0.7693586199	1
0.0092	6.166845659e-06	2.591965712e-05	-0.5838725217	0.6050350631	1
0.0093	6.252298159e-06	2.625327734e-05	-0.5885188339	0.9255109504	1
0.0094	6.339197916e-06	2.659279941e-05	-0.5932979014	7.461002256	1
0.0095	6.427960629e-06	2.693634103e-05	-0.5981587443	0.8828780891	1
0.0096	6.518247059e-06	2.728517217e-05	-0.6030945882	0.513274315	1
0.0097	6.610173396e-06	2.76399667e-05	-0.6080999143	0.5792690791	1
0.0098	6.703897058e-06	2.800008047e-05	-0.6131465047	1.191901128	1
