time = 2.2	Re = 0.1
0.161912	0.117749	0
0.201087	0.140937	1
0.227744	0.186248	2
0.235776	0.217386	3
0.243113	0.249323	4
0.245788	0.287240	5
0.246563	0.327531	6
0.242441	0.373248	7
0.235597	0.422329	8
0.222498	0.477237	9
0.213344	0.507505	10
0.203874	0.538101	11
0.189683	0.572387	12
0.174113	0.608082	13
0.151689	0.648759	14
0.121409	0.692843	15
0.095429	0.716169	16
0.064868	0.735730	17
0.026112	0.742928	18
-0.008381	0.748221	19
-0.043798	0.744378	20
-0.077983	0.739567	21
-0.102820	0.727380	22
-0.129409	0.717566	23
-0.169171	0.695986	24
-0.204768	0.678829	25
-0.236613	0.662532	26
-0.269931	0.649771	27
-0.296962	0.636859	28
-0.328997	0.626424	29
-0.354239	0.615669	30
-0.385381	0.606438	31
-0.437979	0.589212	32
-0.489254	0.573672	33
-0.536245	0.559543	34
-0.582875	0.546328	35
-0.624350	0.534900	36
-0.667210	0.523427	37
-0.705412	0.514696	38
-0.742583	0.505147	39
-0.776947	0.499311	40
-0.811248	0.492765	41
-0.866329	0.502731	42
