time = 1.85	Re = 0.1
0.158815	0.121868	0
0.197316	0.147021	1
0.225216	0.190434	2
0.234593	0.219655	3
0.243735	0.249181	4
0.248697	0.284335	5
0.252370	0.321127	6
0.251647	0.362911	7
0.248836	0.407094	8
0.240760	0.455915	9
0.228712	0.508561	10
0.218910	0.537619	11
0.208976	0.566794	12
0.194762	0.598889	13
0.179570	0.631770	14
0.157021	0.667404	15
0.128384	0.704377	16
0.083377	0.739615	17
0.026622	0.758311	18
-0.030187	0.762079	19
-0.081047	0.757049	20
-0.123969	0.743666	21
-0.160265	0.732267	22
-0.190173	0.719754	23
-0.220872	0.711327	24
-0.246376	0.701939	25
-0.275012	0.695669	26
-0.324227	0.684423	27
-0.371354	0.676521	28
-0.414456	0.670796	29
-0.456873	0.667481	30
-0.494446	0.666043	31
-0.533165	0.666133	32
-0.567079	0.668900	33
-0.600491	0.671318	34
-0.630130	0.677600	35
-0.659807	0.683823	36
-0.702980	0.714089	37
