time = 4.55	Re = 0.1
0.180484	0.086613	0
0.223148	0.097637	1
0.234279	0.126925	2
0.244444	0.157408	3
0.244395	0.201650	4
0.239698	0.248908	5
0.227177	0.302524	6
0.218509	0.331826	7
0.209828	0.361190	8
0.198043	0.394437	9
0.185986	0.429009	10
0.171105	0.468876	11
0.155621	0.511974	12
0.135151	0.564143	13
0.122529	0.595625	14
0.108731	0.628709	15
0.085972	0.675958	16
0.057224	0.708928	17
0.013518	0.715945	18
-0.039814	0.713611	19
-0.076815	0.692578	20
-0.088371	0.670473	21
-0.112405	0.654269	22
-0.115414	0.638922	23
-0.140193	0.621959	24
-0.126360	0.617827	25
-0.167798	0.595866	26
-0.150130	0.594927	27
-0.193821	0.571363	28
-0.221814	0.548717	29
-0.229530	0.539471	30
-0.250137	0.525440	31
-0.277689	0.503919	32
-0.297406	0.485708	33
-0.327983	0.463326	34
-0.345235	0.446515	35
-0.375393	0.423145	36
-0.387724	0.409065	37
-0.423023	0.380833	38
-0.430479	0.369319	39
-0.463839	0.339641	40
-0.471822	0.327747	41
-0.504221	0.295108	42
-0.537196	0.252223	43
-0.570111	0.204731	44
-0.594629	0.161250	45
-0.621931	0.107942	46
-0.637343	0.067059	47
-0.656779	0.011143	48
-0.666483	-0.030378	49
-0.677853	-0.087759	50
-0.683315	-0.135440	51
-0.685997	-0.184168	52
-0.685569	-0.232127	53
-0.682448	-0.281054	54
-0.676683	-0.325533	55
-0.668658	-0.370579	56
-0.657887	-0.415077	57
-0.644870	-0.459858	58
-0.630788	-0.499082	59
-0.615054	-0.538575	60
-0.596394	-0.578485	61
-0.576016	-0.618431	62
-0.555941	-0.653462	63
-0.534638	-0.688465	64
-0.512001	-0.720933	65
-0.488189	-0.753219	66
-0.464606	-0.782561	67
-0.439995	-0.811875	68
-0.413981	-0.839374	69
-0.386969	-0.866774	70
-0.366751	-0.889643	71
-0.346774	-0.912065	72
-0.316704	-0.950041	73
