time = 6.05	Re = 0.1
0.189651	0.064513	0
0.233259	0.067703	1
0.245569	0.100755	2
0.254328	0.138384	3
0.250258	0.191341	4
0.238284	0.247417	5
0.227656	0.277586	6
0.216846	0.307763	7
0.203508	0.340040	8
0.190073	0.373268	9
0.173821	0.410834	10
0.157599	0.451562	11
0.138210	0.501493	12
0.127544	0.531442	13
0.116981	0.561625	14
0.102436	0.602139	15
0.085455	0.648533	16
0.068639	0.687650	17
0.035929	0.692214	18
0.005898	0.708478	19
-0.009931	0.699039	20
-0.064282	0.689824	21
-0.078398	0.663635	22
-0.036173	0.686833	23
-0.064255	0.657721	24
-0.094327	0.637421	25
-0.116408	0.615073	26
-0.127169	0.598535	27
-0.154242	0.576876	28
-0.161585	0.564251	29
-0.184343	0.545599	30
-0.178379	0.542842	31
-0.225873	0.511181	32
-0.213371	0.512390	33
-0.255658	0.482714	34
-0.217605	0.501690	35
-0.254599	0.476931	36
-0.289772	0.452756	37
-0.250274	0.473830	38
-0.285619	0.449051	39
-0.319180	0.424582	40
-0.351856	0.393886	41
-0.357830	0.385261	42
-0.382325	0.362331	43
-0.410891	0.330990	44
-0.428258	0.307608	45
-0.458322	0.270598	46
-0.471669	0.248344	47
-0.498007	0.208607	48
-0.505522	0.190940	49
-0.533094	0.140140	50
-0.535526	0.127716	51
-0.557303	0.074898	52
-0.559739	0.060340	53
-0.575735	0.003344	54
-0.580323	-0.029087	55
-0.584485	-0.062301	56
-0.586282	-0.097909	57
-0.587128	-0.134774	58
-0.584684	-0.165558	59
-0.582053	-0.196547	60
-0.576406	-0.233920	61
-0.569239	-0.272303	62
-0.553312	-0.324464	63
-0.540283	-0.360006	64
-0.525645	-0.396202	65
-0.500301	-0.444024	66
-0.480693	-0.476156	67
-0.459525	-0.508641	68
-0.440370	-0.533152	69
-0.420966	-0.557704	70
-0.399420	-0.580956	71
-0.377469	-0.604319	72
-0.354265	-0.625264	73
-0.330754	-0.646210	74
-0.305259	-0.665742	75
-0.279255	-0.685233	76
-0.229335	-0.716683	77
-0.202541	-0.730991	78
-0.175651	-0.745304	79
-0.147763	-0.757504	80
-0.119796	-0.769688	81
-0.090378	-0.780257	82
-0.060755	-0.790740	83
-0.007057	-0.805247	84
0.049298	-0.816990	85
0.108068	-0.824754	86
0.138373	-0.826866	87
0.168745	-0.828963	88
0.223731	-0.829166	89
0.280073	-0.826409	90
0.333446	-0.819955	91
0.387397	-0.809996	92
0.438231	-0.797711	93
0.490418	-0.782569	94
0.539190	-0.765109	95
0.588930	-0.744174	96
0.628292	-0.728028	97
0.666075	-0.712470	98
0.695346	-0.702316	99
0.724318	-0.692422	100
