time = 3.7	Re = 0.1
0.174214	0.098538	0
0.215922	0.113879	1
0.238511	0.167954	2
0.241154	0.207443	3
0.240783	0.249320	4
0.233632	0.297965	5
0.222523	0.350944	6
0.213799	0.381167	7
0.205014	0.411666	8
0.193760	0.446104	9
0.182031	0.481884	10
0.166364	0.523213	11
0.148373	0.569013	12
0.136004	0.597225	13
0.123468	0.625656	14
0.105030	0.660891	15
0.077918	0.701519	16
0.037849	0.717157	17
0.003404	0.721708	18
-0.025913	0.715865	19
-0.066163	0.712776	20
-0.080053	0.691438	21
-0.106867	0.677030	22
-0.134484	0.651442	23
-0.144614	0.638928	24
-0.161272	0.626949	25
-0.185962	0.606680	26
-0.205655	0.588182	27
-0.231963	0.570598	28
-0.249629	0.554747	29
-0.276642	0.537599	30
-0.290350	0.524387	31
-0.322426	0.505872	32
-0.332220	0.494498	33
-0.363960	0.475656	34
-0.373950	0.465123	35
-0.406388	0.444933	36
-0.443634	0.415211	37
-0.482384	0.383763	38
-0.514298	0.353904	39
-0.551483	0.319147	40
-0.576526	0.290493	41
-0.609706	0.253348	42
-0.631263	0.223757	43
-0.660093	0.184327	44
-0.681418	0.150276	45
-0.701503	0.114886	46
-0.719514	0.079393	47
-0.736467	0.042660	48
-0.750151	0.008132	49
-0.763005	-0.027105	50
-0.774196	-0.062997	51
-0.784588	-0.099539	52
-0.792229	-0.132696	53
-0.799477	-0.166233	54
-0.805255	-0.201428	55
-0.810492	-0.236993	56
-0.813967	-0.269159	57
-0.817136	-0.301469	58
-0.818294	-0.333166	59
-0.819248	-0.364990	60
-0.819549	-0.424746	61
-0.816197	-0.484582	62
-0.817728	-0.531723	63
-0.820071	-0.575125	64
