time = 6.2	Re = 0.1
0.190428	0.062277	0
0.234067	0.064641	1
0.246574	0.098056	2
0.255250	0.136462	3
0.250853	0.190293	4
0.238179	0.247216	5
0.227149	0.277649	6
0.215904	0.308079	7
0.202141	0.340561	8
0.188310	0.374052	9
0.171672	0.411982	10
0.155115	0.453298	11
0.135388	0.504305	12
0.124551	0.535088	13
0.113605	0.566572	14
0.098618	0.609024	15
0.080070	0.659607	16
0.046555	0.707126	17
0.022873	0.694095	18
-0.028638	0.708235	19
-0.036413	0.699865	20
-0.071232	0.672955	21
-0.084726	0.650854	22
-0.060300	0.668704	23
-0.036212	0.686928	24
-0.066273	0.649931	25
-0.100575	0.626391	26
-0.123754	0.603806	27
-0.134509	0.587925	28
-0.163016	0.565452	29
-0.170091	0.553394	30
-0.193783	0.534139	31
-0.186972	0.532365	32
-0.236544	0.498772	33
-0.222975	0.501131	34
-0.266729	0.469817	35
-0.226781	0.490976	36
-0.265087	0.464651	37
-0.301212	0.438972	38
-0.260132	0.462253	39
-0.296467	0.435966	40
-0.330682	0.410023	41
-0.363359	0.378196	42
-0.369121	0.369528	43
-0.393546	0.345502	44
-0.421717	0.312916	45
-0.438578	0.288865	46
-0.467900	0.250187	47
-0.480591	0.227292	48
-0.505823	0.185786	49
-0.512686	0.167754	50
-0.538504	0.114659	51
-0.540386	0.102213	52
-0.559980	0.047181	53
-0.561719	0.032433	54
-0.568363	0.002911	55
-0.574974	-0.026672	56
-0.577905	-0.059867	57
-0.580267	-0.093959	58
-0.580043	-0.130330	59
-0.578668	-0.168013	60
-0.574323	-0.199136	61
-0.569668	-0.230588	62
-0.561498	-0.268317	63
-0.551567	-0.307033	64
-0.531789	-0.359055	65
-0.515976	-0.394385	66
-0.498341	-0.430331	67
-0.469022	-0.477241	68
-0.446637	-0.508567	69
-0.422485	-0.540141	70
-0.401102	-0.563613	71
-0.379304	-0.587132	72
-0.355498	-0.609089	73
-0.331117	-0.631117	74
-0.305765	-0.650492	75
-0.279931	-0.669888	76
-0.252271	-0.687619	77
-0.223953	-0.705247	78
-0.197105	-0.719099	79
-0.170207	-0.732964	80
-0.141617	-0.745190	81
-0.112808	-0.757402	82
-0.083299	-0.767321	83
-0.053572	-0.777166	84
-0.022597	-0.785217	85
0.008730	-0.793056	86
0.064955	-0.802723	87
0.123710	-0.809193	88
0.154075	-0.810251	89
0.184502	-0.811287	90
0.215629	-0.810419	91
0.246925	-0.809445	92
0.303009	-0.804021	93
0.360049	-0.794781	94
0.413862	-0.781886	95
0.468060	-0.765943	96
0.518578	-0.747858	97
0.570173	-0.726464	98
0.617960	-0.703019	99
0.666283	-0.675792	100
0.704865	-0.654240	101
0.741484	-0.633787	102
0.770259	-0.619564	103
0.799022	-0.605170	104
