time = 4.05	Re = 0.1
0.176890	0.093696	0
0.219027	0.107246	1
0.230078	0.135345	2
0.240989	0.163621	3
0.242479	0.205071	4
0.240312	0.249189	5
0.230931	0.299975	6
0.217208	0.355424	7
0.207115	0.387022	8
0.196957	0.419200	9
0.184161	0.455826	10
0.170778	0.494536	11
0.153105	0.539921	12
0.132120	0.592175	13
0.117135	0.625601	14
0.099551	0.661955	15
0.081311	0.687710	16
0.058388	0.712697	17
0.014042	0.715167	18
-0.021118	0.719329	19
-0.063187	0.707084	20
-0.089582	0.687766	21
-0.091069	0.670615	22
-0.120562	0.655575	23
-0.114132	0.644760	24
-0.146941	0.628034	25
-0.173000	0.605400	26
-0.181583	0.594866	27
-0.199746	0.582479	28
-0.225375	0.562401	29
-0.244887	0.544585	30
-0.273221	0.525506	31
-0.290783	0.509588	32
-0.319468	0.490276	33
-0.332700	0.476931	34
-0.366689	0.454851	35
-0.375549	0.443552	36
-0.408617	0.420641	37
-0.417884	0.409648	38
-0.451057	0.384711	39
-0.487385	0.349913	40
-0.524765	0.312130	41
-0.554516	0.276734	42
-0.588856	0.234327	43
-0.610806	0.200505	44
-0.639680	0.155353	45
-0.657214	0.120482	46
-0.680205	0.073054	47
-0.696073	0.032764	48
-0.710067	-0.008896	49
-0.721608	-0.050424	50
-0.731423	-0.093282	51
-0.738143	-0.133014	52
-0.743550	-0.173591	53
-0.746856	-0.214436	54
-0.748833	-0.255914	55
-0.748551	-0.293056	56
-0.747384	-0.330693	57
-0.744049	-0.369618	58
-0.739633	-0.408896	59
-0.734067	-0.444009	60
-0.727772	-0.479320	61
-0.719511	-0.513236	62
-0.710709	-0.547347	63
-0.701389	-0.578999	64
-0.691801	-0.610805	65
-0.680433	-0.641895	66
-0.668690	-0.673224	67
-0.654459	-0.723220	68
-0.644697	-0.767157	69
