time = 4.9	Re = 0.1
0.182849	0.081516	0
0.225807	0.090800	1
0.237097	0.120917	2
0.246835	0.153032	3
0.245748	0.199255	4
0.239310	0.248646	5
0.224633	0.304075	6
0.214769	0.334285	7
0.204902	0.364673	8
0.191918	0.399111	9
0.178742	0.435184	10
0.162609	0.477322	11
0.145645	0.523895	12
0.134540	0.552607	13
0.123255	0.581613	14
0.108662	0.618067	15
0.091047	0.658994	16
0.071108	0.693948	17
0.023330	0.713044	18
-0.034145	0.712284	19
-0.075360	0.691462	20
-0.092218	0.664625	21
-0.109260	0.646685	22
-0.112213	0.633305	23
-0.141670	0.614596	24
-0.139384	0.604900	25
-0.168518	0.585772	26
-0.147915	0.587777	27
-0.197508	0.560047	28
-0.173791	0.564604	29
-0.224512	0.535676	30
-0.254129	0.511932	31
-0.261474	0.503091	32
-0.283647	0.487404	33
-0.312165	0.464173	34
-0.331801	0.445135	35
-0.363301	0.419871	36
-0.380120	0.402029	37
-0.410563	0.375278	38
-0.422043	0.360460	39
-0.457159	0.327353	40
-0.463538	0.315588	41
-0.495882	0.280669	42
-0.502779	0.268082	43
-0.533240	0.229650	44
-0.562427	0.180917	45
-0.576507	0.153868	46
-0.590530	0.126680	47
-0.609828	0.077778	48
-0.620077	0.047729	49
-0.630095	0.017339	50
-0.639650	-0.027821	51
-0.645166	-0.058862	52
-0.650447	-0.090175	53
-0.653383	-0.135377	54
-0.654067	-0.166598	55
-0.654547	-0.198004	56
-0.651082	-0.249166	57
-0.644104	-0.300885	58
-0.633674	-0.351123	59
-0.619739	-0.401805	60
-0.603725	-0.447159	61
-0.584853	-0.492658	62
-0.563041	-0.536929	63
-0.538553	-0.581031	64
-0.514268	-0.618917	65
-0.487919	-0.656653	66
-0.458331	-0.693877	67
-0.426461	-0.730480	68
-0.395983	-0.761784	69
-0.363844	-0.792620	70
-0.331123	-0.820378	71
-0.297020	-0.847239	72
-0.263560	-0.870822	73
-0.228743	-0.894357	74
-0.193732	-0.915547	75
-0.157620	-0.935810	76
-0.129360	-0.953106	77
-0.101060	-0.970292	78
-0.056654	-1.000689	79
