time = 4.8	Re = 0.1
0.182178	0.083001	0
0.225066	0.092761	1
0.236303	0.122647	2
0.246154	0.154284	3
0.245361	0.199939	4
0.239417	0.248727	5
0.225353	0.303651	6
0.215819	0.333623	7
0.206275	0.363741	8
0.193642	0.397824	9
0.180769	0.433484	10
0.164979	0.474970	11
0.148420	0.520533	12
0.137541	0.548517	13
0.126657	0.576510	14
0.112588	0.611474	15
0.096379	0.649692	16
0.080086	0.680228	17
0.049902	0.711638	18
-0.008130	0.712901	19
-0.056762	0.709192	20
-0.084142	0.677146	21
-0.101381	0.658157	22
-0.105907	0.643018	23
-0.133821	0.625153	24
-0.132773	0.614099	25
-0.160591	0.595694	26
-0.141839	0.596028	27
-0.189127	0.569989	28
-0.167061	0.573048	29
-0.215825	0.545688	30
-0.245021	0.522303	31
-0.252454	0.513377	32
-0.274236	0.498189	33
-0.302507	0.475500	34
-0.322164	0.456736	35
-0.353481	0.432331	36
-0.370432	0.414816	37
-0.400866	0.389070	38
-0.412633	0.374473	39
-0.447890	0.342803	40
-0.454571	0.331110	41
-0.487304	0.297719	42
-0.494541	0.285323	43
-0.525687	0.248578	44
-0.556065	0.201504	45
-0.570876	0.175343	46
-0.585680	0.149163	47
-0.606597	0.101781	48
-0.617906	0.072670	49
-0.629032	0.043295	50
-0.640354	-0.000703	51
-0.647149	-0.030926	52
-0.653802	-0.061333	53
-0.658798	-0.105602	54
-0.660946	-0.136205	55
-0.663013	-0.166911	56
-0.662230	-0.217251	57
-0.658150	-0.268312	58
-0.650710	-0.318111	59
-0.639977	-0.368523	60
-0.626970	-0.413841	61
-0.611247	-0.459433	62
-0.592610	-0.504001	63
-0.571400	-0.548570	64
-0.550015	-0.587110	65
-0.526715	-0.625652	66
-0.500252	-0.663995	67
-0.471723	-0.701944	68
-0.444220	-0.734616	69
-0.415117	-0.766893	70
-0.385074	-0.796237	71
-0.353674	-0.825236	72
-0.323249	-0.851271	73
-0.291453	-0.876424	74
-0.258507	-0.899245	75
-0.224874	-0.921861	76
-0.199123	-0.940957	77
-0.173055	-0.960108	78
-0.131620	-0.993473	79
