time = 1.05	Re = 0.1
0.151501	0.130802	0
0.188537	0.160262	1
0.219485	0.199855	2
0.245268	0.248640	3
0.255478	0.277024	4
0.265652	0.305454	5
0.272799	0.337573	6
0.279368	0.370274	7
0.282691	0.405833	8
0.284809	0.442390	9
0.283028	0.481255	10
0.279340	0.521226	11
0.271141	0.562625	12
0.259890	0.605052	13
0.243243	0.647564	14
0.222016	0.690200	15
0.194642	0.730423	16
0.161728	0.767972	17
0.124788	0.799047	18
0.086491	0.824866	19
0.050597	0.844548	20
0.016987	0.862174	21
-0.010902	0.876983	22
-0.037600	0.892375	23
-0.077549	0.922599	24
-0.103800	0.955847	25
-0.113289	0.996740	26
