time = 2.45	Re = 0.1
0.164098	0.114674	0
0.203719	0.136556	1
0.229543	0.183251	2
0.236638	0.215753	3
0.242688	0.249389	4
0.243694	0.289278	5
0.242425	0.331919	6
0.235957	0.380314	7
0.226262	0.432883	8
0.217976	0.462534	9
0.209629	0.492316	10
0.198323	0.525542	11
0.186006	0.559933	12
0.168315	0.598803	13
0.147122	0.641035	14
0.130001	0.666131	15
0.112615	0.691315	16
0.083172	0.718426	17
0.044837	0.736073	18
0.000132	0.739418	19
-0.040092	0.739736	20
-0.077558	0.728455	21
-0.109226	0.715729	22
-0.130709	0.698786	23
-0.155536	0.686978	24
-0.170710	0.674194	25
-0.194930	0.663890	26
-0.230263	0.643348	27
-0.265208	0.626113	28
-0.296759	0.609469	29
-0.331621	0.595033	30
-0.358885	0.580980	31
-0.392786	0.567939	32
-0.418477	0.555289	33
-0.451433	0.542593	34
-0.505992	0.518947	35
-0.559031	0.495806	36
-0.607285	0.473588	37
-0.654993	0.451207	38
-0.697219	0.430758	39
-0.740764	0.409125	40
-0.779619	0.390584	41
-0.817040	0.371083	42
-0.852057	0.355141	43
-0.886806	0.338093	44
-0.945535	0.330531	45
