time = 2.05	Re = 0.1
0.160593	0.119529	0
0.199478	0.143554	1
0.226662	0.188044	2
0.235266	0.218361	3
0.243376	0.249269	4
0.247033	0.286012	5
0.249051	0.324823	6
0.246376	0.368876	7
0.241260	0.415859	8
0.230327	0.468119	9
0.214518	0.525355	10
0.202334	0.557227	11
0.189315	0.589864	12
0.171061	0.626379	13
0.149081	0.664941	14
0.114330	0.707099	15
0.087422	0.726434	16
0.058874	0.742981	17
0.023058	0.747946	18
-0.009322	0.753101	19
-0.039176	0.750650	20
-0.071313	0.748102	21
-0.121527	0.730076	22
-0.160876	0.713019	23
-0.194655	0.696451	24
-0.227686	0.684135	25
-0.255086	0.671481	26
-0.286176	0.662125	27
-0.311243	0.652150	28
-0.341213	0.644477	29
-0.392250	0.630226	30
-0.441865	0.618454	31
-0.487397	0.608352	32
-0.532544	0.599858	33
-0.572727	0.593189	34
-0.614261	0.587136	35
-0.651082	0.583838	36
-0.687074	0.579859	37
-0.719890	0.579632	38
-0.752771	0.579140	39
-0.804339	0.597577	40
