time = 2.85	Re = 0.1
0.167448	0.109694	0
0.207789	0.129485	1
0.232411	0.178447	2
0.238046	0.213119	3
0.242042	0.249433	4
0.240393	0.292337	5
0.235948	0.338477	6
0.225769	0.391078	7
0.211577	0.449251	8
0.200755	0.482330	9
0.189499	0.516383	10
0.174554	0.555232	11
0.156904	0.597047	12
0.131261	0.646472	13
0.112009	0.675838	14
0.087637	0.706525	15
0.035233	0.729798	16
-0.015135	0.733338	17
-0.066846	0.724165	18
-0.102816	0.705064	19
-0.128479	0.683686	20
-0.153154	0.667360	21
-0.170343	0.651181	22
-0.196013	0.637771	23
-0.209194	0.624184	24
-0.234923	0.611926	25
-0.246846	0.601036	26
-0.273822	0.589112	27
-0.309487	0.567851	28
-0.346428	0.548071	29
-0.378972	0.528895	30
-0.416332	0.509776	31
-0.444117	0.492305	32
-0.479993	0.473122	33
-0.505885	0.456021	34
-0.540169	0.436030	35
-0.567689	0.417903	36
-0.595101	0.399261	37
-0.621384	0.380426	38
-0.647578	0.361208	39
-0.694293	0.323883	40
-0.739641	0.285014	41
-0.778915	0.248771	42
-0.818558	0.209739	43
-0.853505	0.174529	44
-0.886068	0.138413	45
-0.916681	0.105755	46
-0.946158	0.071445	47
-0.973913	0.052770	48
-1.001342	0.035409	49
