time = 1.75	Re = 0.1
0.157918	0.123022	0
0.196230	0.148721	1
0.224494	0.191622	2
0.234261	0.220299	3
0.243919	0.249129	4
0.249531	0.283480	5
0.254030	0.319244	6
0.254286	0.359874	7
0.252631	0.402652	8
0.245999	0.449771	9
0.235808	0.500235	10
0.218623	0.555606	11
0.206189	0.585841	12
0.193456	0.616422	13
0.174498	0.649410	14
0.152260	0.683438	15
0.119723	0.718763	16
0.075522	0.748854	17
0.021512	0.763561	18
-0.028867	0.768535	19
-0.076777	0.763677	20
-0.117523	0.755848	21
-0.150924	0.744415	22
-0.182530	0.736605	23
-0.209139	0.727442	24
-0.237590	0.721728	25
-0.286252	0.711561	26
-0.332308	0.705079	27
-0.374103	0.701089	28
-0.415048	0.699832	29
-0.451029	0.700560	30
-0.488064	0.703184	31
-0.520112	0.708472	32
-0.551822	0.713510	33
-0.606906	0.731634	34
-0.646255	0.764943	35
