time = 2.5	Re = 0.1
0.164523	0.114061	0
0.204235	0.135682	1
0.229903	0.182651	2
0.236812	0.215425	3
0.242605	0.249399	4
0.243277	0.289675	5
0.241599	0.332777	6
0.234667	0.381700	7
0.224400	0.434971	8
0.215796	0.465034	9
0.207086	0.495317	10
0.195340	0.529184	11
0.182382	0.564420	12
0.163957	0.604306	13
0.141258	0.648142	14
0.122758	0.674354	15
0.102562	0.700899	16
0.066523	0.726892	17
0.024647	0.738047	18
-0.019845	0.738574	19
-0.060903	0.734574	20
-0.094541	0.718791	21
-0.123318	0.705057	22
-0.142619	0.688472	23
-0.167067	0.676746	24
-0.181497	0.664284	25
-0.205905	0.653907	26
-0.241045	0.633471	27
-0.276193	0.616059	28
-0.307841	0.599219	29
-0.343022	0.584327	30
-0.370385	0.569941	31
-0.404619	0.556245	32
-0.430398	0.543124	33
-0.463658	0.529645	34
-0.491044	0.517093	35
-0.518449	0.504519	36
-0.571646	0.479659	37
-0.619950	0.455670	38
-0.667675	0.431325	39
-0.709835	0.408965	40
-0.753224	0.385196	41
-0.791928	0.364603	42
-0.829086	0.343021	43
-0.863929	0.324991	44
-0.898412	0.305824	45
-0.957122	0.295329	46
