time = 5.3	Re = 0.1
0.185381	0.075714	0
0.228623	0.082906	1
0.240202	0.113940	2
0.249540	0.148007	3
0.247304	0.196517	4
0.238910	0.248282	5
0.221819	0.305609	6
0.210667	0.336684	7
0.199538	0.368119	8
0.185274	0.403813	9
0.170906	0.441566	10
0.153524	0.486321	11
0.135025	0.537146	12
0.122831	0.569260	13
0.110085	0.602654	14
0.092216	0.647228	15
0.078046	0.676748	16
0.052588	0.708653	17
0.021630	0.700116	18
-0.021599	0.710851	19
-0.071723	0.689169	20
-0.088245	0.661552	21
-0.108510	0.642038	22
-0.118427	0.624186	23
-0.136673	0.607198	24
-0.135826	0.598640	25
-0.171675	0.575943	26
-0.165402	0.570704	27
-0.199375	0.548304	28
-0.172100	0.556472	29
-0.201450	0.539030	30
-0.230321	0.521831	31
-0.200437	0.532162	32
-0.229694	0.514352	33
-0.258468	0.496671	34
-0.289751	0.470947	35
-0.296693	0.462309	36
-0.320176	0.444381	37
-0.349331	0.418686	38
-0.368515	0.398351	39
-0.400321	0.369322	40
-0.416270	0.350057	41
-0.446167	0.319050	42
-0.456506	0.303260	43
-0.490213	0.264168	44
-0.495275	0.252110	45
-0.525177	0.210930	46
-0.530659	0.197556	47
-0.557496	0.152431	48
-0.580959	0.097220	49
-0.591468	0.066741	50
-0.601680	0.035685	51
-0.613734	-0.018795	52
-0.619216	-0.052170	53
-0.624145	-0.086257	54
-0.625843	-0.135309	55
-0.625637	-0.169037	56
-0.624830	-0.203292	57
-0.618809	-0.251229	58
-0.612977	-0.284117	59
-0.606504	-0.317400	60
-0.591385	-0.370314	61
-0.571999	-0.422999	62
-0.548979	-0.473283	63
-0.521808	-0.523195	64
-0.493643	-0.566904	65
-0.462163	-0.609942	66
-0.427773	-0.650727	67
-0.390174	-0.690377	68
-0.354291	-0.723224	69
-0.315896	-0.755148	70
-0.274154	-0.785329	71
-0.229851	-0.813853	72
-0.188362	-0.837364	73
-0.145156	-0.859675	74
-0.102420	-0.878344	75
-0.058118	-0.895598	76
-0.015499	-0.909709	77
0.028640	-0.922893	78
0.072224	-0.933076	79
0.117269	-0.941719	80
0.152360	-0.949592	81
0.188109	-0.956926	82
0.242084	-0.972036	83
