time = 1.5	Re = 0.1
0.155653	0.125862	0
0.193509	0.152881	1
0.222696	0.194580	2
0.244387	0.248981	3
0.251624	0.281289	4
0.258173	0.314451	5
0.260898	0.352117	6
0.262213	0.391309	7
0.259097	0.434300	8
0.253444	0.479588	9
0.242153	0.528470	10
0.225690	0.580543	11
0.213146	0.608297	12
0.200475	0.636103	13
0.182569	0.665459	14
0.162904	0.694888	15
0.135253	0.723846	16
0.102997	0.750315	17
0.061952	0.769207	18
0.021714	0.781457	19
-0.017746	0.785878	20
-0.054625	0.788733	21
-0.088015	0.786106	22
-0.119801	0.784568	23
-0.172019	0.778528	24
-0.217701	0.775189	25
-0.257448	0.774348	26
-0.294961	0.776797	27
-0.327085	0.781391	28
-0.359535	0.788533	29
-0.413532	0.808384	30
-0.457244	0.836370	31
-0.484612	0.877634	32
